label,jd_time,fits_time,area,eccentricity,centroid_lat,centroid_lon,weighted_centroid_lat_seg,weighted_centroid_lon_seg,seg_intensity_mean,seg_intensity_min,seg_intensity_max,intensity_mean,intensity_min,intensity_max
1,2460965.2850208334,2025-10-16T18:50:25.800,58.0,0.6873201928395875,7.844827586206897,12.67241379310343,7.849062503908561,12.67488899710321,1969.7551281536992,1950.2642212508233,1994.6551836055182,104.56591136885675,89.30015965434636,124.75971344161682
2,2460965.3766252236,2025-10-16T21:02:20.419,1.0,0,-8.0,22.0,-8.0,22.0,1952.1884883244952,1952.1884883244952,1952.1884883244952,118.13290302994264,118.13290302994264,118.13290302994264
3,2460965.6784642534,2025-10-17T04:16:59.311,15.0,0.8656750360130296,9.066666666666666,52.06666666666666,9.068066197735494,52.06448830296915,1959.2405454035181,1950.0780381858867,1969.352656662776,109.65931970447181,99.72591552096188,121.46092546501293
4,2460965.693283242,2025-10-17T04:38:19.672,438.0,0.9670325754091624,-8.187214611872147,52.945205479452056,-8.174084577068456,53.105217742987804,2019.6252249366482,1950.1223649829542,2160.7821805549074,123.98525927019027,101.80767433250156,155.2299114165562
5,2460965.9537251047,2025-10-17T10:53:21.849,363.0,0.9965807118533543,-11.449035812672175,122.63911845730027,-11.450589548195659,122.6275836920089,1968.9256811054563,1950.0126617673923,1996.7747897585552,104.76402234184299,91.4766126475785,127.47256339792395
6,2460965.983711193,2025-10-17T11:36:32.647,24.0,0.5691780643233284,-11.5,161.95833333333334,-11.500936956911286,161.95727481176232,1959.1023272901075,1950.8376637275412,1974.8723596597633,99.27493839412394,86.97327569542136,119.49277080097349
7,2460965.986826389,2025-10-17T11:41:01.800,3.0,0.816496580927726,-9.666666666666668,166.33333333333334,-9.666707440489397,166.33329423385803,1951.2222415574051,1950.9835651880612,1951.6897932242687,99.4347885438139,95.74851483533403,105.63425282174386
8,2460965.9897685186,2025-10-17T11:45:16.000,14.0,0.8528704318759749,-9.642857142857142,170.92857142857142,-9.644692149472156,170.92978752124316,1957.6438327180624,1950.5744295108113,1969.780491713231,101.31615020530148,91.21544128626111,114.4333882381519
9,2460965.316319444,2025-10-16T19:35:30.000,1.0,0,-12.0,198.0,-12.0,198.0,1950.5748587586017,1950.5748587586017,1950.5748587586017,92.73074722936389,92.73074722936389,92.73074722936389
10,2460964.8602564107,2025-10-16T08:38:46.154,1.0,0,8.0,235.0,8.0,235.0,1956.9533440146743,1956.9533440146743,1956.9533440146743,106.21451918181329,106.21451918181329,106.21451918181329
11,2460964.866681442,2025-10-16T08:48:01.277,649.0,0.9970580976528581,-11.043143297380585,248.25423728813558,-11.055068122351049,248.11883343922486,1994.5313439665072,1950.053658358152,2054.4813945580886,113.39858357355378,98.12035218865466,123.24035443671049
12,2460964.9616019567,2025-10-16T11:04:42.409,96.0,0.8705012725085759,-6.072916666666668,331.2083333333333,-6.072763120235223,331.2035371621206,1965.5090636206035,1950.567891412179,1989.608067201404,126.46844792859285,107.63664241549563,143.60001240659585
