Label,Extrema_Type,Index,Time_FITS,Time_JD,Pixel_Row,Pixel_Col,Latitude,Longitude,Value_NH3,Value_PCloud,Value_RGB
NH3,maxima,0,2025-10-17T08:36:20.786,2460965.8585739085,10,80,5,25,141.82910683012676,1825.5360739173677,0.5263305498020989
NH3,maxima,1,2025-10-17T08:39:04.200,2460965.860465278,18,78,-3,27,148.95109515544297,1913.5119835970577,0.5843137383460999
NH3,maxima,2,2025-10-17T08:43:33.353,2460965.8635804737,11,74,4,31,139.703615188073,1797.1941931414801,0.5442906705772176
NH3,maxima,3,2025-10-17T08:55:56.400,2460965.872180556,12,55,3,50,159.6377983422264,1858.649579686698,0.6078431606292725
NH3,maxima,4,2025-10-17T09:04:29.769,2460965.8781223292,18,48,-3,57,154.47418961980856,2022.7078883053848,0.5903469283993428
NH3,maxima,5,2025-10-17T10:06:53.294,2460965.9214501637,14,11,1,94,149.0007739864215,1778.9603554533705,0.6198385427979862
PCloud,maxima,0,2025-10-17T08:34:50.000,2460965.8575231484,24,85,-9,20,121.52613472769853,2024.4056835068568,0.3973856270313263
PCloud,maxima,1,2025-10-17T08:45:25.500,2460965.8648784724,24,68,-9,37,115.98831658631072,2066.8852599297734,0.4519607946276665
PCloud,maxima,2,2025-10-17T08:57:19.304,2460965.873140097,6,54,9,51,116.78150957855786,2020.0499815329422,0.4104859385153522
PCloud,maxima,3,2025-10-17T09:10:45.600,2460965.8824722227,22,44,-7,61,136.68431821368708,2204.0129474556365,0.47372550547122955
PCloud,minima,0,2025-10-17T08:42:32.182,2460965.862872475,8,75,7,30,125.2905099981857,1742.1156263351163,0.5975044748999855
PCloud,minima,1,2025-10-17T09:38:15.796,2460965.901571712,11,28,4,77,122.11521345073088,1683.2765994550718,0.6346538711567313
RGB,maxima,0,2025-10-17T08:39:04.200,2460965.860465278,18,78,-3,27,148.95109515544297,1913.5119835970577,0.5843137383460999
RGB,maxima,1,2025-10-17T08:45:25.500,2460965.8648784724,9,68,6,37,137.30665132240767,1787.700498837109,0.6137255132198334
RGB,maxima,2,2025-10-17T08:57:19.304,2460965.873140097,20,54,-5,51,146.87707725657154,1987.3872440305647,0.6575447767972946
RGB,maxima,3,2025-10-17T09:11:55.469,2460965.8832808957,12,43,3,62,133.8759040821181,1859.4053072236609,0.6075230271232371
RGB,maxima,4,2025-10-17T09:38:15.796,2460965.901571712,12,28,3,77,123.71158520141557,1685.2399384476191,0.638415375534369
RGB,maxima,5,2025-10-17T09:59:25.347,2460965.916265589,18,15,-3,90,135.42031023416163,1782.9916599420515,0.6634654049970665
RGB,minima,0,2025-10-17T08:45:25.500,2460965.8648784724,4,71,11,34,83.89098439218894,1795.3512800794315,0.4068627506494522
RGB,minima,1,2025-10-17T08:49:28.154,2460965.8676869655,25,65,-10,40,109.87099263451609,2039.591975979559,0.43438914418220514
RGB,minima,2,2025-10-17T08:55:56.400,2460965.872180556,25,59,-10,46,111.09567501609645,2014.1009402562177,0.44392157196998594
RGB,minima,3,2025-10-17T09:03:25.059,2460965.8773733657,24,49,-9,56,126.03291409513108,2163.976065545374,0.4251441850381739
RGB,minima,4,2025-10-17T09:04:29.769,2460965.8781223292,6,48,9,57,102.41588155978039,1937.4204391518872,0.4058823585510254
RGB,minima,5,2025-10-17T09:40:51.306,2460965.9033715986,25,27,-10,78,100.12589270188741,1937.0422441363883,0.48811526322851373
RGB,minima,6,2025-10-17T10:10:59.774,2460965.924302935,6,8,9,97,105.88574580288902,1874.9909727016222,0.48531263110772616
