Label,Extrema_Type,Index,Time_FITS,Time_JD,Pixel_Row,Pixel_Col,Latitude,Longitude,Value_NH3,Value_PCloud,Value_RGB
NH3,maxima,0,2025-10-17T08:30:01.364,2460965.854182449,18,345,-3,15,153.38851043290234,1884.4529962817944,0.5292335220358588
NH3,maxima,1,2025-10-17T08:36:20.786,2460965.8585739085,10,335,5,25,141.82910683012676,1825.5360739173677,0.5263305498020989
NH3,maxima,2,2025-10-17T08:39:04.200,2460965.860465278,18,333,-3,27,148.95109515544297,1913.5119835970577,0.5843137383460999
NH3,maxima,3,2025-10-17T08:43:33.353,2460965.8635804737,11,329,4,31,139.703615188073,1797.1941931414801,0.5442906705772176
NH3,maxima,4,2025-10-17T08:55:56.400,2460965.872180556,12,310,3,50,159.6377983422264,1858.649579686698,0.6078431606292725
NH3,maxima,5,2025-10-17T09:04:29.769,2460965.8781223292,18,303,-3,57,154.47418961980856,2022.7078883053848,0.5903469283993428
NH3,maxima,6,2025-10-17T10:06:53.294,2460965.9214501637,14,266,1,94,149.0007739864215,1778.9603554533705,0.6198385427979862
NH3,maxima,7,2025-10-17T10:53:21.849,2460965.9537251047,15,237,0,123,162.37648471600858,1818.875784212486,0.5982242097269814
NH3,maxima,8,2025-10-17T11:22:43.174,2460965.9741108096,17,218,-2,142,157.3505324371751,1801.746224832699,0.7181585845739946
NH3,maxima,9,2025-10-17T11:26:04.047,2460965.9764357237,17,211,-2,149,158.30352317868585,1802.0596984413114,0.7709074463955192
NH3,maxima,10,2025-10-17T11:39:48.000,2460965.9859722224,17,195,-2,165,161.98941882934716,1833.5349885866244,0.7669829360900386
NH3,maxima,11,2025-10-17T12:06:24.000,2460966.0044444446,18,163,-3,197,141.47082825556342,1821.9762186127189,0.7450980544090271
NH3,maxima,12,2025-10-17T08:13:42.000,2460965.842847222,12,13,3,347,128.89899227280748,1742.0917176583214,0.35686275362968445
NH3,minima,0,2025-10-17T08:13:42.000,2460965.842847222,25,11,-10,349,87.17703974629352,1837.4299321774997,0.34117648005485535
PCloud,maxima,0,2025-10-17T08:27:25.500,2460965.852378472,6,347,9,13,105.47827395099938,2124.4581853897994,0.33039216697216034
PCloud,maxima,1,2025-10-17T08:34:50.000,2460965.8575231484,24,340,-9,20,121.52613472769853,2024.4056835068568,0.3973856270313263
PCloud,maxima,2,2025-10-17T08:45:25.500,2460965.8648784724,24,323,-9,37,115.98831658631072,2066.8852599297734,0.4519607946276665
PCloud,maxima,3,2025-10-17T08:57:19.304,2460965.873140097,6,309,9,51,116.78150957855786,2020.0499815329422,0.4104859385153522
PCloud,maxima,4,2025-10-17T09:10:45.600,2460965.8824722227,22,299,-7,61,136.68431821368708,2204.0129474556365,0.47372550547122955
PCloud,maxima,5,2025-10-17T10:05:46.080,2460965.920672222,7,267,8,93,113.84314330028587,1884.5919377457203,0.49301961898803714
PCloud,maxima,6,2025-10-17T10:53:21.849,2460965.9537251047,4,237,11,123,104.79575343157613,1903.945215106532,0.4931557684574487
PCloud,maxima,7,2025-10-17T11:54:10.737,2460965.9959576023,21,179,-6,181,113.19283830020676,1935.0514106599112,0.6629515164776851
PCloud,minima,0,2025-10-17T08:22:55.875,2460965.849257813,18,355,-3,5,145.0783092394349,1820.8351742893094,0.4781862925738096
PCloud,minima,1,2025-10-17T08:42:32.182,2460965.862872475,8,330,7,30,125.2905099981857,1742.1156263351163,0.5975044748999855
PCloud,minima,2,2025-10-17T09:38:15.796,2460965.901571712,11,283,4,77,122.11521345073088,1683.2765994550718,0.6346538711567313
PCloud,minima,3,2025-10-17T10:30:09.057,2460965.9376048218,10,251,5,109,137.12127892561475,1700.4557830948822,0.6088050547635779
PCloud,minima,4,2025-10-17T11:29:23.250,2460965.9787413194,9,208,6,152,133.715216164044,1740.3606553557086,0.7132353112101555
PCloud,minima,5,2025-10-17T11:56:28.235,2460965.9975490193,8,173,7,187,92.86897055611374,1660.206832421978,0.687197250478408
PCloud,minima,6,2025-10-17T08:13:42.000,2460965.842847222,7,14,8,346,117.3258665518864,1643.635322595417,0.3764705955982208
