Label,Extrema_Type,Index,Time_FITS,Time_JD,Pixel_Row,Pixel_Col,Latitude,Longitude,Value_NH3,Value_PCloud,Value_RGB
NH3,maxima,0,2025-10-17T08:30:01.364,2460965.854182449,18,105,-3,15,153.38851043290234,1884.4529962817944,0.5292335220358588
NH3,maxima,1,2025-10-17T08:36:20.786,2460965.8585739085,10,95,5,25,141.82910683012676,1825.5360739173677,0.5263305498020989
NH3,maxima,2,2025-10-17T08:39:04.200,2460965.860465278,18,93,-3,27,148.95109515544297,1913.5119835970577,0.5843137383460999
NH3,maxima,3,2025-10-17T08:43:33.353,2460965.8635804737,11,89,4,31,139.703615188073,1797.1941931414801,0.5442906705772176
NH3,maxima,4,2025-10-17T08:55:56.400,2460965.872180556,12,70,3,50,159.6377983422264,1858.649579686698,0.6078431606292725
NH3,maxima,5,2025-10-17T09:04:29.769,2460965.8781223292,18,63,-3,57,154.47418961980856,2022.7078883053848,0.5903469283993428
NH3,maxima,6,2025-10-17T10:06:53.294,2460965.9214501637,14,26,1,94,149.0007739864215,1778.9603554533705,0.6198385427979862
PCloud,maxima,0,2025-10-17T08:27:25.500,2460965.852378472,6,107,9,13,105.47827395099938,2124.4581853897994,0.33039216697216034
PCloud,maxima,1,2025-10-17T08:34:50.000,2460965.8575231484,24,100,-9,20,121.52613472769853,2024.4056835068568,0.3973856270313263
PCloud,maxima,2,2025-10-17T08:45:25.500,2460965.8648784724,24,83,-9,37,115.98831658631072,2066.8852599297734,0.4519607946276665
PCloud,maxima,3,2025-10-17T08:57:19.304,2460965.873140097,6,69,9,51,116.78150957855786,2020.0499815329422,0.4104859385153522
PCloud,maxima,4,2025-10-17T09:10:45.600,2460965.8824722227,22,59,-7,61,136.68431821368708,2204.0129474556365,0.47372550547122955
PCloud,maxima,5,2025-10-17T10:05:46.080,2460965.920672222,7,27,8,93,113.84314330028587,1884.5919377457203,0.49301961898803714
PCloud,minima,0,2025-10-17T08:22:55.875,2460965.849257813,18,115,-3,5,145.0783092394349,1820.8351742893094,0.4781862925738096
PCloud,minima,1,2025-10-17T08:42:32.182,2460965.862872475,8,90,7,30,125.2905099981857,1742.1156263351163,0.5975044748999855
PCloud,minima,2,2025-10-17T09:38:15.796,2460965.901571712,11,43,4,77,122.11521345073088,1683.2765994550718,0.6346538711567313
PCloud,minima,3,2025-10-17T10:30:09.057,2460965.9376048218,10,11,5,109,137.12127892561475,1700.4557830948822,0.6088050547635779
RGB,maxima,0,2025-10-17T08:39:04.200,2460965.860465278,18,93,-3,27,148.95109515544297,1913.5119835970577,0.5843137383460999
RGB,maxima,1,2025-10-17T08:45:25.500,2460965.8648784724,9,83,6,37,137.30665132240767,1787.700498837109,0.6137255132198334
RGB,maxima,2,2025-10-17T08:57:19.304,2460965.873140097,20,69,-5,51,146.87707725657154,1987.3872440305647,0.6575447767972946
RGB,maxima,3,2025-10-17T09:11:55.469,2460965.8832808957,12,58,3,62,133.8759040821181,1859.4053072236609,0.6075230271232371
RGB,maxima,4,2025-10-17T09:38:15.796,2460965.901571712,12,43,3,77,123.71158520141557,1685.2399384476191,0.638415375534369
RGB,maxima,5,2025-10-17T09:59:25.347,2460965.916265589,18,30,-3,90,135.42031023416163,1782.9916599420515,0.6634654049970665
RGB,maxima,6,2025-10-17T10:17:58.653,2460965.9291510773,19,18,-4,102,138.00474200099993,1807.4853864467193,0.6643457576936604
RGB,maxima,7,2025-10-17T10:34:16.588,2460965.9404697716,8,8,7,112,131.19717623818676,1735.7535328646316,0.6447520396288704
RGB,minima,0,2025-10-17T08:28:47.143,2460965.853323413,6,106,9,14,105.19881042549645,2116.3628433475624,0.32492998242378235
RGB,minima,1,2025-10-17T08:45:25.500,2460965.8648784724,4,86,11,34,83.89098439218894,1795.3512800794315,0.4068627506494522
RGB,minima,2,2025-10-17T08:49:28.154,2460965.8676869655,25,80,-10,40,109.87099263451609,2039.591975979559,0.43438914418220514
RGB,minima,3,2025-10-17T08:55:56.400,2460965.872180556,25,74,-10,46,111.09567501609645,2014.1009402562177,0.44392157196998594
RGB,minima,4,2025-10-17T09:03:25.059,2460965.8773733657,24,64,-9,56,126.03291409513108,2163.976065545374,0.4251441850381739
RGB,minima,5,2025-10-17T09:04:29.769,2460965.8781223292,6,63,9,57,102.41588155978039,1937.4204391518872,0.4058823585510254
RGB,minima,6,2025-10-17T09:40:51.306,2460965.9033715986,25,42,-10,78,100.12589270188741,1937.0422441363883,0.48811526322851373
RGB,minima,7,2025-10-17T10:10:59.774,2460965.924302935,6,23,9,97,105.88574580288902,1874.9909727016222,0.48531263110772616
