Label,Extrema_Type,Index,Time_FITS,Time_JD,Pixel_Row,Pixel_Col,Latitude,Longitude,Value_NH3,Value_PCloud,Value_RGB
NH3,maxima,0,2025-10-16T18:00:16.426,2460965.2501901183,18,350,-3,10,144.0682649142934,1863.935614167216,0.7074895662362458
NH3,maxima,1,2025-10-16T21:42:55.800,2460965.4048125,10,335,5,25,132.72525606262607,1819.8838456936787,0.6414379249016445
NH3,maxima,2,2025-10-16T22:26:19.200,2460965.4349444443,18,333,-3,27,142.56744898785615,1893.8949352993595,0.680588248372078
NH3,maxima,3,2025-10-17T03:34:18.590,2460965.648826275,12,310,3,50,155.9775175111462,1846.957895064026,0.6451302043727187
NH3,maxima,4,2025-10-17T06:03:41.115,2460965.7525591985,18,303,-3,57,155.2299114165562,2008.7115753469739,0.6126004696869459
NH3,maxima,5,2025-10-17T10:06:53.294,2460965.9214501637,14,266,1,94,149.0007739864215,1778.9603554533705,0.6198385427979862
NH3,maxima,6,2025-10-17T10:53:21.849,2460965.9537251047,15,237,0,123,162.37648471600855,1818.875784212486,0.5982242097269814
NH3,maxima,7,2025-10-17T11:22:43.174,2460965.9741108096,17,218,-2,142,157.3505324371751,1801.7462248326985,0.7181585845739946
NH3,maxima,8,2025-10-17T11:26:04.047,2460965.9764357237,17,211,-2,149,158.30352317868585,1802.0596984413114,0.7709074463955192
NH3,maxima,9,2025-10-17T11:39:48.000,2460965.9859722224,17,195,-2,165,161.9894188293472,1833.5349885866244,0.7669829360900386
NH3,maxima,10,2025-10-17T00:01:55.714,2460965.5013392856,18,168,-3,192,134.33091483755237,1782.8881585827578,0.6201680770942144
NH3,maxima,11,2025-10-16T09:38:46.800,2460964.9019305557,11,153,4,207,143.65742563271976,1832.2483259460723,0.511764720082283
NH3,maxima,12,2025-10-16T08:34:42.000,2460964.857430556,15,131,0,229,133.5131329496937,1818.1736918380375,0.6098039448261261
NH3,maxima,13,2025-10-16T08:42:15.429,2460964.862678572,18,122,-3,238,131.40974730884153,1876.4347134134543,0.6837535202503204
NH3,maxima,14,2025-10-16T08:49:18.375,2460964.867573785,17,111,-2,249,132.75802547375355,1885.0948715649818,0.6664215885102749
NH3,maxima,15,2025-10-16T08:51:43.320,2460964.869251389,11,109,4,251,133.32841687263556,1853.2162063404876,0.6450196290016175
NH3,maxima,16,2025-10-16T09:22:45.918,2460964.8908092403,12,89,3,271,141.0584449550064,1828.5685034354944,0.6874750086239405
NH3,maxima,17,2025-10-16T10:07:28.500,2460964.9218576388,12,59,3,301,144.11274156587135,1825.422008775475,0.6854902118444443
NH3,maxima,18,2025-10-16T10:22:10.615,2460964.9320673076,16,50,-1,310,140.7420853409821,1823.6885313073205,0.6841629147529602
NH3,maxima,19,2025-10-16T11:04:42.409,2460964.9616019567,12,29,3,331,163.3755079019449,1867.7223957133378,0.5956328226761384
PCloud,maxima,0,2025-10-16T17:47:23.143,2460965.2412400795,23,353,-8,7,116.10422299233502,1898.99806053974,0.5781512771333966
PCloud,maxima,1,2025-10-16T19:12:07.500,2460965.3000868056,5,346,10,14,91.5450480156346,1994.6551836055182,0.4762745305895805
PCloud,maxima,2,2025-10-17T00:22:59.705,2460965.515968807,24,323,-9,37,114.03324462173485,2009.7548149696754,0.5224686748668795
PCloud,maxima,3,2025-10-17T03:55:38.951,2460965.663645264,6,309,9,51,111.95286582803142,1969.352656662776,0.46017358708577083
PCloud,maxima,4,2025-10-17T06:02:51.864,2460965.751989172,22,299,-7,61,136.17657856624376,2160.7821805549074,0.5001661843162472
PCloud,maxima,5,2025-10-17T10:05:46.080,2460965.9206722225,7,267,8,93,113.84314330028587,1884.59193774572,0.49301961898803714
PCloud,maxima,6,2025-10-17T10:53:21.849,2460965.9537251047,4,237,11,123,104.79575343157613,1903.945215106532,0.4931557684574487
