label,jd_time,fits_time,area,eccentricity,centroid_lat,centroid_lon,weighted_centroid_lat_seg,weighted_centroid_lon_seg,seg_intensity_mean,seg_intensity_min,seg_intensity_max,intensity_mean,intensity_min,intensity_max
1,2460647.0441743825,2024-12-02T13:03:36.667,269.0,0.9030173573926727,7.386617100371748,15.9925650557621,7.374381713394331,16.08158477995579,1663.1478528715627,1529.838372605566,1748.9061916532403,92.76561097841801,57.2604036031533,147.09350467207915
2,2460647.624131944,2024-12-03T02:58:45.000,5.0,0.816496580927726,8.6,50.19999999999999,8.599831879926,50.20081494297142,1740.9964924186502,1738.3277413179628,1744.0949260626066,94.21382303882025,90.91760517775958,100.1858761233679
3,2460647.624131944,2024-12-03T02:58:45.000,2.0,1.0,10.0,53.5,10.0,53.49938653779469,1747.7417430759665,1745.5973960679933,1749.88609008394,90.03125516838463,89.8775865053636,90.18492383140567
4,2460647.634483507,2024-12-03T03:13:39.375,106.0,0.7782922952596687,8.245283018867925,74.14150943396226,8.261296505118814,74.14664068261214,1687.8773293392403,1602.0485236526822,1749.8200786398297,106.8071847060726,77.35223701481407,137.65538160573195
5,2460647.680497931,2024-12-03T04:19:55.021,279.0,0.9522871613748174,7.336917562724015,110.88530465949822,7.347027091222817,110.84139825259561,1676.9956620392009,1552.3514513886453,1749.9529621237812,101.84600608784773,73.69458152851668,146.16258280011314
6,2460647.7346736114,2024-12-03T05:37:55.800,147.0,0.9681243151908113,7.829931972789115,158.6530612244898,7.837072187949703,158.58861105390585,1705.0451583567033,1615.8039372106946,1748.811035887608,93.91447691046254,77.95900315896436,127.72525753557332
7,2460647.773916934,2024-12-03T06:34:26.423,85.0,0.4261057002620437,8.035294117647059,190.69411764705882,8.03875538854087,190.69240567662374,1699.0849589329603,1629.3559325698677,1749.851747926639,105.91325286907767,79.60826984453819,149.2745400458493
8,2460647.799171627,2024-12-03T07:10:48.429,205.0,0.9599501531371106,8.697560975609756,220.90731707317073,8.700368992464075,220.838532349499,1693.5683342485142,1598.8571070133573,1749.961373237269,98.50755934540763,73.87477754944287,137.99304349529373
9,2460646.917697368,2024-12-02T10:01:29.053,266.0,0.9697868207934887,9.703007518796992,266.9736842105263,9.708942868827474,266.89962560469667,1710.8788869847194,1642.4509540891638,1749.4950615531336,88.78835966437035,65.01504977941882,135.42481412269916
10,2460646.673618056,2024-12-02T04:10:00.600,200.0,0.9741280366603047,7.72,314.89,7.724138836018193,314.7859806204216,1691.5405061864699,1583.8141923478079,1749.941079395319,93.36608266402047,71.44384748141636,128.18558189892158
11,2460646.700034722,2024-12-02T04:48:03.000,40.0,0.94451559043177,6.175000000000001,347.025,6.176041550184362,347.02459785512883,1732.1120133163445,1699.9279147354337,1749.6073863650981,95.14053457659338,77.40784187926499,110.69072322338556
