label,jd_time,fits_time,area,eccentricity,centroid_lat,centroid_lon,weighted_centroid_lat_seg,weighted_centroid_lon_seg,seg_intensity_mean,seg_intensity_min,seg_intensity_max,intensity_mean,intensity_min,intensity_max,threshold
1,2460736.582708333,2025-03-02T01:59:06.000,1.0,0,13.0,1.0,13.0,1.0,1781.1316086788872,1781.1316086788872,1781.1316086788872,71.04608445332553,71.04608445332553,71.04608445332553,1800
2,2460736.582708333,2025-03-02T01:59:06.000,247.0,0.491860117294166,2.182186234817813,7.967611336032377,2.171635423335374,8.022309689106919,1757.0557267042518,1664.2255941089186,1799.6962707272958,113.1335530867953,73.36837534514673,129.5933488837406,1800
3,2460736.5853472217,2025-03-02T02:02:54.000,3.0,0.816496580927726,9.666666666666668,14.333333333333343,9.666254114029051,14.33308962785128,1793.3860433829689,1792.0748693523522,1795.6056418103494,93.4522379903277,89.61529734352648,97.40202574465327,1800
4,2460736.5899652774,2025-03-02T02:09:33.000,15.0,0.9574472726791687,-13.466666666666665,24.333333333333343,-13.461239510615592,24.331493070321642,1779.0622966993078,1740.5375665054894,1799.6974560104754,98.22986758776692,95.16453683781204,102.4389705141989,1800
5,2460736.5899652774,2025-03-02T02:09:33.000,1.0,0,-14.0,38.0,-14.0,38.0,1792.7263048599712,1792.7263048599712,1792.7263048599712,95.21927967189959,95.21927967189959,95.21927967189959,1800
6,2460736.5986080915,2025-03-02T02:21:59.739,4.0,1.0,-14.0,45.5,-14.0,45.499700226972294,1789.5280511243673,1784.460827299806,1794.3052392509549,95.51490028632284,94.86098298142656,96.1075917858327,1800
7,2460736.6032175925,2025-03-02T02:28:38.000,11.0,1.0,-14.0,56.0,-14.0,55.99965400924573,1787.8813149893024,1775.8051752404688,1799.569120923743,94.9895143297996,91.18255841322646,98.30224677152948,1800
8,2460736.6047891863,2025-03-02T02:30:53.786,368.0,0.8631540512201997,6.497282608695652,56.70380434782609,6.4879257273268465,56.720422985885776,1739.9089971350895,1638.5626123537675,1799.9050413393065,108.3768758345476,68.48499106329187,156.38208814403126,1800
9,2460736.63259009,2025-03-02T03:10:55.784,1.0,0,9.0,79.0,9.0,79.0,1799.3456314382483,1799.3456314382483,1799.3456314382483,110.90925033840495,110.90925033840495,110.90925033840495,1800
10,2460736.653732639,2025-03-02T03:41:22.500,373.0,0.916216103875232,8.930294906166221,93.0804289544236,8.930511713957301,93.10260150409027,1757.2474301738068,1649.415301255433,1799.6075440849206,86.55418722847965,55.632908288269604,118.83002689094333,1800
11,2460736.6836749255,2025-03-02T04:24:29.514,146.0,0.9091888507775735,9.10958904109589,136.35616438356163,9.11397121558268,136.3593329830874,1760.734266144135,1710.6230610558396,1799.997172644234,93.1057406305178,61.664821893253006,168.3368197512437,1800
12,2460736.703173077,2025-03-02T04:52:34.154,452.0,0.8601134894977653,1.172566371681416,172.7853982300885,1.0952534536103613,172.54215394064494,1651.9170778622188,1443.0410569423382,1799.0969078392645,76.13260286352815,-27.52939390447408,145.56672553414563,1800
