label,avglat,avglon,avgarea,areacoef0,areacoef1,avgfNH3,avgPCld,stdfNH3,stdPCld
1,-6.1550631311,-6.1550631311,110.3,0.04154248487361458,-102112.18396729455,129.34711301,2075.04923695,2.34227233,11.790004650000128
2,-8.170257006700002,-8.170257006700002,221.2,-5.538206922945185,13629583.030511037,129.34711301,2075.04923695,2.34227233,11.790004650000128
