label,jd_time,fits_time,area,eccentricity,centroid_lat,centroid_lon,weighted_centroid_lat_seg,weighted_centroid_lon_seg,seg_intensity_mean,seg_intensity_min,seg_intensity_max,intensity_mean,intensity_min,intensity_max,threshold
1,2460647.602361111,2024-12-03T02:27:24.000,1.0,0,-14.0,11.0,-14.0,11.0,1788.1448482003013,1788.1448482003013,1788.1448482003013,93.866753673759,93.866753673759,93.866753673759,1800
2,2460647.602361111,2024-12-03T02:27:24.000,564.0,0.6393756195742607,3.7606382978723403,16.317375886524815,3.6207916548677517,16.51538277007495,1688.1060675813458,1414.4114950321925,1799.6979503436348,92.86025222659246,31.893993414253384,151.80551584974754,1800
3,2460647.6135763885,2024-12-03T02:43:33.000,1.0,0,9.0,33.0,9.0,33.0,1793.5033441961173,1793.5033441961173,1793.5033441961173,133.38331992370848,133.38331992370848,133.38331992370848,1800
4,2460647.6135763885,2024-12-03T02:43:33.000,7.0,0.7866204924431376,12.0,33.428571428571416,12.000504698964056,33.429783448189994,1789.971334852318,1778.1409969183503,1798.6309903004849,94.76105780193878,85.71640044622416,105.74421308078824,1800
5,2460647.6241319445,2024-12-03T02:58:45.000,78.0,0.8140535126252285,9.820512820512821,53.141025641025635,9.825069635195174,53.13892594463738,1773.1117416777472,1738.3277413179628,1799.7877964005606,93.08334096161354,76.86756772212203,118.98610153501352,1800
6,2460647.628556911,2024-12-03T03:05:07.317,6.0,1.0,-14.0,60.5,-14.0,60.49782621861054,1786.4981462472622,1775.030113891011,1797.7249541283911,98.51744082659657,97.33593677454087,99.89261965090054,1800
7,2460647.629315477,2024-12-03T03:06:12.857,1.0,0,11.0,61.0,11.0,61.0,1799.5300612254266,1799.5300612254266,1799.5300612254266,89.76768077583267,89.76768077583267,89.76768077583267,1800
8,2460647.634483507,2024-12-03T03:13:39.375,189.0,0.7364918249507385,9.248677248677248,76.26455026455027,9.28729493013072,76.26960840146981,1726.2505547549076,1602.4212811810462,1799.525472123664,102.07762711960589,73.04215286566458,139.0262099969685,1800
9,2460647.639392361,2024-12-03T03:20:43.500,13.0,0.9789424550513076,-13.692307692307693,78.84615384615384,-13.690269347979498,78.8461083849501,1784.0797866591488,1771.2449782794704,1799.8480816795777,94.59633499552501,92.25029345032986,98.30934817038155,1800
10,2460647.6481491546,2024-12-03T03:33:20.087,1.0,0,-14.0,87.0,-14.0,87.0,1797.6054308640705,1797.6054308640705,1797.6054308640705,95.65653700895358,95.65653700895358,95.65653700895358,1800
11,2460647.680497931,2024-12-03T04:19:55.021,473.0,0.9639512128402281,7.3002114164904865,112.72938689217759,7.304276629112979,112.67409480423902,1716.591603230277,1559.6133308031929,1799.7330317931169,103.66751266036064,72.76294568745989,151.20209467279588,1800
12,2460647.7324554506,2024-12-03T05:34:44.151,324.0,0.9666049694802791,7.929012345679013,158.60493827160494,7.934433109890504,158.51343997637375,1743.935179565199,1615.8039372106946,1799.8098275443417,97.9677790113484,77.95900315896438,131.12584533243512,1800
