label,avglat,latdrift,latcoef0,latcoef1,avglon,avgfNH3,avgPCld,stdfNH3,stdPCld
2,-1.3397619368571427,-0.037934944101933085,-0.037934944101933085,93355.0561102859,,158.8765105,1840.210153,0.0,0.0
