label,jd_time,fits_time,area,eccentricity,centroid_lat,centroid_lon,weighted_centroid_lat_seg,weighted_centroid_lon_seg,seg_intensity_mean,seg_intensity_min,seg_intensity_max,intensity_mean,intensity_min,intensity_max,threshold
1,2460736.582708333,2025-03-02T01:59:06.000,434.0,0.25246082760620037,2.274193548387096,10.582949308755758,2.27012827861693,10.674360084799957,1785.778561323209,1664.2255941089186,1849.9220609650606,110.92276522618894,67.1862549402981,130.77697956191662,1850
2,2460736.5853472217,2025-03-02T02:02:54.000,1.0,0,-10.0,14.0,-10.0,14.0,1849.8578037179925,1849.8578037179925,1849.8578037179925,101.40329544455905,101.40329544455905,101.40329544455905,1850
3,2460736.5899652774,2025-03-02T02:09:33.000,159.0,0.9990538034537153,-13.176100628930818,37.8930817610063,-13.170873718441396,37.8749179415903,1821.1669813704732,1740.5375665054894,1849.832379787057,98.1724940358846,87.77884517127077,108.80823136159407,1850
4,2460736.637227564,2025-03-02T03:17:36.462,6.0,1.0,-14.0,83.5,-14.0,83.50074942302632,1836.9348481619352,1834.6764399363146,1838.9552896048754,99.32039775510613,96.33300284273658,103.8225129948648,1850
5,2460736.645332977,2025-03-02T03:29:16.769,1674.0,0.9832192514809052,6.8428912783751485,88.07467144563918,6.815927282009152,88.22500181125932,1785.3700486655407,1638.5626123537675,1849.9146007989016,101.6741643576932,53.59415118682078,185.82272896706127,1850
6,2460736.6923379633,2025-03-02T04:36:58.000,3.0,0.97372313034591,14.666666666666666,149.0,14.667217711076688,148.99920932202576,1846.245480326471,1843.193390572088,1847.9703029261893,88.08578012406399,84.2680241762826,94.22504590433532,1850
7,2460736.6923379633,2025-03-02T04:36:58.000,1.0,0,-6.0,151.0,-6.0,151.0,1849.0524868795255,1849.0524868795255,1849.0524868795255,114.64543361981407,114.64543361981407,114.64543361981407,1850
8,2460736.6923379633,2025-03-02T04:36:58.000,1.0,0,-9.0,153.0,-9.0,153.0,1845.1514146134678,1845.1514146134678,1845.1514146134678,115.5375299513418,115.5375299513418,115.5375299513418,1850
9,2460736.6979687503,2025-03-02T04:45:04.500,2.0,1.0,-14.0,159.5,-14.0,159.50050255976083,1844.6109590366991,1842.7569045519142,1846.4650135214843,121.96855393302965,120.72303261102229,123.21407525503703,1850
10,2460736.701289063,2025-03-02T04:49:51.375,589.0,0.7009876851404034,0.2546689303904923,170.27334465195247,0.12303313673938554,169.88523968049884,1693.1371912719187,1443.0410569423382,1849.9037953353827,86.69330294325488,-27.52939390447408,147.03410327741003,1850
