label,avglat,latdrift,latcoef0,latcoef1,avglon,avgfNH3,avgPCld,stdfNH3,stdPCld
1,-6.1550631311,-0.027971239788993126,-0.027971239788993126,68821.9282731105,,nan,nan,nan,nan
2,-8.170257006700002,-0.006853786681419185,-0.006853786681419185,16858.794067346,,127.00484068,2063.2592323,0.0,0.0
