label,avglat,avglon,sys3speed,sys1drift,sys1coef0,sys1coef1,avgfNH3,avgPCld,stdfNH3,stdPCld
2,-1.3397619368571427,-1.3397619368571427,91.17051432733221,1.0497673587257914,1.049765464011272,-2583378.60562224,154.84367582857143,1929.9164313571428,4.03283467142856,89.70627835714288
