label,avglat,avglon,avgfNH3,avgstr,strcoef0,strcoef1,avgPCld,stdfNH3,stdPCld
1,-6.1550631311,-6.1550631311,129.34711301,2063.2592323,-0.24245908908093522,598675.869712965,2075.04923695,2.34227233,11.790004650000128
2,-8.170257006700002,-8.170257006700002,129.34711301,2086.8392416,-1.7875595926784846,4401217.608674778,2075.04923695,2.34227233,11.790004650000128
