label,jd_time,fits_time,area,eccentricity,centroid_lat,centroid_lon,weighted_centroid_lat_seg,weighted_centroid_lon_seg,seg_intensity_mean,seg_intensity_min,seg_intensity_max,intensity_mean,intensity_min,intensity_max,threshold
1,2461035.937967687,2025-12-26T10:30:40.408,17.0,0.9389099003984674,4.9411764705882355,8.35294117647058,4.9421974484782485,8.352093615281234,1796.709829328297,1790.7690733507031,1799.759982056325,126.40342905471483,114.37290616080094,132.71775443877152,1800
2,2461035.95878268,2025-12-26T11:00:38.824,30.0,0.7884876115616043,2.2666666666666675,26.166666666666657,2.2663675615781376,26.166574565903034,1796.3400315883016,1788.042947748091,1799.8646672352388,133.13226390663218,128.74322155503464,136.70425996129293,1800
3,2461035.9621306146,2025-12-26T11:05:28.085,1.0,0,-1.0,30.0,-1.0,30.0,1795.2082375928912,1795.2082375928912,1795.2082375928912,134.48193033432275,134.48193033432275,134.48193033432275,1800
4,2461035.966796875,2025-12-26T11:12:11.250,4.0,0.0,0.5,32.5,0.5003781771249205,32.500040800643575,1794.9185924832811,1793.0840144526085,1796.460235178989,139.28067259264284,137.3936798564961,141.35985505933007,1800
5,2461035.9692401956,2025-12-26T11:15:42.353,6.0,1.0,15.0,36.5,15.0,36.497601217234575,1794.672226586403,1789.8306422308572,1797.9291061516562,87.46096759488216,85.98153899386892,89.68281205647114,1800
6,2461035.975226757,2025-12-26T11:24:19.592,1.0,0,15.0,41.0,15.0,41.0,1795.7653112929845,1795.7653112929845,1795.7653112929845,86.2559495977079,86.2559495977079,86.2559495977079,1800
7,2461035.9779136474,2025-12-26T11:28:11.739,2.0,1.0,15.0,43.5,15.0,43.50006065749264,1799.1739283221232,1798.9556615635174,1799.392195080729,83.68507390162313,83.44459512829074,83.92555267495553,1800
8,2461035.9825868052,2025-12-26T11:34:55.500,1.0,0,15.0,55.0,15.0,55.0,1797.485221434631,1797.485221434631,1797.485221434631,85.90609690692732,85.90609690692732,85.90609690692732,1800
9,2461035.9852852854,2025-12-26T11:38:48.649,2.0,1.0,15.0,57.5,15.0,57.500218920330724,1797.1790703817883,1796.3921923088712,1797.965948454705,86.13489276327638,85.56815373850549,86.7016317880473,1800
10,2461035.986284722,2025-12-26T11:40:15.000,1.0,0,0.0,60.0,0.0,60.0,1799.1540389355125,1799.1540389355125,1799.1540389355125,133.64116322427222,133.64116322427222,133.64116322427222,1800
11,2461035.986284722,2025-12-26T11:40:15.000,1.0,0,-2.0,61.0,-2.0,61.0,1794.9611661920976,1794.9611661920976,1794.9611661920976,130.75126738132965,130.75126738132965,130.75126738132965,1800
12,2461035.986284722,2025-12-26T11:40:15.000,6.0,0.964307844353273,14.833333333333334,61.83333333333333,14.833047729003734,61.833502039049066,1795.401924710449,1786.9879479268488,1798.8888108895026,86.36240907739852,85.50497640008065,87.08325924640401,1800
13,2461035.986284722,2025-12-26T11:40:15.000,1.0,0,1.0,62.0,1.0,62.0,1798.8125580161336,1798.8125580161336,1798.8125580161336,130.45552643580743,130.45552643580743,130.45552643580743,1800
14,2461035.988320707,2025-12-26T11:43:10.909,18.0,0.8482535390203345,-0.9444444444444446,65.66666666666667,-0.9435870904475525,65.66758012952958,1795.4432138342627,1786.3952593145673,1799.2610007228138,128.78958634378938,124.22294511739783,133.11985386399138,1800
15,2461035.989896953,2025-12-26T11:45:27.097,1.0,0,4.0,68.0,4.0,68.0,1798.7448422796724,1798.7448422796724,1798.7448422796724,130.9784135629056,130.9784135629056,130.9784135629056,1800
16,2461035.927486559,2025-12-26T10:15:34.839,4.0,1.0,-1.0,77.5,-1.0,77.50072333459819,1798.3036432775232,1796.246852731535,1799.654129618392,130.26077383668456,129.59511161637957,130.84252957216137,1800
17,2461035.895295698,2025-12-26T09:29:13.548,1.0,0,-3.0,81.0,-3.0,81.0,1798.476079672482,1798.476079672482,1798.476079672482,130.7597818960471,130.7597818960471,130.7597818960471,1800
18,2461035.8675526823,2025-12-26T08:49:16.552,316.0,0.7922033824989575,9.180379746835442,85.60126582278481,9.158964298492979,85.6050958369173,1768.872583355337,1725.7126886558453,1799.204926716404,103.16270477680396,80.71536433318461,132.4193852880016,1800
19,2461035.66635101,2025-12-26T03:59:32.727,32.0,0.9981101061867189,14.78125,116.6875,14.78099747162773,116.68716975175424,1789.0441446528387,1763.110017859098,1799.6024539724322,88.98666352041101,82.24214900054994,93.66775919369233,1800
20,2461035.67439438,2025-12-26T04:11:07.674,6.0,0.9571514226151372,-0.8333333333333339,129.83333333333334,-0.8328183183717339,129.83343454321755,1795.962214022481,1793.3244435859883,1799.6631185698143,131.7739260848134,129.3324992823902,134.33358085091305,1800
21,2461035.6750946967,2025-12-26T04:12:08.182,1.0,0,15.0,131.0,15.0,131.0,1794.4201764945913,1794.4201764945913,1794.4201764945913,88.27403480075597,88.27403480075597,88.27403480075597,1800
22,2461035.7033835696,2025-12-26T04:52:52.340,450.0,0.5995499163549627,5.144444444444444,163.2111111111111,5.166114574920776,163.2015376647034,1771.3506892756304,1726.4289930864466,1799.8150192492042,115.10190610614931,82.7077659214167,141.31086271659572,1800
