label,jd_time,fits_time,area,eccentricity,centroid_lat,centroid_lon,weighted_centroid_lat_seg,weighted_centroid_lon_seg,seg_intensity_mean,seg_intensity_min,seg_intensity_max,intensity_mean,intensity_min,intensity_max,threshold
1,2460692.6968750004,2025-01-17T04:43:30.000,411.0,0.9024676711567644,6.7347931873479325,35.5109489051095,6.713951457789721,35.51409457188194,1747.8588646776811,1664.5875522264253,1799.5465669806676,102.97661489565952,68.71802898130319,149.8722251832942,1800
2,2460692.7451259694,2025-01-17T05:52:58.884,184.0,0.998653517947696,-12.891304347826086,72.53804347826087,-12.885364317686129,72.55224722644951,1781.060603562566,1742.1911483469928,1799.6124144251603,104.04056192970873,88.95294661193957,113.48889295303866,1800
3,2460692.7465555556,2025-01-17T05:55:02.400,1.0,0,7.0,77.0,7.0,77.0,1796.9935385139906,1796.9935385139906,1796.9935385139906,97.31144148885738,97.31144148885738,97.31144148885738,1800
4,2460692.7472253786,2025-01-17T05:56:00.273,75.0,0.865989767099727,6.7333333333333325,86.26666666666667,6.732852672351722,86.26537388782397,1785.6095493419589,1763.8054341801283,1799.5510695757857,109.45587547143138,91.60713465568205,129.8588632039119,1800
5,2460692.7952256943,2025-01-17T07:05:07.500,1.0,0,2.0,131.0,2.0,131.0,1795.683505455617,1795.683505455617,1795.683505455617,116.94723578616886,116.94723578616886,116.94723578616886,1800
6,2460692.7970431284,2025-01-17T07:07:44.526,1.0,0,-4.0,132.0,-4.0,132.0,1798.3356551128068,1798.3356551128068,1798.3356551128068,118.18128231863972,118.18128231863972,118.18128231863972,1800
7,2460692.7970431284,2025-01-17T07:07:44.526,5.0,0.9813924293080768,-13.8,132.0,-13.799881105096869,132.0010190625394,1792.288373776896,1782.0066001978096,1796.243998220878,113.70531198834419,112.58647725010128,115.90931005814764,1800
8,2460692.7990625,2025-01-17T07:10:39.000,1.0,0,-14.0,136.0,-14.0,136.0,1793.1101622167828,1793.1101622167828,1793.1101622167828,112.66401967671757,112.66401967671757,112.66401967671757,1800
9,2460692.7990625,2025-01-17T07:10:39.000,1.0,0,-14.0,138.0,-14.0,138.0,1799.940296973421,1799.940296973421,1799.940296973421,114.35528238035354,114.35528238035354,114.35528238035354,1800
10,2460692.8003431372,2025-01-17T07:12:29.647,168.0,0.4366320310534306,6.7976190476190474,138.67261904761904,6.803302227402206,138.65884326393893,1755.2135526512848,1691.3762856606031,1799.9753995585475,101.52006609913117,81.97732323762216,125.80470565194956,1800
11,2460692.8208333333,2025-01-17T07:42:00.000,1.0,0,8.0,151.0,8.0,151.0,1792.8292698481423,1792.8292698481423,1792.8292698481423,113.60157511644734,113.60157511644734,113.60157511644734,1800
12,2460692.8208333333,2025-01-17T07:42:00.000,1.0,0,4.0,151.0,4.0,151.0,1793.1368329268223,1793.1368329268223,1793.1368329268223,124.457588902089,124.457588902089,124.457588902089,1800
13,2460692.8208333333,2025-01-17T07:42:00.000,1.0,0,1.0,155.0,1.0,155.0,1798.68098302047,1798.68098302047,1798.68098302047,123.78368323973568,123.78368323973568,123.78368323973568,1800
14,2460692.8208333333,2025-01-17T07:42:00.000,1.0,0,-14.0,167.0,-14.0,167.0,1790.7953731919104,1790.7953731919104,1790.7953731919104,115.56002485651655,115.56002485651655,115.56002485651655,1800
15,2460692.8208333333,2025-01-17T07:42:00.000,406.0,0.6933443636855939,6.738916256157635,168.39162561576356,6.7047767398914,168.36729629430565,1745.239381523187,1663.9878980826047,1799.7340762166373,114.49929752522807,83.86739416851965,140.77294213931904,1800
