label,avglat,avglon,sys3speed,sys1drift,sys1coef0,sys1coef1,avgfNH3,avgPCld,stdfNH3,stdPCld
1,-6.1550631311,-6.1550631311,95.13739653093035,0.7471789443376925,0.7471778432649138,-1838480.070989275,129.34711301,2075.04923695,2.34227233,11.790004650000128
2,-8.170257006700002,-8.170257006700002,88.8891997561279,1.1607337465944219,1.160738343685191,-2856480.125983653,129.34711301,2075.04923695,2.34227233,11.790004650000128
