label,avglat,avglon,avgfNH3,avgstr,strcoef0,strcoef1,avgPCld,stdfNH3,stdPCld
2,-1.3397619368571427,-1.3397619368571427,154.84367582857143,150.81084115714287,-0.19172540672766789,471979.4478133413,1929.9164313571428,4.03283467142856,89.70627835714288
