label,avglat,avglon,avgfNH3,avgstr,strcoef0,strcoef1,avgPCld,stdfNH3,stdPCld
1,-8.1986287685,-8.1986287685,118.1741856,1737.7353509999998,0.28265786657054803,-693774.7432687229,1737.7353509999998,0.0,0.0
