label,avglat,avglon,avgarea,areacoef0,areacoef1,avgfNH3,avgPCld,stdfNH3,stdPCld
1,-8.1986287685,-8.1986287685,20.5,-0.4459507670337729,1097334.1077379002,118.1741856,1737.7353509999998,0.0,0.0
