label,avglat,latdrift,latcoef0,latcoef1,avglon,avgfNH3,avgPCld,stdfNH3,stdPCld
1,-8.1986287685,0.2085241908364752,0.2085241908364752,-513106.16607787507,,nan,nan,nan,nan
