label,avglat,avglon,sys3speed,sys1drift,sys1coef0,sys1coef1,avgfNH3,avgPCld,stdfNH3,stdPCld
1,-8.1986287685,-8.1986287685,89.8965764628678,1.090088549364873,1.090088399330267,-2682227.0178621593,118.1741856,1737.7353509999998,0.0,0.0
