Tag,label,jd_time,fits_time,area,eccentricity,centroid_lat,centroid_lon,weighted_centroid_lat_seg,weighted_centroid_lon_seg,seg_intensity_mean,seg_intensity_min,seg_intensity_max,intensity_mean,intensity_min,intensity_max,threshold
,2,2461024.936,2025-12-15T10:27:18.837,8,1,15,61.5,15,61.50031978,1746.598117,1743.79934,1749.57714,87.30262766,85.1564007,89.08442128,1750
,3,2461024.978,2025-12-15T11:28:03.061,357,0.984135787,11.67226891,105.2436975,11.66631587,105.2051663,1730.66068,1692.148945,1749.879415,99.43828102,84.45669619,128.2175794,1750
,1,2461025.777,2025-12-16T06:39:14.400,1,0,6,87,6,87,1749.888328,1749.888328,1749.888328,114.8717256,114.8717256,114.8717256,1750
,2,2461025.784,2025-12-16T06:49:33.750,18,0.804313776,6.611111111,91.88888889,6.61148327,91.88848794,1744.009836,1737.155688,1748.842059,116.1556517,109.394524,124.4171484,1750
,3,2461025.819,2025-12-16T07:38:49.615,3,0.816496581,1.333333333,122.6666667,1.333642305,122.6668816,1747.537605,1746.410766,1749.157426,131.7834394,131.6215102,131.9270417,1750
,1,2461031.968,2025-12-22T11:14:07.959,507,0.99658327,12.32149901,122.1163708,12.31077504,122.1195148,1730.721594,1689.593729,1749.938016,96.49057812,79.0724064,121.9910793,1750
,2,2461031.973,2025-12-22T11:21:38.654,1,0,5,127,5,127,1747.912484,1747.912484,1747.912484,123.951225,123.951225,123.951225,1750
,3,2461031.891,2025-12-22T09:22:20.455,1,0,8,170,8,170,1748.920601,1748.920601,1748.920601,108.4525658,108.4525658,108.4525658,1750
,4,2461031.876,2025-12-22T09:00:58.636,1,0,10,172,10,172,1749.432021,1749.432021,1749.432021,101.5020349,101.5020349,101.5020349,1750
,1,2461035.875,2025-12-26T08:59:54.643,79,0.67576552,11.70886076,84.59493671,11.70548271,84.59731104,1739.930759,1725.712689,1749.337897,91.45173148,80.71536433,114.716841,1750
,2,2461035.699,2025-12-26T04:46:58.269,1,0,-2,158,-2,158,1749.621578,1749.621578,1749.621578,128.6561403,128.6561403,128.6561403,1750
,3,2461035.707,2025-12-26T04:58:20.425,80,0.874241961,1.5375,165.0375,1.538068014,165.0371883,1739.01072,1726.428993,1749.670284,128.4784526,120.3685438,136.7618817,1750
,1,2461039.668,2025-12-30T04:02:36.923,22,0.848910331,-0.590909091,8.318181818,-0.590909758,8.316937264,1743.200549,1729.062152,1749.427951,133.2515667,131.0327993,135.2099302,1750
,2,2461039.66,2025-12-30T03:50:11.053,3,0.816496581,4.333333333,9.333333333,4.33364945,9.333675829,1746.559833,1743.108917,1748.354399,132.7590093,131.9740522,133.4114913,1750
,3,2461039.686,2025-12-30T04:27:25.385,10,0.945163125,-1.6,59.5,-1.599319999,59.49935869,1744.534422,1734.88188,1749.39338,131.8547119,128.3125187,134.7518274,1750
,4,2461039.703,2025-12-30T04:51:56.471,2,1,-1.5,73.5,-1.500146522,73.50014652,1748.871822,1748.359325,1749.384318,124.8623853,123.2427193,126.4820512,1750
,5,2461039.704,2025-12-30T04:54:13.469,1,0,-2,76,-2,76,1743.303162,1743.303162,1743.303162,121.1953335,121.1953335,121.1953335,1750
,6,2461039.717,2025-12-30T05:13:07.059,39,0.875640052,8.179487179,86.94871795,8.178692052,86.95146089,1733.416772,1714.016868,1748.554992,110.5389811,93.70364665,123.2081151,1750
,7,2461039.766,2025-12-30T06:23:05.000,68,0.978789075,-2.426470588,130.4705882,-2.426628031,130.4565868,1732.279311,1696.701865,1749.71174,126.5445714,117.9194257,137.1702503,1750
,8,2461039.806,2025-12-30T07:21:11.739,292,0.863608487,1.97260274,166.5719178,1.977979823,166.5457487,1715.361229,1680.098755,1749.989105,124.9772655,103.7036003,144.229524,1750
