label,jd_time,fits_time,area,eccentricity,centroid_lat,centroid_lon,weighted_centroid_lat_seg,weighted_centroid_lon_seg,seg_intensity_mean,seg_intensity_min,seg_intensity_max,intensity_mean,intensity_min,intensity_max,threshold
1,2460736.6167196636,2025-03-02T02:48:04.579,72.0,0.8472658487810655,4.305555555555555,69.79166666666667,4.316209100474891,69.79192672754635,151.32174756490065,145.00926870940975,156.38208814403126,1787.2836848931313,1701.6548645642044,1849.1380844870152,145
2,2460736.67616244,2025-03-02T04:13:40.435,41.0,0.6571837237041582,3.951219512195122,120.07317073170731,3.9592564939887893,120.07879557225758,148.74155360327552,145.32866381624524,152.2689084139574,1899.5569547162609,1856.9110505055341,1944.180446171196,145
3,2460736.6923379633,2025-03-02T04:36:58.000,183.0,0.6934069218288604,4.060109289617486,152.56830601092895,4.149495026592028,152.50973360813902,163.59659433291648,145.3048100889391,189.72897509205958,1889.0621307381884,1772.0651401494615,1960.6877980437455,145
4,2460736.700381945,2025-03-02T04:48:33.000,2.0,1.0,1.0,164.5,1.0,164.49909808596033,145.8904659769393,145.6273046579032,146.15362729597538,1862.2232171741666,1855.1257861207498,1869.3206482275832,145
5,2460736.700381945,2025-03-02T04:48:33.000,4.0,0.0,3.5,167.5,3.497422110689259,167.49993017555192,146.26592847650676,145.45690192468712,147.03410327741003,1805.0631544541295,1787.440738285277,1822.5639952546414,145
