label,jd_time,fits_time,area,eccentricity,centroid_lat,centroid_lon,weighted_centroid_lat_seg,weighted_centroid_lon_seg,seg_intensity_mean,seg_intensity_min,seg_intensity_max,intensity_mean,intensity_min,intensity_max,threshold
1,2460642.658576389,2024-11-28T03:48:21.000,257.0,0.8494742610759161,7.844357976653696,12.252918287937746,7.839238825422808,12.2823202136357,1658.1448640309525,1546.570095303933,1749.8789377268927,95.3769952808783,65.95435169147162,125.54256964602682,1750
2,2460642.658576389,2024-11-28T03:48:21.000,1.0,0,-6.0,14.0,-6.0,14.0,1741.6781602036208,1741.6781602036208,1741.6781602036208,97.77595340776293,97.77595340776293,97.77595340776293,1750
3,2460642.6604861114,2024-11-28T03:51:06.000,5.0,0.816496580927726,-6.600000000000001,16.80000000000001,-6.601182171003341,16.801343065402364,1744.9963807458237,1735.3184475633407,1749.5081982575944,96.69608677880322,93.86893766888696,100.92403628079364,1750
4,2460642.665173611,2024-11-28T03:57:51.000,14.0,0.97076101630644,-13.571428571428573,22.5,-13.568998585202174,22.50108631494635,1723.927174819257,1703.6760101032567,1747.4643325763413,82.10094878567172,80.10977210723469,84.73532694247558,1750
5,2460642.665833334,2024-11-28T03:58:48.000,4.0,0.9241763718304448,12.0,27.5,12.00037106651343,27.50005707350283,1747.2864135686546,1744.6733365550754,1749.5005955578695,95.28338734286697,88.58336113736001,102.66052304782343,1750
6,2460642.667689126,2024-11-28T04:01:28.340,1.0,0,14.0,30.0,14.0,30.0,1746.88383631115,1746.88383631115,1746.88383631115,86.21983310040737,86.21983310040737,86.21983310040737,1750
7,2460642.7145424844,2024-11-28T05:08:56.471,119.0,0.9162566841129084,8.260504201680671,71.88235294117646,8.26873700575361,71.87707532043228,1695.2730429216144,1624.983441001989,1749.002061106677,111.8434014182651,79.6632740025398,143.09982457483997,1750
8,2460642.758130669,2024-11-28T06:11:42.490,306.0,0.9636923920978092,7.601307189542483,110.98692810457516,7.612585611295878,110.91794178600017,1679.8940258720656,1562.9562281062904,1749.991637584242,100.54506284967704,65.83074329676772,148.81441077216348,1750
9,2460642.8042958337,2024-11-28T07:18:11.160,3.0,0.816496580927726,7.666666666666667,149.33333333333334,7.666476411257458,149.33383018054388,1745.4370198900133,1741.8391368429754,1748.0386664336468,108.69528697349034,104.96977997088688,115.87827006598845,1750
10,2460642.8084815703,2024-11-28T07:24:12.808,11.0,0.9110529979243952,8.09090909090909,156.0,8.090239340224086,155.99891968267568,1742.7497695826473,1734.5870887839023,1749.1024286579375,96.51867007563148,87.43130098352773,107.30095355303807,1750
11,2460642.815642765,2024-11-28T07:34:31.535,57.0,0.7220591688463962,8.175438596491228,168.35087719298247,8.179967753787306,168.35389199658852,1712.3812714675596,1668.1910209913103,1748.5898462686134,97.05832008719035,76.89916969807886,121.53482538924222,1750
