label,jd_time,fits_time,area,eccentricity,centroid_lat,centroid_lon,weighted_centroid_lat_seg,weighted_centroid_lon_seg,seg_intensity_mean,seg_intensity_min,seg_intensity_max,intensity_mean,intensity_min,intensity_max,threshold
1,2460599.602765523,2024-10-16T02:27:58.941,700.0,0.9609380681531084,-0.4299999999999997,24.77714285714285,-0.4128907278939913,24.70142557581289,158.8765105454719,145.02933919645176,186.6426362750198,1840.2101531168144,1490.2015645007416,2146.7984162720536,145
2,2460598.0160416667,2024-10-14T12:23:06.000,170.0,0.8138636988416623,3.3352941176470594,74.15294117647059,3.441465566474468,74.12880574386894,161.02162279093443,145.49510228528962,194.08765110550476,1911.9431531231423,1491.0920544190903,2260.97923710279,145
1,2460619.7161885686,2024-11-05T05:11:18.692,12.0,0.8855435623220268,7.166666666666667,25.666666666666657,7.169492367646038,25.666049022024737,148.03144323395955,146.25920923567526,151.36323408807357,1930.9040282757308,1850.4119656664527,1980.639837603414,145
2,2460619.7585894098,2024-11-05T06:12:22.125,26.0,0.8920582852576133,6.73076923076923,76.96153846153847,6.734653514630676,76.96376943340046,147.6100469772187,145.10059947664206,153.88479061959606,1903.044136362169,1806.42533623752,1953.161563360427,145
1,2460632.824804421,2024-11-18T07:47:43.102,191.0,0.8642112426579143,3.7696335078534022,28.5130890052356,3.83299251201365,28.55067764484187,158.81758536006464,145.01102994376055,176.54052179358192,1960.074385262869,1735.665021774701,2100.4248850995123,145
1,2460642.673786688,2024-11-28T04:10:15.170,57.0,0.929469586134917,5.701754385964913,36.52631578947367,5.705278587219949,36.51473882183973,149.77184693695813,145.04189528325963,156.0477318170727,1891.0722450428927,1810.0028114744605,1988.403420178705,145
2,2460642.70283805,2024-11-28T04:52:05.208,6.0,0.9805538325819576,1.833333333333334,61.66666666666667,1.830897753021354,61.67079862383291,146.0202253309004,145.39536925595533,147.06769493870218,2085.31863813588,2047.0192696660995,2114.0738417704656,145
3,2460642.7229966787,2024-11-28T05:21:06.913,2.0,1.0,4.5,82.0,4.500083192801519,82.0,146.17822043013695,146.1538984787799,146.20254238149403,1766.88963527715,1765.0925396846253,1768.6867308696744,145
4,2460642.7771750004,2024-11-28T06:39:07.920,15.0,0.880853048511796,6.066666666666666,127.26666666666668,6.067431133536505,127.26261861683908,146.5003739608081,145.0941533738402,148.81441077216348,1768.815475908998,1682.7446375471638,1855.354431234204,145
1,2460647.611795139,2024-12-03T02:40:59.100,19.0,0.9173135176498222,6.105263157894736,31.10526315789474,6.10920615634789,31.10700142787627,147.61163807544347,145.03969892781677,151.80551584974754,1786.9711708941406,1762.835425446368,1816.4514933204105,145
2,2460647.7036125576,2024-12-03T04:53:12.125,24.0,0.8675084047613414,6.583333333333334,130.58333333333334,6.583130951927236,130.58169942901816,148.47902947620958,145.40767532729228,152.0067583403945,1845.8786752464573,1738.0130585278157,1955.3060876143447,145
3,2460647.7578958333,2024-12-03T06:11:22.200,1.0,0.0,5.0,180.0,5.0,180.0,147.89913662937226,147.89913662937226,147.89913662937226,1918.808182445381,1918.808182445381,1918.808182445381,145
1,2460649.6389409723,2024-12-05T03:20:04.500,68.0,0.9115886867545534,5.352941176470589,32.79411764705881,5.352886019860762,32.802973977960534,154.2822305572748,145.2913348465993,164.95087193777192,1829.9281074992057,1742.231601412714,1911.7515582862484,145
2,2460649.750755385,2024-12-05T06:01:05.265,69.0,0.8572208944521884,5.985507246376812,131.46376811594203,5.996478487859033,131.46307161268862,154.02209539899613,145.24906466170887,164.3029684933253,1809.1974784385532,1661.3796609495423,2006.82869591082,145
1,2460681.644518056,2025-01-06T03:28:06.360,62.0,0.8858197624451419,5.983870967741936,52.75806451612904,5.989939540112033,52.75164844962822,152.23218321724912,145.14311294007751,161.25532574305674,1920.040805529667,1703.0519171472015,2082.6895642880754,145
2,2460681.6981309103,2025-01-06T04:45:18.511,50.0,0.9743550398252062,5.539999999999999,101.12,5.544868012086004,101.1093080856924,148.65634599184796,145.01641290937053,152.49492028248503,2059.906765090057,1838.9273406036168,2166.360425948732,145
3,2460681.748700981,2025-01-06T05:58:07.765,81.0,0.7236941201251782,4.25925925925926,143.88888888888889,4.279394649323274,143.8949023283309,153.58541454974068,145.00026395791974,164.62542587158055,1777.8550808225405,1586.0422807869247,2004.296105814832,145
4,2460681.773685401,2025-01-06T06:34:06.419,44.0,0.8295108507405384,4.681818181818182,173.0909090909091,4.696767582964727,173.09820536459,151.37271467720782,145.12653556263808,157.7892265580691,1869.1660440251608,1717.26087236753,1972.2692789662055,145
1,2460691.823715278,2025-01-16T07:46:09.000,34.0,0.5645552284782019,2.1470588235294112,12.558823529411768,2.156491931255136,12.553805625854352,147.88333954869665,145.35161430426433,152.60842499290024,1878.716331864402,1846.8806460372216,1898.3528104210927,145
2,2460691.526875,2025-01-16T00:38:42.000,82.0,0.7692714360097923,5.365853658536585,54.804878048780495,5.350109454603112,54.743850807123934,159.5297017794325,145.47356813941235,177.04709954183707,1803.1098351263893,1656.1992536291582,1932.0401322613,145
1,2460692.730173611,2025-01-17T05:31:27.000,73.0,0.823508985719704,3.986301369863014,55.97260273972603,3.994178255024572,55.97328135753322,150.4772555011145,145.26343960297086,157.13951379069448,1852.5787397680065,1775.1119835024986,1928.9120094784023,145
1,2460702.5840972224,2025-01-27T02:01:06.000,146.0,0.9209398570879136,5.260273972602739,57.89041095890411,5.274385956487638,57.92138642047385,159.47546812772092,145.01160284847637,177.48376026680748,1863.4164644129637,1706.3491252640345,2061.5337622787324,145
2,2460702.618292484,2025-01-27T02:50:20.471,92.0,0.924493774915358,5.195652173913043,104.8695652173913,5.206634700758235,104.83630359941972,155.35121434342796,145.35654456937937,170.99958716343383,1916.1438058379197,1826.018117390446,2010.4627197836512,145
3,2460702.6663564816,2025-01-27T03:59:33.200,45.0,0.8836149594158201,3.733333333333333,148.66666666666666,3.733578654427952,148.66408364852248,147.63993795431554,145.07263269603763,151.2268456601875,1824.805587612396,1687.819408141634,1938.7116576530184,145
4,2460702.700467172,2025-01-27T04:48:40.364,59.0,0.8484994896499819,4.372881355932204,175.20338983050848,4.376883058593263,175.20297087137487,152.90365126446267,145.5183930480418,161.45687735411065,1884.3201280819576,1691.8760025141994,2047.089825289456,145
1,2460704.6141362847,2025-01-29T02:44:21.375,132.0,0.8895678807605175,5.098484848484848,59.08333333333333,5.12051662319015,59.08910711740802,160.1669022453847,145.0297660641152,179.1090681939255,1870.1365876150355,1736.258198306679,2050.809231594795,145
2,2460704.669304078,2025-01-29T04:03:47.872,126.0,0.9125202118301552,3.880952380952381,107.1904761904762,3.9070207614402186,107.21489284969893,156.31487750398176,145.08334048001203,171.19398758299565,1913.803562148682,1797.9296014176407,2001.1067876513368,145
3,2460704.7145620747,2025-01-29T05:08:58.163,1.0,0.0,4.0,146.0,4.0,146.0,146.4570483783829,146.4570483783829,146.4570483783829,1685.5330316997226,1685.5330316997226,1685.5330316997226,145
4,2460704.7176320804,2025-01-29T05:13:23.412,2.0,1.0,4.0,148.5,4.0,148.5029682498455,146.3436089484819,145.47484015917772,147.21237773778606,1748.5811750792743,1735.1142169200405,1762.0481332385084,145
5,2460704.7445044187,2025-01-29T05:52:05.182,45.0,0.7617373908639744,3.533333333333333,176.3111111111111,3.539900990995502,176.3311831021068,152.2449273491218,145.04331601199183,159.47680047677284,1866.7558044758432,1747.6405026888635,1990.843870707646,145
1,2460734.5937500005,2025-02-28T02:15:00.000,1.0,0.0,0.0,62.0,0.0,62.0,146.11748487737148,146.11748487737148,146.11748487737148,1737.9079825986448,1737.9079825986448,1737.9079825986448,145
2,2460734.59375,2025-02-28T02:15:00.000,44.0,0.7154766398761462,2.954545454545455,66.79545454545455,2.9665577206433618,66.78875010211617,148.26178588198388,145.0355795670428,153.02011371505807,1770.5735871658346,1713.254677474196,1817.5803524713908,145
3,2460734.626085069,2025-02-28T03:01:33.750,53.0,0.8577648405330319,3.3584905660377355,122.30188679245283,3.3591988056263915,122.30261106717528,147.59425694636855,145.16775066218395,151.65857395311923,1959.986406611174,1924.9168187997589,1995.3500981635264,145
4,2460734.661471688,2025-02-28T03:52:31.154,152.0,0.8163753674912491,3.8684210526315783,153.66447368421052,3.897432942150587,153.64365670167325,156.7550687463881,145.01416765711315,172.7171802447308,1928.773892436209,1771.7053441217708,2047.032400891989,145
5,2460734.675277777,2025-02-28T04:12:24.000,22.0,0.7988547623800919,4.045454545454545,178.54545454545453,4.048103486908588,178.55377698100776,148.8685953380896,145.15755694086263,153.19700134559804,1867.5011633800443,1818.052846325168,1919.7742039491925,145
1,2460736.616719664,2025-03-02T02:48:04.579,72.0,0.8472658487810655,4.305555555555555,69.79166666666667,4.316209100474891,69.79192672754635,151.32174756490065,145.00926870940975,156.38208814403126,1787.2836848931313,1701.6548645642044,1849.1380844870152,145
2,2460736.67616244,2025-03-02T04:13:40.435,41.0,0.6571837237041582,3.951219512195122,120.07317073170732,3.959256493988789,120.07879557225758,148.74155360327552,145.32866381624524,152.2689084139574,1899.5569547162609,1856.911050505534,1944.180446171196,145
