label,jd_time,fits_time,area,eccentricity,centroid_lat,centroid_lon,weighted_centroid_lat_seg,weighted_centroid_lon_seg,seg_intensity_mean,seg_intensity_min,seg_intensity_max,intensity_mean,intensity_min,intensity_max,threshold
1,2460691.8164583333,2025-01-16T07:35:42.000,4.0,0.7905694150420949,3.0,1.25,3.0004409818242674,1.2499107335773942,1742.6956704124227,1741.0830694146373,1745.3500935594886,106.5985239571657,105.18490722499463,109.62185191469388,1750
2,2460691.830972222,2025-01-16T07:56:36.000,424.0,0.8716330043638199,1.283018867924529,28.29009433962264,1.1578451867745443,28.182150718134608,1641.6650568263276,1487.1892167073843,1749.8419442454767,-10.26304970505003,-112.79003910005946,97.91341772155353,1750
3,2460691.526875,2025-01-16T00:38:42.000,1.0,0,-4.0,50.0,-4.0,50.0,1740.304268127701,1740.304268127701,1740.304268127701,111.41033864093426,111.41033864093426,111.41033864093426,1750
4,2460691.526875,2025-01-16T00:38:42.000,36.0,0.981535589477138,6.111111111111111,50.83333333333334,6.094627847213296,50.83955165978733,1720.377681805368,1656.1992536291582,1749.2100265656109,144.41391097366267,98.76066944961006,170.44201677337972,1750
5,2460691.526875,2025-01-16T00:38:42.000,27.0,0.8280940117541491,-11.11111111111111,51.703703703703695,-11.103556659713075,51.707526891197006,1720.815268827656,1671.5563926948687,1748.5882635605112,100.73128673007652,90.50386723112847,112.56262561437332,1750
6,2460691.526875,2025-01-16T00:38:42.000,1.0,0,10.0,54.0,10.0,54.0,1723.5894349626349,1723.5894349626349,1723.5894349626349,147.74051642592752,147.74051642592752,147.74051642592752,1750
7,2460691.526875,2025-01-16T00:38:42.000,1.0,0,-9.0,55.0,-9.0,55.0,1746.823586181995,1746.823586181995,1746.823586181995,97.29915526878575,97.29915526878575,97.29915526878575,1750
8,2460691.5389880952,2025-01-16T00:56:08.571,2.0,1.0,10.5,80.0,10.500364154014942,80.0,1747.9238691653027,1746.6508421757596,1749.196896154846,85.37166114639552,85.35048100410759,85.39284128868346,1750
9,2460691.5421833335,2025-01-16T01:00:44.640,1.0,0,9.0,84.0,9.0,84.0,1740.1061721639853,1740.1061721639853,1740.1061721639853,99.44052135166197,99.44052135166197,99.44052135166197,1750
10,2460691.5434259255,2025-01-16T01:02:32.000,1.0,0,9.0,86.0,9.0,86.0,1745.2060609190885,1745.2060609190885,1745.2060609190885,104.36172929278816,104.36172929278816,104.36172929278816,1750
11,2460691.584431689,2025-01-16T02:01:34.898,70.0,0.7525849791429987,7.928571428571429,140.54285714285714,7.928420988976859,140.5453286857706,1729.246863972966,1706.0879512698257,1749.7789931318114,113.69920332981971,96.6650868406769,129.88791804377016,1750
12,2460691.609473271,2025-01-16T02:37:38.491,37.0,0.859782693757955,7.4324324324324325,161.8918918918919,7.431823728272278,161.89375853545158,1736.4923488642805,1722.8989661364324,1749.972130017159,108.85786176853004,95.10135479876723,124.56417218882602,1750
