Index,Time_FITS,Time_JD,Pixel_Row,Pixel_Col,Latitude,Longitude,Value_NH3,Value_PCloud,Value_RGB
0,N/A,0.0,11,350,4,10,125.91745886884183,1809.1950060259667,0.5890042536398944
1,N/A,0.0,19,347,-4,13,107.84360777747773,1795.317252117687,0.6764706075191498
2,N/A,0.0,20,334,-5,26,108.0702689114452,1827.1749269054785,0.6959477305412293
3,N/A,0.0,9,331,6,29,87.75148351892747,1645.7786173002664,0.6711111307144165
4,N/A,0.0,20,320,-5,40,104.2451297298755,1853.1446136784832,0.7199107452136714
5,N/A,0.0,10,315,5,45,140.44475599888636,1664.3918066096032,0.6699346601963043
6,N/A,0.0,19,302,-4,58,106.47027686170257,1820.5147349970603,0.744662324587504
7,N/A,0.0,9,283,6,77,87.62377550440924,1743.9396150113027,0.7452614530920982
8,N/A,0.0,20,281,-5,79,102.95636814694589,1941.8494929211836,0.6757236421108246
9,N/A,0.0,10,68,5,292,149.2273985847825,1753.2593393602597,0.6836601495742798
10,N/A,0.0,19,61,-4,299,117.36192035432778,1901.785446365502,0.8290196180343629
11,N/A,0.0,9,59,6,301,123.26734692058888,1797.7382186518105,0.7081699520349503
12,N/A,0.0,20,50,-5,310,118.83351121681577,1881.2330759935926,0.8392156958580017
13,N/A,0.0,8,49,7,311,105.62644705047875,1732.6722798511187,0.7712418437004089
14,N/A,0.0,9,34,6,326,128.81290130432362,1755.7555564867914,0.7904139558474222
15,N/A,0.0,19,26,-4,334,111.09297815295548,1872.9767381151116,0.8183006644248962
16,N/A,0.0,10,23,5,337,122.68965658162996,1869.0922771661171,0.7450980544090271
17,N/A,0.0,9,14,6,346,117.39227130243069,1811.367230742051,0.744662324587504
18,N/A,0.0,19,13,-4,347,110.16494125697979,1895.0694576779003,0.8339869379997253
