Wavelength (nm),Filter Name,k_eff (NH3),l_eff (NH3),k_eff (CH4),l_eff (CH4),Trans,Tau,NH3 (m-atm),CH4 (m-atm)
620,620CH4,0.03307548750274638,618.4842679530478,0.42700673897661084,618.4842679530478,0.8822304419204853,0.12530198508224494,3788.3639680848437,293.44264070059165
647,647NH3,2.9545604612278296,646.5585773346381,0.027802721133820135,646.5585773346381,0.963116605180756,0.03758078917597725,12.719587115966402,1351.6946415098469
