ObsID,NH3 Time,CM1,CM2,CM3,Telescope,FL,Camera,Seeing,Transparency,CH4 Abs / PCloud,CH4 Qual,NH3 Abs / fc(NH3),NH3Qual,RGB Context
20241203UTp,2024-12-03_07:49:42,239.9,241.7,24.7,C11,5600mm,ASI120MM,'9/10','8/10',2024-12-03-0749_7-Jupiter_R656G620B632-RGB-WhtBal,1,2024-12-03-0749_7-Jupiter_R656G647B632-RGB-WhtBal,1,2024-12-03-0800_1-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20241205UTa,2024-12-05_02:00:18,342.9,331.3,114.7,C11,5600mm,ASI120MM,'9/10','8/10',2024-12-05-0200_3-Jupiter_R656G620B632-RGB-WhtBal,1,2024-12-05-0200_3-Jupiter_R656G647B632-RGB-WhtBal,1,2024-12-05-0210_8-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20241205UTb,2024-12-05_02:21:12,355.6,343.9,127.4,C11,5600mm,ASI120MM,'9/10','8/10',2024-12-05-0221_3-Jupiter_R656G620B632-RGB-WhtBal,1,2024-12-05-0221_2-Jupiter_R656G647B632-RGB-WhtBal,1,2024-12-05-0231_7-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20241205UTc,2024-12-05_02:42:12,8.4,356.6,140.1,C11,5600mm,ASI120MM,'9/10','8/10',2024-12-05-0242_2-Jupiter_R656G620B632-RGB-WhtBal,1,2024-12-05-0242_2-Jupiter_R656G647B632-RGB-WhtBal,1,2024-12-05-0252_6-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20241205UTd,2024-12-05_03:03:06,21.2,9.2,152.7,C11,5600mm,ASI120MM,'9/10','8/10',2024-12-05-0303_1-Jupiter_R656G620B632-RGB-WhtBal,1,2024-12-05-0303_1-Jupiter_R656G647B632-RGB-WhtBal,1,2024-12-05-0313_5-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20241205UTe,2024-12-05_03:24:00,33.9,21.9,165.4,C11,5600mm,ASI120MM,'9/10','8/10',2024-12-05-0324_0-Jupiter_R656G620B632-RGB-WhtBal,1,2024-12-05-0324_0-Jupiter_R656G647B632-RGB-WhtBal,1,2024-12-05-0334_4-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20241205UTf,2024-12-05_03:44:54,46.7,34.5,178.0,C11,5600mm,ASI120MM,'9/10','8/10',2024-12-05-0344_9-Jupiter_R656G620B632-RGB-WhtBal,1,2024-12-05-0344_9-Jupiter_R656G647B632-RGB-WhtBal,1,2024-12-05-0355_3-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20241205UTg,2024-12-05_04:05:48,59.4,47.1,190.6,C11,5600mm,ASI120MM,'9/10','8/10',2024-12-05-0405_8-Jupiter_R656G620B632-RGB-WhtBal,1,2024-12-05-0405_8-Jupiter_R656G647B632-RGB-WhtBal,1,2024-12-05-0416_3-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20241205UTh,2024-12-05_04:50:30,86.7,74.2,217.7,C11,5600mm,ASI120MM,'9/10','8/10',2024-12-05-0450_5-Jupiter_R656G620B632-RGB-WhtBal,1,2024-12-05-0450_5-Jupiter_R656G647B632-RGB-WhtBal,1,2024-12-05-0458_6-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20241205UTi,2024-12-05_05:09:06,98.0,85.4,228.9,C11,5600mm,ASI120MM,'9/10','8/10',2024-12-05-0509_1-Jupiter_R656G620B632-RGB-WhtBal,1,2024-12-05-0509_1-Jupiter_R656G647B632-RGB-WhtBal,1,2024-12-05-0519_5-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20241205UTj,2024-12-05_05:30:00,110.7,98.0,241.5,C11,5600mm,ASI120MM,'9/10','8/10',2024-12-05-0530_0-Jupiter_R656G620B632-RGB-WhtBal,1,2024-12-05-0530_0-Jupiter_R656G647B632-RGB-WhtBal,1,2024-12-05-0540_5-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20241205UTk,2024-12-05_05:51:18,123.7,110.9,254.4,C11,5600mm,ASI120MM,'9/10','8/10',2024-12-05-0551_2-Jupiter_R656G620B632-RGB-WhtBal,1,2024-12-05-0551_3-Jupiter_R656G647B632-RGB-WhtBal,1,2024-12-05-0601_7-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20241205UTl,2024-12-05_06:17:54,140.0,127.0,270.5,C11,5600mm,ASI120MM,'9/10','8/10',2024-12-05-0617_9-Jupiter_R656G620B632-RGB-WhtBal,1,2024-12-05-0617_9-Jupiter_R656G647B632-RGB-WhtBal,1,2024-12-05-0628_4-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20241205UTm,2024-12-05_06:38:48,152.7,139.6,283.1,C11,5600mm,ASI120MM,'9/10','8/10',2024-12-05-0638_8-Jupiter_R656G620B632-RGB-WhtBal,1,2024-12-05-0638_8-Jupiter_R656G647B632-RGB-WhtBal,1,2024-12-05-0649_3-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20241205UTn,2024-12-05_06:59:42,165.4,152.3,295.8,C11,5600mm,ASI120MM,'9/10','8/10',2024-12-05-0659_7-Jupiter_R656G620B632-RGB-WhtBal,1,2024-12-05-0659_7-Jupiter_R656G647B632-RGB-WhtBal,1,2024-12-05-0710_2-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20241205UTo,2024-12-05_07:20:36,178.2,164.9,308.4,C11,5600mm,ASI120MM,'9/10','8/10',2024-12-05-0720_6-Jupiter_R656G620B632-RGB-WhtBal,1,2024-12-05-0720_6-Jupiter_R656G647B632-RGB-WhtBal,1,2024-12-05-0731_1-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20241205UTp,2024-12-05_07:41:30,190.9,177.5,321.0,C11,5600mm,ASI120MM,'9/10','8/10',2024-12-05-0741_5-Jupiter_R656G620B632-RGB-WhtBal,1,2024-12-05-0741_5-Jupiter_R656G647B632-RGB-WhtBal,1,2024-12-05-0752_0-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20241231UTa,2024-12-31_04:01:12,204.7,354.1,144.5,C11,5600mm,ASI120MM,'9/10','8/10',2024-12-31-0401_2-Jupiter_R656G620B632-RGB-WhtBal,1,2024-12-31-0401_2-Jupiter_R656G647B632-RGB-WhtBal,1,2024-12-31-0411_6-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20241231UTb,2024-12-31_04:22:06,217.5,6.8,157.2,C11,5600mm,ASI120MM,'9/10','8/10',2024-12-31-0422_1-Jupiter_R656G620B632-RGB-WhtBal,1,2024-12-31-0422_1-Jupiter_R656G647B632-RGB-WhtBal,1,2024-12-31-0432_5-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20241231UTc,2024-12-31_04:43:00,230.2,19.4,169.8,C11,5600mm,ASI120MM,'9/10','8/10',2024-12-31-0443_0-Jupiter_R656G620B632-RGB-WhtBal,1,2024-12-31-0443_0-Jupiter_R656G647B632-RGB-WhtBal,1,2024-12-31-0453_5-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20241231UTd,2024-12-31_05:03:54,243.0,32.0,182.4,C11,5600mm,ASI120MM,'9/10','8/10',2024-12-31-0503_9-Jupiter_R656G620B632-RGB-WhtBal,1,2024-12-31-0503_9-Jupiter_R656G647B632-RGB-WhtBal,1,2024-12-31-0514_4-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250106UTa,2025-01-06_00:22:12,298.9,43.7,195.6,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-06-0022_2-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-06-0022_2-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-06-0032_7-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250106UTb,2025-01-06_00:43:06,311.7,56.3,208.3,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-06-0043_1-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-06-0043_1-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-06-0053_6-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250106UTc,2025-01-06_01:05:24,325.3,69.8,221.8,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-06-0105_4-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-06-0105_4-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-06-0115_9-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250106UTd,2025-01-06_01:26:18,338.0,82.4,234.4,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-06-0126_3-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-06-0126_3-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-06-0136_8-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250106UTe,2025-01-06_01:47:12,350.7,95.1,247.0,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-06-0147_2-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-06-0147_2-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-06-0157_7-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250106UTf,2025-01-06_02:08:06,3.5,107.7,259.7,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-06-0208_1-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-06-0208_1-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-06-0218_6-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250106UTg,2025-01-06_02:30:12,17.0,121.0,273.0,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-06-0230_2-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-06-0230_2-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-06-0240_6-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250106UTh,2025-01-06_02:52:24,30.5,134.5,286.4,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-06-0252_4-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-06-0252_4-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-06-0302_9-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250106UTi,2025-01-06_03:13:00,43.0,146.9,298.9,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-06-0313_3-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-06-0313_0-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-06-0323_8-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250106UTj,2025-01-06_03:34:12,56.0,159.7,311.7,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-06-0334_2-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-06-0334_2-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-06-0344_7-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250106UTk,2025-01-06_03:55:30,69.0,172.6,324.6,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-06-0355_5-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-06-0355_5-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-06-0407_1-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250106UTl,2025-01-06_04:17:36,82.4,186.0,338.0,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-06-0417_6-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-06-0417_6-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-06-0428_1-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250106UTm,2025-01-06_04:38:42,95.3,198.7,350.7,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-06-0438_7-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-06-0438_7-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-06-0449_2-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250106UTn,2025-01-06_05:10:54,114.9,218.2,10.2,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-06-0510_8-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-06-0510_9-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-06-0518_9-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250106UTo,2025-01-06_05:29:24,126.2,229.3,21.4,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-06-0529_4-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-06-0529_4-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-06-0539_9-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250106UTp,2025-01-06_05:50:18,139.0,242.0,34.0,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-06-0550_3-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-06-0550_3-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-06-0600_8-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250106UTq,2025-01-06_06:11:12,151.7,254.6,46.6,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-06-0611_2-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-06-0611_2-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-06-0621_7-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250106UTr,2025-01-06_06:32:12,164.5,267.3,59.3,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-06-0632_1-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-06-0632_2-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-06-0642_6-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250106UTs,2025-01-06_06:53:06,177.2,279.9,72.0,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-06-0653_1-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-06-0653_1-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-06-0703_6-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250106UTt,2025-01-06_07:14:00,190.0,292.6,84.6,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-06-0714_0-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-06-0714_0-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-06-0724_5-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250116UTa,2025-01-16_00:38:42,88.2,116.5,271.2,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-16-0038_0-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-16-0038_7-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-16-0053_6-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250116UTb,2025-01-16_01:04:00,103.6,131.8,286.5,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-16-0104_0-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-16-0104_0-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-16-0114_5-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250116UTc,2025-01-16_01:24:54,116.3,144.5,299.1,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-16-0124_9-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-16-0124_9-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-16-0135_4-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250116UTd,2025-01-16_01:45:48,129.1,157.1,311.7,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-16-0145_8-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-16-0145_8-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-16-0156_3-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250116UTe,2025-01-16_02:06:42,141.8,169.7,324.4,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-16-0206_7-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-16-0206_7-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-16-0217_2-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250116UTf,2025-01-16_02:27:36,154.5,182.4,337.0,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-16-0227_6-Jupiter_R632G620B632-RGB-WhtBal,1,2025-01-16-0227_6-Jupiter_R632G647B632-RGB-WhtBal,1,2025-01-16-0238_1-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250116UTg,2025-01-16_02:48:30,167.3,195.0,349.6,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-16-0248_5-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-16-0248_5-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-16-0259_0-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250116UTh,2025-01-16_03:11:12,181.1,208.7,3.3,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-16-0311_2-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-16-0311_2-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-16-0321_7-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250116UTi,2025-01-16_03:32:06,193.9,221.3,16.0,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-16-0332_1-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-16-0332_1-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-16-0342_6-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250116UTj,2025-01-16_03:54:30,207.5,234.9,29.5,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-16-0354_5-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-16-0354_5-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-16-0404_9-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250116UTk,2025-01-16_04:15:24,220.3,247.5,42.2,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-16-0415_3-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-16-0415_4-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-16-0425_8-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250116UTl,2025-01-16_04:48:24,240.4,267.4,62.1,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-16-0448_4-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-16-0448_4-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-16-0458_9-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250116UTm,2025-01-16_05:09:18,253.1,280.1,74.7,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-16-0509_3-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-16-0509_3-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-16-0519_8-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250116UTn,2025-01-16_05:30:12,265.9,292.7,87.4,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-16-0530_2-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-16-0530_2-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-16-0540_7-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250116UTo,2025-01-16_05:51:06,278.6,305.3,100.0,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-16-0551_2-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-16-0551_1-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-16-0601_6-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250116UTp,2025-01-16_06:12:06,291.4,318.0,112.7,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-16-0612_0-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-16-0612_1-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-16-0622_5-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250116UTq,2025-01-16_06:33:00,304.2,330.7,125.3,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-16-0633_0-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-16-0633_0-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-16-0643_4-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250116UTr,2025-01-16_06:53:54,316.9,343.3,138.0,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-16-0653_9-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-16-0653_9-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-16-0704_4-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250116UTs,2025-01-16_07:14:48,329.6,355.9,150.6,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-16-0714_8-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-16-0714_8-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-16-0725_3-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250116UTt,2025-01-16_07:35:42,342.4,8.6,163.2,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-16-0735_7-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-16-0735_7-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-16-0746_2-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250116UTu,2025-01-16_07:56:36,355.1,21.2,175.9,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-16-0756_6-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-16-0756_6-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-16-0807_1-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250117UTa,2025-01-17_00:43:36,249.0,269.8,64.6,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-17-0043_6-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-17-0043_6-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-17-0054_1-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250117UTb,2025-01-17_01:04:36,261.8,282.5,77.3,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-17-0104_5-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-17-0104_6-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-17-0115_0-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250117UTc,2025-01-17_01:25:30,274.6,295.1,90.0,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-17-0125_4-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-17-0125_5-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-17-0135_9-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV-Artifact
20250117UTd,2025-01-17_01:46:24,287.3,307.7,102.6,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-17-0146_3-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-17-0146_4-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-17-0156_8-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250117UTe,2025-01-17_02:07:18,300.1,320.3,115.2,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-17-0207_2-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-17-0207_3-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-17-0217_7-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV-Artifacts
20250117UTf,2025-01-17_02:28:12,312.8,333.0,127.9,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-17-0228_2-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-17-0228_2-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-17-0238_6-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250117UTg,2025-01-17_02:50:48,326.6,346.6,141.5,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-17-0250_8-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-17-0250_8-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-17-0301_3-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250117UTh,2025-01-17_03:11:42,339.3,359.3,154.2,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-17-0311_7-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-17-0311_7-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-17-0322_2-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250117UTi,2025-01-17_03:32:36,352.1,11.9,166.8,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-17-0332_6-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-17-0332_6-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-17-0343_1-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250117UTj,2025-01-17_03:53:30,4.8,24.5,179.5,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-17-0353_5-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-17-0353_5-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-17-0404_0-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250117UTk,2025-01-17_04:14:24,17.5,37.2,192.1,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-17-0414_4-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-17-0414_4-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-17-0424_9-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250117UTl,2025-01-17_04:52:36,40.8,60.2,215.2,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-17-0452_6-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-17-0452_6-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-17-0500_7-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250117UTm,2025-01-17_05:12:36,53.0,72.3,227.3,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-17-0512_6-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-17-0512_6-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-17-0523_1-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250117UTn,2025-01-17_05:33:30,65.8,85.0,239.9,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-17-0533_6-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-17-0533_5-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-17-0544_0-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250117UTo,2025-01-17_05:54:24,78.5,97.6,252.5,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-17-0554_4-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-17-0554_4-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-17-0604_9-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250117UTp,2025-01-17_06:15:24,91.3,110.3,265.2,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-17-0615_3-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-17-0615_4-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-17-0625_9-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250117UTq,2025-01-17_06:39:18,105.9,124.7,279.7,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-17-0639_3-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-17-0639_3-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-17-0649_7-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
