ObsID,NH3 Time,CM1,CM2,CM3,Telescope,FL,Camera,Seeing,Transparency,CH4 Abs / PCloud,CH4 Qual,NH3 Abs / fc(NH3),NH3Qual,RGB Context
20250117UTr,2025-01-17_07:00:12,118.6,137.4,292.3,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-17-0700_2-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-17-0700_2-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-17-0710_7-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250117UTs,2025-01-17_07:21:06,131.4,150.0,305.0,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-17-0721_1-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-17-0721_1-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-17-0731_6-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250117UTt,2025-01-17_07:42:00,144.1,162.6,317.6,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-17-0742_0-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-17-0742_0-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-17-0752_5-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250127UTa,2025-01-27_01:40:12,62.3,6.4,163.9,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-27-0140_2-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-27-0140_2-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-27-0150_7-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250127UTb,2025-01-27_02:01:06,75.0,19.0,176.6,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-27-0201_1-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-27-0201_1-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-27-0211_6-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250127UTc,2025-01-27_02:22:00,87.7,31.6,189.2,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-27-0222_0-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-27-0222_0-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-27-0232_5-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250127UTd,2025-01-27_02:43:00,100.5,44.3,201.9,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-27-0243_0-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-27-0243_0-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-27-0253_4-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250127UTe,2025-01-27_03:03:54,113.3,57.0,214.5,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-27-0303_9-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-27-0303_9-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-27-0314_4-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250127UTf,2025-01-27_03:24:48,126.0,69.6,227.2,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-27-0324_8-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-27-0324_8-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-27-0335_3-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250127UTg,2025-01-27_03:45:42,138.8,82.2,239.8,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-27-0345_7-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-27-0345_7-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-27-0356_2-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250127UTh,2025-01-27_04:21:18,160.5,103.7,261.3,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-27-0421_3-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-27-0421_3-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-27-0431_8-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250127UTi,2025-01-27_04:42:18,173.3,116.4,274.0,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-27-0442_2-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-27-0442_3-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-27-0452_7-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250127UTj,2025-01-27_05:03:12,186.0,129.1,286.7,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-27-0503_2-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-27-0503_2-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-27-0513_7-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250127UTk,2025-01-27_05:24:06,198.7,141.7,299.3,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-27-0524_1-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-27-0524_1-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-27-0534_6-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250127UTl,2025-01-27_05:45:00,211.5,154.3,311.9,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-27-0545_0-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-27-0545_0-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-27-0555_5-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250127UTm,2025-01-27_06:06:00,224.3,167.0,324.6,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-27-0606_0-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-27-0606_0-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-27-0616_5-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250127UTn,2025-01-27_06:26:54,237.0,179.6,337.3,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-27-0626_9-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-27-0626_9-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-27-0637_4-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV-Artifacts
20250127UTo,2025-01-27_06:47:48,249.8,192.3,349.9,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-27-0647_8-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-27-0647_8-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-27-0658_3-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250127UTp,2025-01-27_07:08:48,262.6,205.0,2.6,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-27-0708_8-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-27-0708_8-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-27-0719_3-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-Artifacts-WV
20250128UTa,2025-01-28_00:31:12,178.0,114.9,272.7,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-28-0031_3-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-28-0031_2-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-28-0041_7-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250128UTb,2025-01-28_00:52:06,190.8,127.5,285.4,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-28-0052_2-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-28-0052_1-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-28-0102_6-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250128UTc,2025-01-28_01:13:06,203.6,140.2,298.0,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-28-0113_1-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-28-0113_1-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-28-0123_5-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250128UTd,2025-01-28_01:36:30,217.8,154.4,312.2,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-28-0136_5-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-28-0136_5-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-28-0146_9-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250128UTe,2025-01-28_01:57:24,230.6,167.0,324.8,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-28-0157_4-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-28-0157_4-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-28-0207_9-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250128UTf,2025-01-28_02:18:18,243.3,179.6,337.5,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-28-0218_3-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-28-0218_3-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-28-0228_8-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal_WV
20250128UTg,2025-01-28_02:39:12,256.1,192.3,350.1,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-28-0239_2-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-28-0239_2-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-28-0249_7-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250128UTh,2025-01-28_03:00:06,268.8,204.9,2.7,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-28-0300_1-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-28-0300_1-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-28-0310_6-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250128UTi,2025-01-28_03:21:00,281.6,217.5,15.4,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-28-0321_1-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-28-0321_0-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-28-0331_5-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250128UTj,2025-01-28_03:44:06,295.6,231.5,29.3,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-28-0344_0-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-28-0344_1-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-28-0354_5-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250128UTk,2025-01-28_04:18:36,316.7,252.3,50.2,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-28-0418_6-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-28-0418_6-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-28-0429_1-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250128UTl,2025-01-28_04:39:36,329.5,265.0,62.9,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-28-0439_5-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-28-0439_6-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-28-0450_0-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250128UTm,2025-01-28_05:00:30,342.2,277.7,75.5,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-28-0500_5-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-28-0500_5-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-28-0510_9-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250128UTn,2025-01-28_05:21:24,355.0,290.3,88.1,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-28-0521_4-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-28-0521_4-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-28-0531_9-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal_WV
20250128UTo,2025-01-28_05:42:18,7.7,302.9,100.8,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-28-0542_3-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-28-0542_3-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-28-0552_8-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250128UTp,2025-01-28_06:03:12,20.4,315.5,113.4,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-28-0603_2-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-28-0603_2-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-28-0613_7-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250128UTq,2025-01-28_06:24:06,33.2,328.2,126.0,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-28-0624_1-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-28-0624_1-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-28-0634_6-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250128UTr,2025-01-28_06:45:00,45.9,340.8,138.7,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-28-0645_1-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-28-0645_0-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-28-0655_5-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250128UTrFltBkg,2025-01-28_06:45:00,45.9,340.8,138.7,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-28-0645_1-Jupiter_R656G620B632-RGB-WhtBal-FltBkg,1,2025-01-28-0645_0-Jupiter_R656G647B632-RGB-WhtBal-FltBkg,1,2025-01-28-0655_5-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250128UTs,2025-01-28_07:05:54,58.7,353.4,151.3,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-28-0705_9-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-28-0705_9-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-28-0716_4-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250128UTsReAl,2025-01-28_07:05:54,58.7,353.4,151.3,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-28-0705_9-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-28-0705_9-Jupiter_R656G647B632-RGB-WhtBal-Realigned647,1,2025-01-28-0716_4-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250129UTa,2025-01-29_00:20:06,329.1,258.4,56.5,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-29-0020_2-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-29-0020_1-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-29-0030_6-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250129UTb,2025-01-29_00:41:06,341.9,271.1,69.2,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-29-0041_0-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-29-0041_1-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-29-0051_5-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250129UTc,2025-01-29_01:03:00,355.3,284.3,82.4,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-29-0103_0-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-29-0103_0-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-29-0113_5-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250129UTd,2025-01-29_01:23:54,8.0,297.0,95.1,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-29-0123_9-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-29-0123_9-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-29-0134_4-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250129UTe,2025-01-29_01:44:54,20.8,309.7,107.8,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-29-0144_8-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-29-0144_9-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-29-0155_3-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250129UTf,2025-01-29_02:05:48,33.6,322.3,120.4,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-29-0205_7-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-29-0205_8-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-29-0216_2-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250129UTg,2025-01-29_02:27:36,46.8,335.5,133.6,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-29-0227_6-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-29-0227_6-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-29-0238_0-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250129UTh,2025-01-29_02:48:30,59.6,348.1,146.2,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-29-0248_5-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-29-0248_5-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-29-0258_9-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250129UTi,2025-01-29_03:09:24,72.3,0.7,158.8,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-29-0309_4-Jupiter_R685G620B632-RGB-WhtBal,1,2025-01-29-0309_4-Jupiter_R685G647B632-RGB-WhtBal,1,2025-01-29-0319_8-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250129UTj,2025-01-29_03:30:18,85.1,13.4,171.5,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-29-0330_3-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-29-0330_3-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-29-0340_8-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250129UTk,2025-01-29_03:59:06,102.6,30.8,188.9,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-29-0359_0-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-29-0359_1-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-29-0409_5-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250129UTl,2025-01-29_04:20:00,115.4,43.4,201.5,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-29-0420_0-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-29-0420_0-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-29-0430_4-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250129UTm,2025-01-29_04:40:54,128.1,56.0,214.1,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-29-0440_9-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-29-0440_9-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-29-0451_3-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250129UTn,2025-01-29_05:05:00,142.8,70.6,228.7,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-29-0505_0-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-29-0505_0-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-29-0515_5-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250129UTo,2025-01-29_05:25:54,155.5,83.2,241.3,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-29-0526_0-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-29-0525_9-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-29-0536_4-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250129UTp,2025-01-29_05:46:54,168.3,95.9,254.0,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-29-0546_9-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-29-0546_9-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-29-0557_3-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250129UTq,2025-01-29_06:07:48,181.1,108.5,266.7,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-29-0607_8-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-29-0607_8-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-29-0618_2-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250129UTr,2025-01-29_06:28:42,193.8,121.2,279.3,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-29-0628_7-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-29-0628_7-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-29-0639_2-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250129UTs,2025-01-29_06:49:36,206.6,133.8,291.9,C11,5600mm,ASI120MM,'9/10','8/10',2025-01-29-0649_6-Jupiter_R656G620B632-RGB-WhtBal,1,2025-01-29-0649_6-Jupiter_R656G647B632-RGB-WhtBal,1,2025-01-29-0700_1-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250302UTa,2025-03-02_01:59:06,38.6,83.2,249.8,C11,5600mm,ASI120MM,'9/10','8/10',2025-03-02-0159_1-Jupiter_R656G620B632-RGB-WhtBal,1,2025-03-02-0159_1-Jupiter_R656G647B632-RGB-WhtBal,1,2025-03-02-0209_6-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250302UTb,2025-03-02_02:20:00,51.3,95.9,262.5,C11,5600mm,ASI120MM,'9/10','8/10',2025-03-02-0220_0-Jupiter_R656G620B632-RGB-WhtBal,1,2025-03-02-0220_0-Jupiter_R656G647B632-RGB-WhtBal,1,2025-03-02-0230_5-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250302UTc,2025-03-02_02:40:54,64.1,108.5,275.1,C11,5600mm,ASI120MM,'9/10','8/10',2025-03-02-0240_9-Jupiter_R656G620B632-RGB-WhtBal,1,2025-03-02-0240_9-Jupiter_R656G647B632-RGB-WhtBal,1,2025-03-02-0251_4-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250302UTd,2025-03-02_03:06:48,79.9,124.1,290.8,C11,5600mm,ASI120MM,'9/10','8/10',2025-03-02-0306_8-Jupiter_R656G620B632-RGB-WhtBal,1,2025-03-02-0306_8-Jupiter_R656G647B632-RGB-WhtBal,1,2025-03-02-0317_3-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250302UTe,2025-03-02_03:32:00,95.2,139.4,306.0,C11,5600mm,ASI120MM,'9/10','8/10',2025-03-02-0332_0-Jupiter_R656G620B632-RGB-WhtBal,1,2025-03-02-0332_0-Jupiter_R656G647B632-RGB-WhtBal,1,2025-03-02-0342_4-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250302UTf,2025-03-02_03:52:54,108.0,152.0,318.6,C11,5600mm,ASI120MM,'9/10','8/10',2025-03-02-0352_9-Jupiter_R656G620B632-RGB-WhtBal,1,2025-03-02-0352_9-Jupiter_R656G647B632-RGB-WhtBal,1,2025-03-02-0403_3-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250302UTg,2025-03-02_04:13:48,120.7,164.6,331.3,C11,5600mm,ASI120MM,'9/10','8/10',2025-03-02-0413_8-Jupiter_R656G620B632-RGB-WhtBal,1,2025-03-02-0413_8-Jupiter_R656G647B632-RGB-WhtBal,1,2025-03-02-0424_2-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250302UTh,2025-03-02_04:38:06,135.5,179.3,345.9,C11,5600mm,ASI120MM,'9/10','8/10',2025-03-02-0438_1-Jupiter_R656G620B632-RGB-WhtBal,1,2025-03-02-0438_1-Jupiter_R656G647B632-RGB-WhtBal,1,2025-03-02-0448_6-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20250302UTi,2025-03-02_04:59:00,148.3,191.9,358.6,C11,5600mm,ASI120MM,'9/10','8/10',2025-03-02-0459_0-Jupiter_R656G620B632-RGB-WhtBal,1,2025-03-02-0459_0-Jupiter_R656G647B632-RGB-WhtBal,1,2025-03-02-0509_4-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
