label,jd_time,fits_time,area,eccentricity,centroid_lat,centroid_lon,weighted_centroid_lat_seg,weighted_centroid_lon_seg,seg_intensity_mean,seg_intensity_min,seg_intensity_max,intensity_mean,intensity_min,intensity_max
1,2460646.714548611,2024-12-02T05:08:57.000,19.0,0.5037332677864448,-3.2631578947368425,2.4210526315789593,-3.2597513237168414,2.4118555393362158,1988.7479394217232,1951.1831847995127,2061.7851513132946,116.29369008256282,98.89576348699728,125.73706818324592
2,2460646.714548611,2024-12-02T05:08:57.000,35.0,0.846960989760209,-12.142857142857142,4.257142857142867,-12.142380446222905,4.240007641102181,1987.3952863860413,1950.8504432426266,2032.5556802657325,98.11972932982512,91.72270934264901,102.48202072057121
3,2460647.616875,2024-12-03T02:48:18.000,1.0,0,-14.0,39.0,-14.0,39.0,1955.1965990561505,1955.1965990561505,1955.1965990561505,101.30084360876896,101.30084360876896,101.30084360876896
4,2460647.616875,2024-12-03T02:48:18.000,45.0,0.6756119206115225,-7.177777777777777,39.19999999999999,-7.173034505901313,39.199701541462844,1963.6327966071183,1950.159529050835,1984.693477837257,110.44823714515319,97.52754193068624,122.14941566164238
5,2460647.616875,2024-12-03T02:48:18.000,3.0,0.816496580927726,-13.333333333333332,41.666666666666686,-13.333887704966319,41.66703897519892,1954.2258050827122,1952.043080259068,1957.4759071350643,98.99604605985921,98.0912843136713,99.53979907114613
6,2460647.62141059,2024-12-03T02:54:49.875,9.0,0.9473269365801246,-13.555555555555557,46.666666666666686,-13.555758536758702,46.666826180300575,1960.2156052580633,1956.1201474460333,1963.929545714336,100.04701485110223,98.82310683438561,102.02773167838502
7,2460647.6313888887,2024-12-03T03:09:12.000,346.0,0.9508211454956695,-2.878612716763005,68.75433526011562,-2.865590499641119,68.72964575927614,2019.546641740199,1950.0057279109003,2131.9659937356164,130.32658601060453,105.04379692065693,141.5606822558858
8,2460647.706888021,2024-12-03T04:57:55.125,3.0,0.816496580927726,8.666666666666668,133.33333333333334,8.666509240142531,133.33283258625167,1954.3830724125855,1951.4471175527108,1956.3960120707013,138.95028838021818,132.64192384129055,146.23731252930185
9,2460647.7491875,2024-12-03T05:58:49.800,1.0,0,-8.0,174.0,-8.0,174.0,1953.0082841599985,1953.0082841599985,1953.0082841599985,102.4251444818771,102.4251444818771,102.4251444818771
10,2460647.751764456,2024-12-03T06:02:32.449,1.0,0,-14.0,176.0,-14.0,176.0,1951.487455168454,1951.487455168454,1951.487455168454,101.26093540454946,101.26093540454946,101.26093540454946
11,2460647.751764456,2024-12-03T06:02:32.449,3.0,0.816496580927726,-7.666666666666668,176.33333333333334,-7.666980757927618,176.33330986164975,1951.9479348200166,1950.108665455535,1953.9246506974453,106.57394630751826,104.4794623208595,109.36584072348197
12,2460647.760113993,2024-12-03T06:14:33.849,1.0,0,6.0,183.0,6.0,183.0,1951.3530479453257,1951.3530479453257,1951.3530479453257,141.09906652745423,141.09906652745423,141.09906652745423
13,2460647.7834444446,2024-12-03T06:48:09.600,6.0,1.0,15.0,202.5,15.0,202.50073079466625,1958.25040659335,1951.5280175210307,1971.5979810853173,77.05381963806595,74.39907188083934,80.4911607286156
14,2460647.7834444446,2024-12-03T06:48:09.600,57.0,0.7598520322619687,-4.2631578947368425,203.47368421052633,-4.266238888406168,203.47920868078222,1986.8750928730715,1951.96022550233,2036.3843319074952,122.63246741053558,106.47985137598103,136.7413908828409
15,2460647.746514191,2024-12-03T05:54:58.826,25.0,0.8828998503834008,-5.600000000000001,222.48,-5.599471785973172,222.48053755293296,1959.3635872856364,1950.3714134681038,1970.4015970086614,108.90861382451497,95.84866101160608,117.98347025942982
