Wavelength (nm),Filter Name,Transmission,Tau
620,620CH4,0.8699174410564391,0.13935696717378138
632,632OI,0.9964925903735244,0.003513575008187182
647,647NH3,0.9644034074796755,0.03624559941749383
656,656HIA,1.002756017085077,-0.00275222623349411
