observation,analysis,n_clusters,variable,cluster,mean,stddev
20251016UTc-NEZ-East,NH3_PCld_AOI_CI,6,NH3,4,89.25067,20.283659
20251016UTc-NEZ-East,NH3_PCld_AOI_CI,6,NH3,5,174.36475,21.120958
20251016UTc-NEZ-East,NH3_PCld_AOI_CI,6,NH3,6,127.76998,19.668482
20251016UTc-NEZ-East,NH3_PCld_AOI_CI,6,PCld,1,2027.6395,142.01009
20251016UTc-NEZ-East,NH3_PCld_AOI_CI,6,PCld,2,1976.2029,148.33398
20251016UTc-NEZ-East,NH3_PCld_AOI_CI,6,PCld,3,1885.9792,155.47728
20251016UTc-NEZ-East,NH3_PCld_AOI_CI,6,PCld,4,1918.548,196.49222
20251016UTc-NEZ-East,NH3_PCld_AOI_CI,6,PCld,5,2394.835,244.48834
20251016UTc-NEZ-East,NH3_PCld_AOI_CI,6,PCld,6,1696.5374,153.12093
20251016UTc-NEZ-East,NH3_PCld_AOI_CI,6,AOI,1,0.24664076,0.020164123
20251016UTc-NEZ-East,NH3_PCld_AOI_CI,6,AOI,2,0.16904564,0.00997519
20251016UTc-NEZ-East,NH3_PCld_AOI_CI,6,AOI,3,0.22255686,0.016546296
20251016UTc-NEZ-East,NH3_PCld_AOI_CI,6,AOI,4,0.2571449,0.017965093
20251016UTc-NEZ-East,NH3_PCld_AOI_CI,6,AOI,5,0.24140881,0.010348388
20251016UTc-NEZ-East,NH3_PCld_AOI_CI,6,AOI,6,0.26285866,0.017408812
20251016UTc-NEZ-East,NH3_PCld_AOI_CI,6,CI,1,0.6428554,0.012025994
20251016UTc-NEZ-East,NH3_PCld_AOI_CI,6,CI,2,0.4707896,0.022961589
20251016UTc-NEZ-East,NH3_PCld_AOI_CI,6,CI,3,0.4372856,0.024711393
20251016UTc-NEZ-East,NH3_PCld_AOI_CI,6,CI,4,0.5414616,0.04132593
20251016UTc-NEZ-East,NH3_PCld_AOI_CI,6,CI,5,0.6331844,0.023560943
20251016UTc-NEZ-East,NH3_PCld_AOI_CI,6,CI,6,0.61864835,0.039642856
20251016UTc-NEZ-East,AOI_CI,4,AOI,1,0.23253466,0.01593867
20251016UTc-NEZ-East,AOI_CI,4,AOI,2,0.24024083,0.011760526
20251016UTc-NEZ-East,AOI_CI,4,AOI,3,0.16974175,0.0108415065
20251016UTc-NEZ-East,AOI_CI,4,AOI,4,0.26915866,0.015595682
20251016UTc-NEZ-East,AOI_CI,4,CI,1,0.46091962,0.038643233
20251016UTc-NEZ-East,AOI_CI,4,CI,2,0.64036506,0.016904412
20251016UTc-NEZ-East,AOI_CI,4,CI,3,0.4695135,0.021957811
20251016UTc-NEZ-East,AOI_CI,4,CI,4,0.5992708,0.038289785
20251016UTc-NEZ-East,AOI_CI,5,AOI,1,0.25380114,0.01200491
20251016UTc-NEZ-East,AOI_CI,5,AOI,2,0.16925192,0.010212118
20251016UTc-NEZ-East,AOI_CI,5,AOI,3,0.22608793,0.015724462
20251016UTc-NEZ-East,AOI_CI,5,AOI,4,0.27950096,0.009469333
20251016UTc-NEZ-East,AOI_CI,5,AOI,5,0.24083498,0.011818309
20251016UTc-NEZ-East,AOI_CI,5,CI,1,0.54668796,0.028548293
20251016UTc-NEZ-East,AOI_CI,5,CI,2,0.47013623,0.02166322
20251016UTc-NEZ-East,AOI_CI,5,CI,3,0.44372138,0.027989717
20251016UTc-NEZ-East,AOI_CI,5,CI,4,0.6255275,0.027993947
20251016UTc-NEZ-East,AOI_CI,5,CI,5,0.6386951,0.018229028
20251016UTc-NEZ-East,AOI_CI,6,AOI,1,0.23057076,0.008273008
20251016UTc-NEZ-East,AOI_CI,6,AOI,2,0.22433726,0.016030967
20251016UTc-NEZ-East,AOI_CI,6,AOI,3,0.2542687,0.0132042365
20251016UTc-NEZ-East,AOI_CI,6,AOI,4,0.16910134,0.010017953
20251016UTc-NEZ-East,AOI_CI,6,AOI,5,0.28026137,0.008837558
20251016UTc-NEZ-East,AOI_CI,6,AOI,6,0.24956635,0.0071346667
20251016UTc-NEZ-East,AOI_CI,6,CI,1,0.64818066,0.013756011
20251016UTc-NEZ-East,AOI_CI,6,CI,2,0.43960896,0.025333675
20251016UTc-NEZ-East,AOI_CI,6,CI,3,0.5357126,0.028179362
20251016UTc-NEZ-East,AOI_CI,6,CI,4,0.47035918,0.021562204
20251016UTc-NEZ-East,AOI_CI,6,CI,5,0.6249683,0.026447373
20251016UTc-NEZ-East,AOI_CI,6,CI,6,0.62731194,0.021715749
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,4,275,1,0.31112233,0.0066226027
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,4,275,2,0.30009708,0.005598123
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,4,275,3,0.33271226,0.006904473
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,4,275,4,0.29914024,0.0051810555
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,4,395,1,0.44686794,0.019975243
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,4,395,2,0.3299865,0.05504305
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,4,395,3,0.29473874,0.021670492
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,4,395,4,0.36252442,0.034653623
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,4,502,1,0.66428214,0.022260383
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,4,502,2,0.5316319,0.06807912
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,4,502,3,0.46673334,0.030604953
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,4,502,4,0.5568559,0.043858938
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,4,619,1,0.5837235,0.027823774
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,4,619,2,0.5440315,0.038271062
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,4,619,3,0.52865916,0.024452252
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,4,619,4,0.48213595,0.037146706
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,4,631,1,0.6989315,0.025799207
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,4,631,2,0.64273685,0.04081547
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,4,631,3,0.6286923,0.024340516
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,4,631,4,0.59092474,0.038190998
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,4,645,1,0.6441589,0.032046933
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,4,645,2,0.61803424,0.038959168
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,4,645,3,0.61080456,0.02548656
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,4,645,4,0.5412199,0.036510378
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,4,673,1,0.7147307,0.023536235
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,4,673,2,0.6695059,0.03735204
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,4,673,3,0.6629532,0.020040555
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,4,673,4,0.6155582,0.035887334
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,4,727,1,0.33184367,0.016479855
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,4,727,2,0.32419038,0.016854351
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,4,727,3,0.3024838,0.0127268275
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,4,727,4,0.289502,0.017068341
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,4,889,1,0.07575796,0.0041519385
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,4,889,2,0.07479018,0.006096213
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,4,889,3,0.056595832,0.0032902209
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,4,889,4,0.072994836,0.0032035531
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,5,275,1,0.3099329,0.009420181
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,5,275,2,0.3328715,0.006745874
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,5,275,3,0.2999213,0.006221895
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,5,275,4,0.31152233,0.006750283
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,5,275,5,0.30195498,0.005476938
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,5,395,1,0.46241775,0.03484455
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,5,395,2,0.29501343,0.021650655
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,5,395,3,0.3097591,0.037567254
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,5,395,4,0.44615194,0.015459888
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,5,395,5,0.38817227,0.03779978
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,5,502,1,0.6867775,0.030712524
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,5,502,2,0.46695238,0.030682825
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,5,502,3,0.50590676,0.047847714
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,5,502,4,0.66293234,0.01696935
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,5,502,5,0.59099674,0.050442684
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,5,619,1,0.6327569,0.022962231
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,5,619,2,0.5287227,0.024549043
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,5,619,3,0.5269816,0.030366825
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,5,619,4,0.58144045,0.02051199
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,5,619,5,0.5112606,0.054640554
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,5,631,1,0.74012685,0.021113982
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,5,631,2,0.62879825,0.02440728
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,5,631,3,0.62449354,0.03260521
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,5,631,4,0.69664305,0.019057274
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,5,631,5,0.6230995,0.054882877
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,5,645,1,0.70194286,0.025411166
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,5,645,2,0.61088395,0.025565846
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,5,645,3,0.60194814,0.033331707
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,5,645,4,0.6411411,0.024081519
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,5,645,5,0.5697733,0.056066025
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,5,673,1,0.7542894,0.0202923
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,5,673,2,0.66303366,0.020085413
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,5,673,3,0.65342957,0.03284984
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,5,673,4,0.7122908,0.01703343
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,5,673,5,0.64549917,0.051025238
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,5,727,1,0.36257768,0.022759661
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,5,727,2,0.30241776,0.012736827
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,5,727,3,0.31628618,0.012725434
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,5,727,4,0.3309517,0.011549406
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,5,727,5,0.30010822,0.024772044
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,5,889,1,0.082197644,0.0053255307
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,5,889,2,0.056523763,0.0032130564
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,5,889,3,0.07277739,0.0047126706
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,5,889,4,0.07539878,0.0039244895
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,5,889,5,0.07400114,0.003942761
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,6,275,1,0.3112191,0.009492817
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,6,275,2,0.29635724,0.0031563868
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,6,275,3,0.31222266,0.0066650263
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,6,275,4,0.3334553,0.006202353
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,6,275,5,0.30396438,0.0049617644
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,6,275,6,0.30467123,0.0074549755
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,6,395,1,0.4671795,0.033653047
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,6,395,2,0.35025033,0.03948875
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,6,395,3,0.44852105,0.013551699
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,6,395,4,0.2959883,0.021343153
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,6,395,5,0.4042164,0.035188414
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,6,395,6,0.28708044,0.027185056
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,6,502,1,0.69082177,0.028068436
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,6,502,2,0.5499617,0.049876902
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,6,502,3,0.6651429,0.015318353
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,6,502,4,0.4676519,0.030501146
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,6,502,5,0.61208695,0.048694916
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,6,502,6,0.48101866,0.042443544
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,6,619,1,0.63620365,0.021908894
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,6,619,2,0.5255786,0.044092704
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,6,619,3,0.5844347,0.018450348
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,6,619,4,0.5288845,0.024668789
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,6,619,5,0.52338237,0.05418466
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,6,619,6,0.5328113,0.02599562
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,6,631,1,0.74292856,0.018698448
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,6,631,2,0.62348354,0.045529865
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,6,631,3,0.69908327,0.017459167
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,6,631,4,0.62910706,0.024411362
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,6,631,5,0.64005864,0.055554386
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,6,631,6,0.6308113,0.029228028
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,6,645,1,0.70545876,0.024106301
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,6,645,2,0.59342384,0.04545506
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,6,645,3,0.644564,0.022060158
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,6,645,4,0.61114526,0.025715794
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,6,645,5,0.58026904,0.055812027
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,6,645,6,0.6123087,0.027117359
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,6,673,1,0.7569526,0.018155016
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,6,673,2,0.6466373,0.04271004
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,6,673,3,0.71443456,0.015662462
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,6,673,4,0.66327506,0.020053321
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,6,673,5,0.6612942,0.051307976
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,6,673,6,0.6637572,0.02847393
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,6,727,1,0.36544064,0.023028426
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,6,727,2,0.31763738,0.020263338
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,6,727,3,0.33278397,0.010012995
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,6,727,4,0.30213133,0.012774112
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,6,727,5,0.3018922,0.022786193
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,6,727,6,0.31692,0.010855998
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,6,889,1,0.082598574,0.0053701703
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,6,889,2,0.07762119,0.004650129
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,6,889,3,0.07529635,0.003928273
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,6,889,4,0.05622791,0.002896922
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,6,889,5,0.07375716,0.0033510234
20251016UTc-NEZ-East,275_395_502_619_631_645_673_727_889,6,889,6,0.06933221,0.003274045
20251016UTc-SED,NH3_PCld,4,NH3,1,124.215614,22.889267
20251016UTc-SED,NH3_PCld,4,NH3,2,214.37978,16.267996
20251016UTc-SED,NH3_PCld,4,NH3,3,202.88794,18.949078
20251016UTc-SED,NH3_PCld,4,NH3,4,150.62952,18.089409
20251016UTc-SED,NH3_PCld,4,PCld,1,1922.1656,106.026855
20251016UTc-SED,NH3_PCld,4,PCld,2,2716.9072,170.65694
20251016UTc-SED,NH3_PCld,4,PCld,3,2202.3057,117.11775
20251016UTc-SED,NH3_PCld,4,PCld,4,2210.0786,122.87747
20251016UTc-SED,NH3_PCld,5,NH3,1,209.69621,16.631924
20251016UTc-SED,NH3_PCld,5,NH3,2,141.03494,23.49546
20251016UTc-SED,NH3_PCld,5,NH3,3,121.65744,21.386139
20251016UTc-SED,NH3_PCld,5,NH3,4,214.95264,15.72307
20251016UTc-SED,NH3_PCld,5,NH3,5,163.86336,14.076938
20251016UTc-SED,NH3_PCld,5,PCld,1,2243.2764,113.09387
20251016UTc-SED,NH3_PCld,5,PCld,2,2296.0107,102.219505
20251016UTc-SED,NH3_PCld,5,PCld,3,1912.9357,104.99602
20251016UTc-SED,NH3_PCld,5,PCld,4,2748.9802,157.16481
20251016UTc-SED,NH3_PCld,5,PCld,5,2089.3687,81.33486
20251016UTc-SED,NH3_PCld,6,NH3,1,147.79985,14.975827
20251016UTc-SED,NH3_PCld,6,NH3,2,173.92001,13.874185
20251016UTc-SED,NH3_PCld,6,NH3,3,133.33563,14.337109
20251016UTc-SED,NH3_PCld,6,NH3,4,213.9201,15.764882
20251016UTc-SED,NH3_PCld,6,NH3,5,95.62846,14.845063
20251016UTc-SED,NH3_PCld,6,NH3,6,214.73079,15.821639
20251016UTc-SED,NH3_PCld,6,PCld,1,2283.7402,109.17623
20251016UTc-SED,NH3_PCld,6,PCld,2,2104.7944,83.99982
20251016UTc-SED,NH3_PCld,6,PCld,3,1902.7843,97.00095
20251016UTc-SED,NH3_PCld,6,PCld,4,2273.8994,110.274376
20251016UTc-SED,NH3_PCld,6,PCld,5,2032.9844,141.79892
20251016UTc-SED,NH3_PCld,6,PCld,6,2759.1143,152.39455
20251016UTc-SED,NH3_PCld_AOI_CI,4,NH3,1,160.11516,31.998014
20251016UTc-SED,NH3_PCld_AOI_CI,4,NH3,2,128.8272,30.14645
20251016UTc-SED,NH3_PCld_AOI_CI,4,NH3,3,206.3391,19.053278
20251016UTc-SED,NH3_PCld_AOI_CI,4,NH3,4,132.21112,27.199966
20251016UTc-SED,NH3_PCld_AOI_CI,4,PCld,1,2014.2594,161.95442
20251016UTc-SED,NH3_PCld_AOI_CI,4,PCld,2,1977.9343,126.82639
20251016UTc-SED,NH3_PCld_AOI_CI,4,PCld,3,2358.834,242.05617
20251016UTc-SED,NH3_PCld_AOI_CI,4,PCld,4,2185.7842,172.47684
20251016UTc-SED,NH3_PCld_AOI_CI,4,AOI,1,0.20936672,0.013081136
20251016UTc-SED,NH3_PCld_AOI_CI,4,AOI,2,0.1431337,0.009507061
20251016UTc-SED,NH3_PCld_AOI_CI,4,AOI,3,0.1763827,0.0094846785
20251016UTc-SED,NH3_PCld_AOI_CI,4,AOI,4,0.18192169,0.018292258
20251016UTc-SED,NH3_PCld_AOI_CI,4,CI,1,0.64087516,0.016989086
20251016UTc-SED,NH3_PCld_AOI_CI,4,CI,2,0.5135002,0.022643372
20251016UTc-SED,NH3_PCld_AOI_CI,4,CI,3,0.6238788,0.03341659
20251016UTc-SED,NH3_PCld_AOI_CI,4,CI,4,0.54994565,0.017685844
20251016UTc-SED,NH3_PCld_AOI_CI,5,NH3,1,199.20976,21.919256
20251016UTc-SED,NH3_PCld_AOI_CI,5,NH3,2,132.42831,27.259115
20251016UTc-SED,NH3_PCld_AOI_CI,5,NH3,3,147.0284,21.43274
20251016UTc-SED,NH3_PCld_AOI_CI,5,NH3,4,128.4253,30.222628
20251016UTc-SED,NH3_PCld_AOI_CI,5,NH3,5,216.39377,15.42236
20251016UTc-SED,NH3_PCld_AOI_CI,5,PCld,1,2200.8616,106.58233
20251016UTc-SED,NH3_PCld_AOI_CI,5,PCld,2,2187.0981,170.35725
20251016UTc-SED,NH3_PCld_AOI_CI,5,PCld,3,1961.123,141.70415
20251016UTc-SED,NH3_PCld_AOI_CI,5,PCld,4,1972.8241,124.03664
20251016UTc-SED,NH3_PCld_AOI_CI,5,PCld,5,2593.9978,238.91522
20251016UTc-SED,NH3_PCld_AOI_CI,5,AOI,1,0.18153414,0.014690252
20251016UTc-SED,NH3_PCld_AOI_CI,5,AOI,2,0.18118484,0.018410806
20251016UTc-SED,NH3_PCld_AOI_CI,5,AOI,3,0.21363014,0.010691715
20251016UTc-SED,NH3_PCld_AOI_CI,5,AOI,4,0.14279519,0.00936041
20251016UTc-SED,NH3_PCld_AOI_CI,5,AOI,5,0.18232222,0.009152966
20251016UTc-SED,NH3_PCld_AOI_CI,5,CI,1,0.64504576,0.016454598
20251016UTc-SED,NH3_PCld_AOI_CI,5,CI,2,0.5493272,0.017368246
20251016UTc-SED,NH3_PCld_AOI_CI,5,CI,3,0.63947767,0.017602637
20251016UTc-SED,NH3_PCld_AOI_CI,5,CI,4,0.5128862,0.022562338
20251016UTc-SED,NH3_PCld_AOI_CI,5,CI,5,0.58902013,0.02372598
20251016UTc-SED,NH3_PCld_AOI_CI,6,NH3,1,160.02309,32.295986
20251016UTc-SED,NH3_PCld_AOI_CI,6,NH3,2,144.07,23.549713
20251016UTc-SED,NH3_PCld_AOI_CI,6,NH3,3,120.537704,29.30983
20251016UTc-SED,NH3_PCld_AOI_CI,6,NH3,4,199.65239,19.84958
20251016UTc-SED,NH3_PCld_AOI_CI,6,NH3,5,216.53098,15.822836
20251016UTc-SED,NH3_PCld_AOI_CI,6,NH3,6,118.72161,24.955341
20251016UTc-SED,NH3_PCld_AOI_CI,6,PCld,1,2006.2064,162.87418
20251016UTc-SED,NH3_PCld_AOI_CI,6,PCld,2,2237.4277,135.15524
20251016UTc-SED,NH3_PCld_AOI_CI,6,PCld,3,1919.6558,95.837166
20251016UTc-SED,NH3_PCld_AOI_CI,6,PCld,4,2224.7568,109.19851
20251016UTc-SED,NH3_PCld_AOI_CI,6,PCld,5,2689.731,193.14691
20251016UTc-SED,NH3_PCld_AOI_CI,6,PCld,6,2026.5787,113.53809
20251016UTc-SED,NH3_PCld_AOI_CI,6,AOI,1,0.21083802,0.012242829
20251016UTc-SED,NH3_PCld_AOI_CI,6,AOI,2,0.16590184,0.0127517
20251016UTc-SED,NH3_PCld_AOI_CI,6,AOI,3,0.1391148,0.0075086365
20251016UTc-SED,NH3_PCld_AOI_CI,6,AOI,4,0.17427434,0.0081293825
20251016UTc-SED,NH3_PCld_AOI_CI,6,AOI,5,0.18428147,0.009595956
20251016UTc-SED,NH3_PCld_AOI_CI,6,AOI,6,0.20163031,0.010621096
20251016UTc-SED,NH3_PCld_AOI_CI,6,CI,1,0.64291483,0.015174628
20251016UTc-SED,NH3_PCld_AOI_CI,6,CI,2,0.5417484,0.016802944
20251016UTc-SED,NH3_PCld_AOI_CI,6,CI,3,0.5069016,0.022114385
20251016UTc-SED,NH3_PCld_AOI_CI,6,CI,4,0.64109975,0.0185029
20251016UTc-SED,NH3_PCld_AOI_CI,6,CI,5,0.57961494,0.020214954
20251016UTc-SED,NH3_PCld_AOI_CI,6,CI,6,0.56276536,0.024221541
20251016UTc-SED,AOI_CI,4,AOI,1,0.21234475,0.0105387345
20251016UTc-SED,AOI_CI,4,AOI,2,0.14611545,0.010486799
20251016UTc-SED,AOI_CI,4,AOI,3,0.17640269,0.0090309335
20251016UTc-SED,AOI_CI,4,AOI,4,0.18716453,0.014671034
20251016UTc-SED,AOI_CI,4,CI,1,0.641604,0.016664645
20251016UTc-SED,AOI_CI,4,CI,2,0.51751494,0.022236941
20251016UTc-SED,AOI_CI,4,CI,3,0.63782436,0.02058124
20251016UTc-SED,AOI_CI,4,CI,4,0.557337,0.017876197
20251016UTc-SED,AOI_CI,5,AOI,1,0.21501146,0.008726469
20251016UTc-SED,AOI_CI,5,AOI,2,0.14612916,0.0104843145
20251016UTc-SED,AOI_CI,5,AOI,3,0.16816469,0.0058843927
20251016UTc-SED,AOI_CI,5,AOI,4,0.18725844,0.014537983
20251016UTc-SED,AOI_CI,5,AOI,5,0.18461406,0.008874652
20251016UTc-SED,AOI_CI,5,CI,1,0.6399882,0.017451892
20251016UTc-SED,AOI_CI,5,CI,2,0.51761025,0.022317404
20251016UTc-SED,AOI_CI,5,CI,3,0.65592545,0.010868772
20251016UTc-SED,AOI_CI,5,CI,4,0.55660164,0.01726086
20251016UTc-SED,AOI_CI,5,CI,5,0.6311118,0.01927284
20251016UTc-SED,AOI_CI,6,AOI,1,0.20211129,0.0083141485
20251016UTc-SED,AOI_CI,6,AOI,2,0.14128335,0.008123549
20251016UTc-SED,AOI_CI,6,AOI,3,0.21241564,0.010575696
20251016UTc-SED,AOI_CI,6,AOI,4,0.17805004,0.0058287345
20251016UTc-SED,AOI_CI,6,AOI,5,0.16967964,0.010129474
20251016UTc-SED,AOI_CI,6,AOI,6,0.17641959,0.00954614
20251016UTc-SED,AOI_CI,6,CI,1,0.56045496,0.0208889
20251016UTc-SED,AOI_CI,6,CI,2,0.51229304,0.022929061
20251016UTc-SED,AOI_CI,6,CI,3,0.6421996,0.016196372
20251016UTc-SED,AOI_CI,6,CI,4,0.5912899,0.016706942
20251016UTc-SED,AOI_CI,6,CI,5,0.54357046,0.014257194
20251016UTc-SED,AOI_CI,6,CI,6,0.6424549,0.017269436
20251016UTc-SED,275_395_502_619_631_645_673_727_889,4,275,1,0.33115405,0.0063167354
20251016UTc-SED,275_395_502_619_631_645_673_727_889,4,275,2,0.33550647,0.0067722052
20251016UTc-SED,275_395_502_619_631_645_673_727_889,4,275,3,0.3294865,0.007895039
