observation,analysis,n_clusters,variable,cluster,mean,stddev
20251016UTa-NEZ-A2,NH3_PCld_AOI_CI,4,PCld,1,2083.0125,98.60553
20251016UTa-NEZ-A2,NH3_PCld_AOI_CI,4,PCld,2,1794.8135,121.95813
20251016UTa-NEZ-A2,NH3_PCld_AOI_CI,4,PCld,3,1710.7266,219.15259
20251016UTa-NEZ-A2,NH3_PCld_AOI_CI,4,PCld,4,1868.7002,120.934135
20251016UTa-NEZ-A2,NH3_PCld_AOI_CI,4,AOI,1,0.28914928,0.010463886
20251016UTa-NEZ-A2,NH3_PCld_AOI_CI,4,AOI,2,0.17486261,0.0126548605
20251016UTa-NEZ-A2,NH3_PCld_AOI_CI,4,AOI,3,0.26814735,0.037547033
20251016UTa-NEZ-A2,NH3_PCld_AOI_CI,4,AOI,4,0.25530705,0.012995662
20251016UTa-NEZ-A2,NH3_PCld_AOI_CI,4,CI,1,0.6199584,0.04603862
20251016UTa-NEZ-A2,NH3_PCld_AOI_CI,4,CI,2,0.49125603,0.05479719
20251016UTa-NEZ-A2,NH3_PCld_AOI_CI,4,CI,3,0.5385371,0.063952595
20251016UTa-NEZ-A2,NH3_PCld_AOI_CI,4,CI,4,0.6798999,0.020580191
20251016UTa-NEZ-A2,NH3_PCld_AOI_CI,5,NH3,1,215.7513,26.590445
20251016UTa-NEZ-A2,NH3_PCld_AOI_CI,5,NH3,2,120.97876,41.67947
20251016UTa-NEZ-A2,NH3_PCld_AOI_CI,5,NH3,3,128.17886,27.518806
20251016UTa-NEZ-A2,NH3_PCld_AOI_CI,5,NH3,4,80.10084,25.54359
20251016UTa-NEZ-A2,NH3_PCld_AOI_CI,5,NH3,5,249.209,21.358433
20251016UTa-NEZ-A2,NH3_PCld_AOI_CI,5,PCld,1,1868.6405,121.511215
20251016UTa-NEZ-A2,NH3_PCld_AOI_CI,5,PCld,2,1675.8275,200.75299
20251016UTa-NEZ-A2,NH3_PCld_AOI_CI,5,PCld,3,1799.7878,169.55247
20251016UTa-NEZ-A2,NH3_PCld_AOI_CI,5,PCld,4,1810.8782,110.27737
20251016UTa-NEZ-A2,NH3_PCld_AOI_CI,5,PCld,5,2083.478,97.92781
20251016UTa-NEZ-A2,NH3_PCld_AOI_CI,5,AOI,1,0.25525668,0.01303385
20251016UTa-NEZ-A2,NH3_PCld_AOI_CI,5,AOI,2,0.2787713,0.02979305
20251016UTa-NEZ-A2,NH3_PCld_AOI_CI,5,AOI,3,0.18465646,0.017873742
20251016UTa-NEZ-A2,NH3_PCld_AOI_CI,5,AOI,4,0.17197028,0.010503674
20251016UTa-NEZ-A2,NH3_PCld_AOI_CI,5,AOI,5,0.28907728,0.010468603
20251016UTa-NEZ-A2,NH3_PCld_AOI_CI,5,CI,1,0.6797747,0.020728996
20251016UTa-NEZ-A2,NH3_PCld_AOI_CI,5,CI,2,0.540001,0.06486562
20251016UTa-NEZ-A2,NH3_PCld_AOI_CI,5,CI,3,0.5502339,0.047767356
20251016UTa-NEZ-A2,NH3_PCld_AOI_CI,5,CI,4,0.45624456,0.015925491
20251016UTa-NEZ-A2,NH3_PCld_AOI_CI,5,CI,5,0.62048084,0.045942858
20251016UTa-NEZ-A2,NH3_PCld_AOI_CI,6,NH3,1,79.884186,25.418526
20251016UTa-NEZ-A2,NH3_PCld_AOI_CI,6,NH3,2,215.75858,26.37411
20251016UTa-NEZ-A2,NH3_PCld_AOI_CI,6,NH3,3,141.53096,33.88642
20251016UTa-NEZ-A2,NH3_PCld_AOI_CI,6,NH3,4,249.82059,20.505713
20251016UTa-NEZ-A2,NH3_PCld_AOI_CI,6,NH3,5,113.3198,43.396255
20251016UTa-NEZ-A2,NH3_PCld_AOI_CI,6,NH3,6,128.25824,27.501028
20251016UTa-NEZ-A2,NH3_PCld_AOI_CI,6,PCld,1,1811.5388,109.46895
20251016UTa-NEZ-A2,NH3_PCld_AOI_CI,6,PCld,2,1869.8505,118.6196
20251016UTa-NEZ-A2,NH3_PCld_AOI_CI,6,PCld,3,1515.238,135.51291
20251016UTa-NEZ-A2,NH3_PCld_AOI_CI,6,PCld,4,2081.1104,98.79187
20251016UTa-NEZ-A2,NH3_PCld_AOI_CI,6,PCld,5,1757.4167,179.40501
20251016UTa-NEZ-A2,NH3_PCld_AOI_CI,6,PCld,6,1802.0701,170.76553
20251016UTa-NEZ-A2,NH3_PCld_AOI_CI,6,AOI,1,0.17179465,0.010341541
20251016UTa-NEZ-A2,NH3_PCld_AOI_CI,6,AOI,2,0.25494653,0.012947008
20251016UTa-NEZ-A2,NH3_PCld_AOI_CI,6,AOI,3,0.29947606,0.02215584
20251016UTa-NEZ-A2,NH3_PCld_AOI_CI,6,AOI,4,0.2885355,0.010616297
20251016UTa-NEZ-A2,NH3_PCld_AOI_CI,6,AOI,5,0.26798877,0.026708324
20251016UTa-NEZ-A2,NH3_PCld_AOI_CI,6,AOI,6,0.1844042,0.017594324
20251016UTa-NEZ-A2,NH3_PCld_AOI_CI,6,CI,1,0.4559312,0.01564225
20251016UTa-NEZ-A2,NH3_PCld_AOI_CI,6,CI,2,0.67979985,0.020734116
20251016UTa-NEZ-A2,NH3_PCld_AOI_CI,6,CI,3,0.6169797,0.04691078
20251016UTa-NEZ-A2,NH3_PCld_AOI_CI,6,CI,4,0.6232056,0.04542496
20251016UTa-NEZ-A2,NH3_PCld_AOI_CI,6,CI,5,0.50625545,0.043324746
20251016UTa-NEZ-A2,NH3_PCld_AOI_CI,6,CI,6,0.549587,0.04847692
20251016UTa-NEZ-A2,AOI_CI,4,AOI,1,0.2577869,0.0145028345
20251016UTa-NEZ-A2,AOI_CI,4,AOI,2,0.17582929,0.013308945
20251016UTa-NEZ-A2,AOI_CI,4,AOI,3,0.29825625,0.012991808
20251016UTa-NEZ-A2,AOI_CI,4,AOI,4,0.2511984,0.02369043
20251016UTa-NEZ-A2,AOI_CI,4,CI,1,0.67836434,0.020383881
20251016UTa-NEZ-A2,AOI_CI,4,CI,2,0.49279004,0.054481544
20251016UTa-NEZ-A2,AOI_CI,4,CI,3,0.5861073,0.04185993
20251016UTa-NEZ-A2,AOI_CI,4,CI,4,0.49698585,0.040574055
20251016UTa-NEZ-A2,AOI_CI,5,AOI,1,0.25749022,0.0142871635
20251016UTa-NEZ-A2,AOI_CI,5,AOI,2,0.18114914,0.015209952
20251016UTa-NEZ-A2,AOI_CI,5,AOI,3,0.29784495,0.013034493
20251016UTa-NEZ-A2,AOI_CI,5,AOI,4,0.2531557,0.024803154
20251016UTa-NEZ-A2,AOI_CI,5,AOI,5,0.17161313,0.010225477
20251016UTa-NEZ-A2,AOI_CI,5,CI,1,0.67863107,0.020259356
20251016UTa-NEZ-A2,AOI_CI,5,CI,2,0.5521075,0.046278745
20251016UTa-NEZ-A2,AOI_CI,5,CI,3,0.58978456,0.041618228
20251016UTa-NEZ-A2,AOI_CI,5,CI,4,0.49471796,0.03884708
20251016UTa-NEZ-A2,AOI_CI,5,CI,5,0.4549593,0.014652719
20251016UTa-NEZ-A2,AOI_CI,6,AOI,1,0.29885468,0.014279287
20251016UTa-NEZ-A2,AOI_CI,6,AOI,2,0.17161071,0.010223847
20251016UTa-NEZ-A2,AOI_CI,6,AOI,3,0.24751751,0.008738977
20251016UTa-NEZ-A2,AOI_CI,6,AOI,4,0.18114579,0.015223379
20251016UTa-NEZ-A2,AOI_CI,6,AOI,5,0.25207373,0.02424272
20251016UTa-NEZ-A2,AOI_CI,6,AOI,6,0.27324107,0.008889996
20251016UTa-NEZ-A2,AOI_CI,6,CI,1,0.58005136,0.03880532
20251016UTa-NEZ-A2,AOI_CI,6,CI,2,0.4549546,0.014649498
20251016UTa-NEZ-A2,AOI_CI,6,CI,3,0.67663944,0.022988124
20251016UTa-NEZ-A2,AOI_CI,6,CI,4,0.5523176,0.046192504
20251016UTa-NEZ-A2,AOI_CI,6,CI,5,0.4924189,0.037154604
20251016UTa-NEZ-A2,AOI_CI,6,CI,6,0.6775961,0.018475555
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,4,275,1,0.32288226,0.004713121
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,4,275,2,0.29325992,0.011919192
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,4,275,3,0.30761254,0.018046457
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,4,275,4,0.30616447,0.003884615
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,4,395,1,0.27537557,0.016746633
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,4,395,2,0.4045636,0.050429184
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,4,395,3,0.34149328,0.041496295
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,4,395,4,0.46717718,0.019012684
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,4,502,1,0.43813542,0.03219166
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,4,502,2,0.5985957,0.058328215
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,4,502,3,0.5371273,0.050032824
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,4,502,4,0.6613637,0.02897249
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,4,619,1,0.5140181,0.021043606
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,4,619,2,0.5547168,0.06342406
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,4,619,3,0.5479465,0.0333779
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,4,619,4,0.58173937,0.029887881
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,4,631,1,0.60517126,0.02242273
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,4,631,2,0.6572712,0.05813255
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,4,631,3,0.64388317,0.03801993
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,4,631,4,0.6895941,0.030636178
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,4,645,1,0.58615327,0.02172605
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,4,645,2,0.6031443,0.07085866
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,4,645,3,0.6131719,0.03787243
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,4,645,4,0.63006145,0.033858392
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,4,673,1,0.6307233,0.019903468
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,4,673,2,0.6703489,0.05609027
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,4,673,3,0.6609691,0.037272457
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,4,673,4,0.6987267,0.028502477
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,4,727,1,0.2838,0.010701693
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,4,727,2,0.3114361,0.037240896
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,4,727,3,0.29740933,0.019539619
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,4,727,4,0.3151673,0.013110505
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,4,889,1,0.055772334,0.0029553527
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,4,889,2,0.08548613,0.004268237
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,4,889,3,0.06660881,0.00923986
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,4,889,4,0.078391835,0.0033472446
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,5,275,1,0.30647945,0.0037583655
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,5,275,2,0.2907856,0.008649441
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,5,275,3,0.30235362,0.012211904
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,5,275,4,0.3082641,0.01834874
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,5,275,5,0.32285967,0.0047341757
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,5,395,1,0.46950498,0.017789792
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,5,395,2,0.3950776,0.040227316
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,5,395,3,0.43613115,0.048851084
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,5,395,4,0.3388184,0.04045226
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,5,395,5,0.2754393,0.016789088
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,5,502,1,0.66545004,0.026253365
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,5,502,2,0.5761005,0.03271066
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,5,502,3,0.64892715,0.05545124
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,5,502,4,0.534426,0.049292054
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,5,502,5,0.43826127,0.032249536
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,5,619,1,0.5859301,0.027127229
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,5,619,2,0.5188614,0.018069867
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,5,619,3,0.6178105,0.06429437
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,5,619,4,0.5483195,0.032151323
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,5,619,5,0.5141872,0.02124572
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,5,631,1,0.69376993,0.02798325
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,5,631,2,0.62575907,0.017020356
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,5,631,3,0.71441126,0.061144754
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,5,631,4,0.64371514,0.037260793
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,5,631,5,0.6053361,0.022599917
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,5,645,1,0.6347971,0.03069028
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,5,645,2,0.5616253,0.018127
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,5,645,3,0.6780766,0.06836621
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,5,645,4,0.6135811,0.0364005
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,5,645,5,0.5863322,0.02193083
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,5,673,1,0.702615,0.026052533
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,5,673,2,0.63958216,0.016228523
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,5,673,3,0.72605973,0.058519963
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,5,673,4,0.6609472,0.036485445
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,5,673,5,0.6308813,0.02008446
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,5,727,1,0.3170227,0.011975892
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,5,727,2,0.28943795,0.009770355
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,5,727,3,0.34569895,0.04176066
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,5,727,4,0.29792744,0.018373212
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,5,727,5,0.2838865,0.010805253
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,5,889,1,0.07826021,0.003367862
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,5,889,2,0.08321122,0.0021665052
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,5,889,3,0.08622053,0.009138984
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,5,889,4,0.066244565,0.0093287
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,5,889,5,0.05578974,0.0029748417
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,6,275,1,0.30634493,0.0038331698
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,6,275,2,0.3228993,0.004707021
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,6,275,3,0.28179997,0.0052203876
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,6,275,4,0.31307137,0.016059633
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,6,275,5,0.30162418,0.012359313
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,6,275,6,0.2991284,0.007847227
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,6,395,1,0.471073,0.01820191
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,6,395,2,0.27496636,0.016292734
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,6,395,3,0.32034597,0.030137079
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,6,395,4,0.34683928,0.037736572
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,6,395,5,0.43145853,0.05030328
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,6,395,6,0.4325391,0.030460428
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,6,502,1,0.671254,0.023805432
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,6,502,2,0.4373935,0.0313898
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,6,502,3,0.51048243,0.034911096
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,6,502,4,0.54423654,0.045728058
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,6,502,5,0.6428314,0.05765166
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,6,502,6,0.6071292,0.02898968
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,6,619,1,0.5920148,0.024140097
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,6,619,2,0.5137375,0.020860182
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,6,619,3,0.5087749,0.012328281
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,6,619,4,0.554731,0.031023003
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,6,619,5,0.6107502,0.06578958
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,6,619,6,0.5348158,0.021658247
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,6,631,1,0.7000477,0.025199287
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,6,631,2,0.6048475,0.022191077
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,6,631,3,0.60580474,0.0109790135
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,6,631,4,0.65211475,0.03490393
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,6,631,5,0.70761496,0.06256082
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,6,631,6,0.6417145,0.02065794
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,6,645,1,0.64208955,0.026701592
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,6,645,2,0.58593005,0.021646166
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,6,645,3,0.5611338,0.017554399
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,6,645,4,0.6214712,0.034407787
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,6,645,5,0.670376,0.06992996
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,6,645,6,0.57590646,0.023126323
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,6,673,1,0.70841867,0.02345866
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,6,673,2,0.6304923,0.019794116
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,6,673,3,0.6211746,0.011208591
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,6,673,4,0.6696248,0.033399798
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,6,673,5,0.71965414,0.059761256
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,6,673,6,0.6542113,0.01953623
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,6,727,1,0.31901458,0.011035958
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,6,727,2,0.2836876,0.010641225
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,6,727,3,0.29048777,0.011033711
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,6,727,4,0.29781646,0.019686047
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,6,727,5,0.34156233,0.042203315
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,6,727,6,0.29688618,0.012182875
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,6,889,1,0.07780773,0.0032869
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,6,889,2,0.055738386,0.0029341104
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,6,889,3,0.08203141,0.0030629914
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,6,889,4,0.06361389,0.0077035204
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,6,889,5,0.08579496,0.00897717
20251016UTa-NEZ-A2,275_395_502_619_631_645_673_727_889,6,889,6,0.08218476,0.0025499298
20251016UTc-NEZ-East,NH3_PCld,4,NH3,1,67.74175,16.921371
20251016UTc-NEZ-East,NH3_PCld,4,NH3,2,110.98549,21.18285
20251016UTc-NEZ-East,NH3_PCld,4,NH3,3,167.79514,19.817135
20251016UTc-NEZ-East,NH3_PCld,4,NH3,4,158.94106,22.303843
20251016UTc-NEZ-East,NH3_PCld,4,PCld,1,1967.4895,147.62769
20251016UTc-NEZ-East,NH3_PCld,4,PCld,2,1685.9585,119.05285
20251016UTc-NEZ-East,NH3_PCld,4,PCld,3,2550.543,182.98415
20251016UTc-NEZ-East,NH3_PCld,4,PCld,4,2046.5461,144.77771
20251016UTc-NEZ-East,NH3_PCld,5,NH3,1,122.48121,21.986847
20251016UTc-NEZ-East,NH3_PCld,5,NH3,2,66.89744,17.58113
20251016UTc-NEZ-East,NH3_PCld,5,NH3,3,76.26133,16.305546
20251016UTc-NEZ-East,NH3_PCld,5,NH3,4,166.85904,19.2519
20251016UTc-NEZ-East,NH3_PCld,5,NH3,5,160.4276,22.748184
20251016UTc-NEZ-East,NH3_PCld,5,PCld,1,1688.8884,124.40225
20251016UTc-NEZ-East,NH3_PCld,5,PCld,2,1861.8792,99.27096
20251016UTc-NEZ-East,NH3_PCld,5,PCld,3,2131.4075,93.86886
20251016UTc-NEZ-East,NH3_PCld,5,PCld,4,2571.4429,181.1493
20251016UTc-NEZ-East,NH3_PCld,5,PCld,5,2072.0376,136.51297
20251016UTc-NEZ-East,NH3_PCld,6,NH3,1,179.69177,15.388886
20251016UTc-NEZ-East,NH3_PCld,6,NH3,2,67.37323,17.939823
20251016UTc-NEZ-East,NH3_PCld,6,NH3,3,159.07512,22.10411
20251016UTc-NEZ-East,NH3_PCld,6,NH3,4,146.5464,16.863983
20251016UTc-NEZ-East,NH3_PCld,6,NH3,5,73.66332,15.849113
20251016UTc-NEZ-East,NH3_PCld,6,NH3,6,112.78296,19.529898
20251016UTc-NEZ-East,NH3_PCld,6,PCld,1,2236.4456,129.46043
20251016UTc-NEZ-East,NH3_PCld,6,PCld,2,1868.5981,91.89427
20251016UTc-NEZ-East,NH3_PCld,6,PCld,3,2664.678,174.30402
20251016UTc-NEZ-East,NH3_PCld,6,PCld,4,1966.7399,120.226074
20251016UTc-NEZ-East,NH3_PCld,6,PCld,5,2131.0671,88.212975
20251016UTc-NEZ-East,NH3_PCld,6,PCld,6,1650.9487,111.62482
20251016UTc-NEZ-East,NH3_PCld_AOI_CI,4,NH3,1,66.71267,15.488037
20251016UTc-NEZ-East,NH3_PCld_AOI_CI,4,NH3,2,165.34032,23.80855
20251016UTc-NEZ-East,NH3_PCld_AOI_CI,4,NH3,3,158.87701,20.732119
20251016UTc-NEZ-East,NH3_PCld_AOI_CI,4,NH3,4,87.90757,26.51966
20251016UTc-NEZ-East,NH3_PCld_AOI_CI,4,PCld,1,1972.4926,148.97078
20251016UTc-NEZ-East,NH3_PCld_AOI_CI,4,PCld,2,2283.9531,333.64294
20251016UTc-NEZ-East,NH3_PCld_AOI_CI,4,PCld,3,2035.0446,161.80171
20251016UTc-NEZ-East,NH3_PCld_AOI_CI,4,PCld,4,1840.5859,197.92987
20251016UTc-NEZ-East,NH3_PCld_AOI_CI,4,AOI,1,0.17038305,0.011551091
20251016UTc-NEZ-East,NH3_PCld_AOI_CI,4,AOI,2,0.24149981,0.0093694925
20251016UTc-NEZ-East,NH3_PCld_AOI_CI,4,AOI,3,0.24773036,0.019865273
20251016UTc-NEZ-East,NH3_PCld_AOI_CI,4,AOI,4,0.25147814,0.02392755
20251016UTc-NEZ-East,NH3_PCld_AOI_CI,4,CI,1,0.46931672,0.023498759
20251016UTc-NEZ-East,NH3_PCld_AOI_CI,4,CI,2,0.6276169,0.027591085
20251016UTc-NEZ-East,NH3_PCld_AOI_CI,4,CI,3,0.64223266,0.014045731
20251016UTc-NEZ-East,NH3_PCld_AOI_CI,4,CI,4,0.5224646,0.07296527
20251016UTc-NEZ-East,NH3_PCld_AOI_CI,5,NH3,1,157.1644,19.143404
20251016UTc-NEZ-East,NH3_PCld_AOI_CI,5,NH3,2,66.61421,15.3486595
20251016UTc-NEZ-East,NH3_PCld_AOI_CI,5,NH3,3,173.29567,21.795658
20251016UTc-NEZ-East,NH3_PCld_AOI_CI,5,NH3,4,124.68115,20.340445
20251016UTc-NEZ-East,NH3_PCld_AOI_CI,5,NH3,5,80.24608,24.204018
20251016UTc-NEZ-East,NH3_PCld_AOI_CI,5,PCld,1,2024.9684,141.0779
20251016UTc-NEZ-East,NH3_PCld_AOI_CI,5,PCld,2,1974.2384,148.45857
20251016UTc-NEZ-East,NH3_PCld_AOI_CI,5,PCld,3,2375.215,250.04366
20251016UTc-NEZ-East,NH3_PCld_AOI_CI,5,PCld,4,1698.4144,145.57779
20251016UTc-NEZ-East,NH3_PCld_AOI_CI,5,PCld,5,1906.6,180.52783
20251016UTc-NEZ-East,NH3_PCld_AOI_CI,5,AOI,1,0.24700074,0.020462466
20251016UTc-NEZ-East,NH3_PCld_AOI_CI,5,AOI,2,0.1697683,0.010826084
20251016UTc-NEZ-East,NH3_PCld_AOI_CI,5,AOI,3,0.24148929,0.0103159
20251016UTc-NEZ-East,NH3_PCld_AOI_CI,5,AOI,4,0.26555312,0.017362194
20251016UTc-NEZ-East,NH3_PCld_AOI_CI,5,AOI,5,0.24247292,0.021581179
20251016UTc-NEZ-East,NH3_PCld_AOI_CI,5,CI,1,0.6431783,0.011743292
20251016UTc-NEZ-East,NH3_PCld_AOI_CI,5,CI,2,0.4699742,0.02330684
20251016UTc-NEZ-East,NH3_PCld_AOI_CI,5,CI,3,0.63239336,0.023538396
20251016UTc-NEZ-East,NH3_PCld_AOI_CI,5,CI,4,0.61563045,0.03965745
20251016UTc-NEZ-East,NH3_PCld_AOI_CI,5,CI,5,0.49566865,0.059440993
20251016UTc-NEZ-East,NH3_PCld_AOI_CI,6,NH3,1,157.70064,19.204369
20251016UTc-NEZ-East,NH3_PCld_AOI_CI,6,NH3,2,66.512375,15.146721
20251016UTc-NEZ-East,NH3_PCld_AOI_CI,6,NH3,3,70.313385,25.686682
