x,y,dx_px,dy_px,speed_m_s,dir_from_deg
30.0,5.0,0.01382389198988676,-0.037513330578804016,0.1385696917551903,339.77084906761115
35.0,5.0,2.406301975250244,0.1303471475839615,8.35254224224418,266.8993710754256
40.0,5.0,3.643678665161133,-0.8177679181098938,12.943261655509883,282.6495510064041
45.0,5.0,5.2518744468688965,-1.8492803573608398,19.298667822124052,289.39809190421465
50.0,5.0,5.982013702392578,-2.6036617755889893,22.61263627479069,293.52100587953373
55.0,5.0,5.394567012786865,-3.236987590789795,21.805555086402965,300.96568844880466
60.0,5.0,3.6456573009490967,-3.2290961742401123,16.879914419621823,311.5325230518172
65.0,5.0,0.8619423508644104,-2.3152382373809814,8.562758616846015,339.5801542573727
70.0,5.0,1.7075682878494263,-1.8052364587783813,8.61269610826472,316.59261134656134
75.0,5.0,3.2182796001434326,-1.0178037881851196,11.699198011174504,287.5499287626225
80.0,5.0,4.116087913513184,-1.4513823986053467,15.127420428020999,289.4232668697848
85.0,5.0,4.776157379150391,-2.6417057514190674,18.91775813614381,298.9471017511804
90.0,5.0,2.843033790588379,-3.2451012134552,14.953629079001432,318.7783923415423
95.0,5.0,2.147153377532959,-3.5095837116241455,14.260279083763113,328.54182322180185
100.0,5.0,0.5409882068634033,-2.9306252002716064,10.329253321765549,349.54104174001657
105.0,5.0,0.7707597017288208,-1.8781168460845947,7.03646204555928,337.68726131354936
110.0,5.0,1.406339406967163,-0.701095461845398,5.446549726883492,296.49740583220876
115.0,5.0,3.920375347137451,0.5211024880409241,13.707651471886809,262.428537487301
120.0,5.0,7.2164387702941895,0.8003664612770081,25.16575856696869,263.6712595282856
125.0,5.0,7.985096454620361,0.7960690259933472,27.813781842623833,264.3067462715884
130.0,5.0,8.0359525680542,1.0170557498931885,28.07504302351987,262.7868146982431
135.0,5.0,5.58310604095459,1.8683050870895386,20.405951407998042,251.4979332806205
140.0,5.0,6.913328647613525,1.7388230562210083,24.70810670757157,255.88195457992782
145.0,5.0,8.926299095153809,0.594102680683136,31.00727022269879,266.19221285017187
150.0,5.0,10.413865089416504,-0.030028486624360085,36.09491854995267,270.1652125090478
155.0,5.0,11.834035873413086,-0.019856687635183334,41.01718073212461,270.0961382355995
160.0,5.0,12.754582405090332,0.2412540465593338,44.21567248990648,268.91637451867365
165.0,5.0,12.995776176452637,0.5218366980552673,45.08004867393853,267.70056162291723
170.0,5.0,10.758164405822754,1.1112866401672363,37.486529724656094,264.1024319132127
175.0,5.0,7.117894649505615,1.8702081441879272,25.508215176848523,255.278436978007
180.0,5.0,6.023800849914551,2.328315258026123,22.38401456952658,248.86752108836384
185.0,5.0,3.9145469665527344,3.60978364944458,18.456151005222694,227.3194239051362
190.0,5.0,2.576268196105957,4.1897687911987305,17.04755497900738,211.58715354875235
195.0,5.0,3.5044243335723877,3.3394534587860107,16.77821276551356,226.3808406704582
200.0,5.0,3.9752259254455566,2.3065383434295654,15.929618944539866,239.87648242124706
205.0,5.0,3.573179244995117,0.8854317665100098,12.759321772352578,256.082484748626
210.0,5.0,3.579838514328003,1.1406490802764893,13.02246275958821,252.3264859972438
215.0,5.0,5.290837287902832,0.8283642530441284,18.561600667538233,261.101678064212
220.0,5.0,6.825125217437744,1.0121363401412964,23.914791553019583,261.5647617559389
225.0,5.0,7.633486747741699,0.5527634620666504,26.527170953787888,265.85827147031074
230.0,5.0,7.722237586975098,0.3662812411785126,26.79559844660064,267.28438139038855
235.0,5.0,8.959589004516602,0.43252211809158325,31.090368133240236,267.2362049294727
240.0,5.0,11.57153034210205,0.7644076943397522,40.19468648279581,266.22056965947235
245.0,5.0,12.431451797485352,0.9155694246292114,43.20448568079972,265.7878031058724
250.0,5.0,13.781577110290527,0.4907684624195099,47.79763671874166,267.9605320576351
255.0,5.0,15.524471282958984,-0.03803043067455292,53.80844417288605,270.14035768254337
260.0,5.0,16.265560150146484,-0.41708511114120483,56.39545047358153,271.46886923966326
265.0,5.0,16.311779022216797,-0.31064367294311523,56.54736642023531,271.091016504912
270.0,5.0,16.016422271728516,-0.08301213383674622,55.51414520891961,270.2969578504142
275.0,5.0,15.191083908081055,1.2245635986328125,52.82354601962336,265.3913135726286
280.0,5.0,14.182523727416992,2.5507125854492188,49.945734062402195,259.8044071316425
285.0,5.0,13.684287071228027,1.6377061605453491,47.76860750817326,263.1754226620908
290.0,5.0,14.010905265808105,0.7294797897338867,48.62799372113905,267.0195781764329
295.0,5.0,14.957085609436035,0.23676429688930511,51.84820169295502,269.0931079484706
300.0,5.0,14.94786548614502,0.13886649906635284,51.81198542274323,269.46773434394873
305.0,5.0,14.220952033996582,0.3379978537559509,49.30416596866084,268.63847335165036
310.0,5.0,14.94202995300293,0.666051983833313,51.84095087541593,267.44768803665943
315.0,5.0,16.093067169189453,1.18646240234375,55.930437986141335,265.7834934091758
320.0,5.0,16.73680305480957,1.3599539995193481,58.20145009053083,265.35461974081505
325.0,5.0,16.00116729736328,1.0723222494125366,55.584923706099076,266.1660415650966
330.0,5.0,14.663813591003418,0.916274905204773,50.924342473853166,266.42449636928677
335.0,5.0,15.17284107208252,0.06292445957660675,52.58997411423938,269.76238561547876
340.0,5.0,14.97828483581543,-0.41871196031570435,51.9354649745916,271.60126357357825
345.0,5.0,14.610990524291992,-0.4258437156677246,50.66363561280122,271.66943798059583
0.0,10.0,-1.6959599256515503,-1.296500563621521,7.399136878748896,52.60338393893784
5.0,10.0,-1.2911051511764526,-1.5623916387557983,7.025036673814829,39.56912219872663
10.0,10.0,-1.1786805391311646,-1.4829365015029907,6.565715199560165,38.47868621233448
15.0,10.0,-0.9732385277748108,-1.473340392112732,6.12019353249046,33.44739362417812
20.0,10.0,-1.9143097400665283,-0.5231348276138306,6.878346584909923,74.71562447021722
25.0,10.0,-1.4933750629425049,-0.15631477534770966,5.204360729057902,84.0244873875248
30.0,10.0,0.7590528130531311,0.13961510360240936,2.6750332268211228,259.5778869161498
35.0,10.0,2.9328107833862305,0.24696113169193268,10.201185636852946,265.1866898030794
40.0,10.0,3.4587182998657227,-0.18413656949996948,12.00499823732721,273.04745766404096
45.0,10.0,5.101857662200928,-1.8878859281539917,18.8550325589006,290.3064354017207
50.0,10.0,4.802383899688721,-2.4138875007629395,18.629627023491896,296.68609639983777
55.0,10.0,3.90171480178833,-3.017829418182373,17.096585110198653,307.7206010312392
60.0,10.0,2.449166774749756,-2.9954562187194824,13.410972417236641,320.72962984881553
65.0,10.0,-0.20963943004608154,-2.204601764678955,7.675685656399367,5.432022069582217
70.0,10.0,0.8773455023765564,-0.6486675143241882,3.78179397880869,306.4774585115656
75.0,10.0,1.8965351581573486,-0.3307551443576813,6.672665447221466,279.89286895292975
80.0,10.0,3.579740047454834,-1.1828854084014893,13.067326788378272,288.28556516053106
85.0,10.0,5.1592793464660645,-2.674945831298828,20.142823122814967,297.4055094141697
90.0,10.0,2.9838080406188965,-3.266602039337158,15.334509152910147,317.59052766609466
95.0,10.0,2.207172155380249,-3.4522435665130615,14.202095150651703,327.4074180669384
100.0,10.0,1.4482618570327759,-2.870189666748047,11.14286919507881,333.2250589453323
105.0,10.0,2.5322721004486084,-1.6275036334991455,10.433366282639977,302.72905284523637
110.0,10.0,3.1038899421691895,-0.366472065448761,10.83290161737023,276.73366072744204
115.0,10.0,4.462667465209961,0.6047110557556152,15.6090982296736,262.28317168548335
120.0,10.0,5.967291355133057,0.6765819191932678,20.81532924998101,263.53132918983545
125.0,10.0,7.677845478057861,0.7208406329154968,26.728669933338878,264.6364623147282
130.0,10.0,7.617947578430176,0.9874043464660645,26.624907154228193,262.61475110044745
135.0,10.0,5.779831409454346,1.8572298288345337,21.041900485342108,252.18626062874904
140.0,10.0,7.197162628173828,1.7549033164978027,25.676436929109713,256.29681255380143
145.0,10.0,8.86294174194336,0.4427480399608612,30.757527710483526,267.14016804491393
150.0,10.0,9.801953315734863,-0.319134920835495,33.99186605230328,271.86479435129417
155.0,10.0,11.224194526672363,-0.3302377760410309,38.92022935747121,271.68526782574736
160.0,10.0,12.771567344665527,0.16458740830421448,44.27031081038967,269.26166917375605
165.0,10.0,12.7464017868042,0.5312765836715698,44.21776961524132,267.61326392645134
170.0,10.0,9.791852951049805,1.282616376876831,34.22877698192845,262.53742089641173
175.0,10.0,6.603046894073486,1.9912694692611694,23.904397927987116,253.21835505489622
180.0,10.0,5.306330680847168,2.374290704727173,20.149055549526828,245.8941134891449
185.0,10.0,3.4405384063720703,3.3878629207611084,16.735907833462296,225.44198092637808
190.0,10.0,2.116456985473633,3.9741482734680176,15.606084151422625,208.0378062575498
195.0,10.0,2.729863166809082,3.3385531902313232,14.947428672373576,219.2721283698643
200.0,10.0,3.3689939975738525,2.3396058082580566,14.216586817080929,235.22186294024482
205.0,10.0,3.480994701385498,0.8567247986793518,12.425271000219444,256.17345090570586
210.0,10.0,3.6854426860809326,0.97012859582901,13.209002143105762,255.25243510103076
215.0,10.0,4.987741470336914,0.7090054750442505,17.461449542498197,261.90962978366565
220.0,10.0,6.0031208992004395,0.9530022144317627,21.067553669341518,260.97950564716854
225.0,10.0,7.082043647766113,0.9334555268287659,24.75887891241169,262.49135750371534
230.0,10.0,7.972081184387207,0.8933931589126587,27.804437484154825,263.6058132730013
235.0,10.0,8.684372901916504,0.7458381652832031,30.211100485886007,265.0913235721357
240.0,10.0,10.867345809936523,0.6268893480300903,37.7291643437788,266.69851745428383
245.0,10.0,12.020615577697754,0.5079580545425415,41.70099625045962,267.58027800588025
250.0,10.0,13.606287956237793,0.13542744517326355,47.16213778232464,269.4297368362562
255.0,10.0,15.481586456298828,-0.3273882567882538,53.67163939977843,271.2114501335959
260.0,10.0,15.736265182495117,-0.2880856394767761,54.55150590789302,271.04880335018163
265.0,10.0,15.4541015625,0.06929327547550201,53.56491760094999,269.74309825704285
270.0,10.0,15.187211990356445,0.392534077167511,52.656911402412774,268.51944255423285
275.0,10.0,15.290760040283203,0.9854753017425537,53.10818741434229,266.31244016320665
280.0,10.0,14.222620964050293,0.6593818068504333,49.348980189144996,267.34558336554323
285.0,10.0,13.048970222473145,0.3924926519393921,45.24857645331934,268.2771518391915
290.0,10.0,12.250259399414062,0.7472723722457886,42.53869063333716,266.5092522984968
295.0,10.0,12.53037166595459,0.7954304218292236,43.5180627290966,266.3677266133043
300.0,10.0,13.231410026550293,0.6242054104804993,45.91146833845628,267.29901508861496
305.0,10.0,13.82540512084961,0.32242894172668457,47.932298153186906,268.6640196627958
310.0,10.0,14.345392227172852,0.3840136229991913,49.73937107628476,268.46660821434944
315.0,10.0,15.239811897277832,0.8336434960365295,52.90061417356207,266.8689444232332
320.0,10.0,15.187413215637207,0.7358822822570801,52.70178555094551,267.22599240669274
325.0,10.0,14.80131721496582,0.7085451483726501,51.360556416044695,267.25931966256564
330.0,10.0,13.965807914733887,0.7768476605415344,48.48073820155902,266.8162049197634
335.0,10.0,13.938976287841797,0.086103156208992,48.31383128431767,269.6460798407619
340.0,10.0,13.890562057495117,-0.3934257924556732,48.16441165684435,271.6223686691096
345.0,10.0,13.270947456359863,-0.3556008040904999,46.01401163289563,271.53489803084074
0.0,15.0,-2.477125644683838,0.6322489380836487,8.86103978813141,104.31818866490988
5.0,15.0,-1.0244797468185425,-0.6861697435379028,4.2737536308928235,56.18685869635232
10.0,15.0,-0.7781112194061279,-1.1151673793792725,4.713106677290184,34.90551814000639
15.0,15.0,-0.6197955012321472,-1.2234164476394653,4.7535110187664324,26.867247926623747
20.0,15.0,-2.3535099029541016,-0.35519298911094666,8.249712660367834,81.41765882999783
25.0,15.0,-1.8563061952590942,-0.27043434977531433,6.50193173282568,81.71122600664654
30.0,15.0,1.486130952835083,-0.21124908328056335,5.202753881781256,278.09022498114155
35.0,15.0,3.407264232635498,-0.12976841628551483,11.81824197974664,272.1811019642278
40.0,15.0,3.7880449295043945,-0.3627638518810272,13.189545209366637,275.47027451132357
45.0,15.0,3.8301806449890137,-1.6394563913345337,14.440539520390848,293.17268306986193
50.0,15.0,3.45705509185791,-2.433469533920288,14.653153136805907,305.14225139983364
55.0,15.0,2.7148895263671875,-2.777696132659912,13.462401708943048,315.6551370992329
60.0,15.0,1.483041763305664,-2.147127389907837,9.044657436910233,325.36678525370235
65.0,15.0,-0.3046603500843048,-0.24008725583553314,1.3444435796027132,51.76016138840066
70.0,15.0,-0.7460046410560608,0.8136281371116638,3.826022470767187,137.48270984327257
75.0,15.0,0.2592473328113556,0.5640193223953247,2.1515280893032815,204.6855288179481
80.0,15.0,2.187323808670044,-0.7971610426902771,8.0691166541021,290.02405838921607
85.0,15.0,5.012759208679199,-2.7329421043395996,19.78879338266491,298.5990930129161
90.0,15.0,2.9386770725250244,-3.0379786491394043,14.64992804300119,315.95187644168686
95.0,15.0,2.295675039291382,-3.2296738624572754,13.733929837955422,324.5945158133168
100.0,15.0,2.317692279815674,-2.788280725479126,12.567026914308046,320.2657496874121
105.0,15.0,3.7817440032958984,-1.4394617080688477,14.025065622656783,290.8385443226824
110.0,15.0,3.9828224182128906,-0.3501279950141907,13.857820680565334,275.02392908482943
115.0,15.0,4.563235282897949,0.5470932126045227,15.929576313109457,263.16335389980617
120.0,15.0,5.8002142906188965,0.7898390889167786,20.289255920094686,262.2454943945775
125.0,15.0,7.044703006744385,0.766831636428833,24.5613828333548,263.7876857184459
130.0,15.0,6.634334087371826,0.9600796699523926,23.234332705018804,261.76567402849963
135.0,15.0,6.2459821701049805,1.2557382583618164,22.081949313708872,258.63237762156626
140.0,15.0,7.251317024230957,1.159687876701355,25.452668905084433,260.91375124535335
145.0,15.0,7.538543224334717,-0.5457090139389038,26.1971873254922,274.1403728470118
150.0,15.0,7.401158332824707,-1.4542471170425415,26.143145221964822,281.11638101071844
155.0,15.0,8.186894416809082,-1.3775042295455933,28.774887721073252,279.5509691549218
160.0,15.0,9.613696098327637,-0.5106611251831055,33.368334299559066,273.0405845257626
165.0,15.0,9.655060768127441,0.17784413695335388,33.470406591526505,268.94474343353596
170.0,15.0,7.093986988067627,1.0194486379623413,24.840562340992992,261.82223896903554
175.0,15.0,5.162237167358398,1.6344698667526245,18.76789917125082,252.43114781759243
180.0,15.0,4.783729553222656,1.7764227390289307,17.68685791160661,249.6276812396126
185.0,15.0,3.3076887130737305,2.550915479660034,14.477874953889295,232.36030871088659
190.0,15.0,2.151587963104248,2.7788476943969727,12.181172490049248,217.7496672949674
195.0,15.0,1.1910449266433716,2.4863131046295166,9.555399493625327,205.5963130243274
200.0,15.0,2.2749266624450684,1.0381966829299927,8.667253860748977,245.4697082654113
205.0,15.0,3.034956216812134,0.13057826459407806,10.528980949445767,267.53638221357375
210.0,15.0,3.5442025661468506,0.33261507749557495,12.338290030875802,264.6386288919
215.0,15.0,4.115490436553955,0.6268294453620911,14.428919443997174,261.3398499144514
220.0,15.0,5.050800323486328,0.7283467650413513,17.68730848084576,261.794273264317
225.0,15.0,6.221940517425537,0.6595428586006165,21.686254743558518,263.94908567331095
230.0,15.0,7.37125301361084,0.4338167607784271,25.59319157081626,266.63188445191815
235.0,15.0,7.661314010620117,0.37765103578567505,26.58658558156034,267.17798923299665
240.0,15.0,8.689855575561523,0.5524278283119202,30.1800997328744,266.3625117507364
245.0,15.0,9.921828269958496,0.72636878490448,34.4813872653561,265.81289341622744
250.0,15.0,11.527976989746094,0.6050507426261902,40.01131009916089,266.9955635756424
255.0,15.0,14.447872161865234,-0.07583457231521606,50.077447711826096,270.3007336294758
260.0,15.0,14.95069694519043,-0.13866253197193146,51.82179235995009,270.53138325914426
265.0,15.0,14.915950775146484,0.16135510802268982,51.70215725445925,269.38022012548527
270.0,15.0,14.557766914367676,0.4795415699481964,50.48502435967896,268.1133248748336
275.0,15.0,14.315232276916504,0.8335042595863342,49.70105748803776,266.6677160457907
280.0,15.0,12.663373947143555,0.4161343276500702,43.915325666644755,268.1178662138931
285.0,15.0,11.428953170776367,0.8448145985603333,39.7211695542073,265.7724528292275
290.0,15.0,10.477088928222656,1.6232908964157104,36.74718674473332,261.19278041062324
295.0,15.0,10.868758201599121,1.4515876770019531,38.005933173919225,262.39282298324025
300.0,15.0,11.821060180664062,0.9554663300514221,41.105768115576225,265.37897308318594
305.0,15.0,11.666549682617188,-0.21895770728588104,40.443731853209826,271.07520048262484
310.0,15.0,11.399652481079102,-1.2674591541290283,39.755005565616834,276.34431796559284
315.0,15.0,12.089067459106445,-0.3991769552230835,41.923906219525044,271.89120030946134
320.0,15.0,12.703145027160645,0.3907341957092285,44.050304744201775,268.23820290303337
325.0,15.0,12.963509559631348,0.6945309042930603,44.99635204826241,266.9332625088065
330.0,15.0,12.686144828796387,0.8139786124229431,44.0609756365151,266.3287746432469
335.0,15.0,12.275589942932129,0.5075804591178894,42.58391930957472,267.63223918072003
340.0,15.0,11.757040977478027,0.25220367312431335,40.759631069589965,268.7711201969105
345.0,15.0,10.83669662475586,0.4603661000728607,37.59419314899384,267.5674151628033
0.0,20.0,-1.9432405233383179,1.7483892440795898,9.060237264594454,131.9786228813743
5.0,20.0,-0.4710526466369629,0.1306937336921692,1.694358559713531,105.50669450971071
10.0,20.0,0.8081004619598389,-1.443555235862732,5.7340310297823684,330.7599510415789
15.0,20.0,-0.1900247484445572,-0.9396848678588867,3.3229034770307617,11.43228263540442
20.0,20.0,-2.253666639328003,-0.05659838393330574,7.81373904299969,88.56138127802132
25.0,20.0,-2.4178073406219482,-0.04113839939236641,8.381405654848566,89.0252204120813
30.0,20.0,0.5985371470451355,-0.3879757821559906,2.4722585192319593,302.95157695512046
35.0,20.0,3.8674020767211914,-0.19551904499530792,13.42165071682134,272.8941616338183
40.0,20.0,4.339601039886475,-0.3471512198448181,15.089237630593548,274.5737000288474
45.0,20.0,3.6678991317749023,-1.4629199504852295,13.686921313020958,291.74429377267745
50.0,20.0,3.0154552459716797,-2.3304476737976074,13.209147393998462,307.6980849514835
55.0,20.0,2.4496631622314453,-2.7649834156036377,12.803677448757247,318.4603588444969
60.0,20.0,1.8216520547866821,-1.682817816734314,8.595678861855557,312.7313377968436
65.0,20.0,-0.4563855826854706,0.3827885687351227,2.064587202631259,129.98788588517425
70.0,20.0,-1.8715449571609497,2.0670740604400635,9.664865123626885,137.8420627988566
75.0,20.0,-2.4393296241760254,1.5936721563339233,10.09925241258296,123.15754200165912
80.0,20.0,-1.753740906715393,0.4275132119655609,6.256519852387165,103.69991556377647
85.0,20.0,-1.0086021423339844,-1.049615740776062,5.045391482750597,43.85843225990942
90.0,20.0,0.5376276969909668,-2.072740316390991,7.421915402870775,345.4590547546681
95.0,20.0,1.490613579750061,-2.467965602874756,9.993222035662837,328.8686641546515
100.0,20.0,2.85105037689209,-2.381625175476074,12.876022243132965,309.87369774307547
105.0,20.0,3.971304416656494,-0.7878657579421997,14.032923896088729,281.2211884037045
110.0,20.0,4.202028274536133,0.08451137691736221,14.567301231804562,268.8478201033166
115.0,20.0,4.438656806945801,0.7455909848213196,15.600053818891707,260.4646618157677
120.0,20.0,5.33445930480957,0.968245267868042,18.79149469911893,259.7123762931311
125.0,20.0,6.023149013519287,0.937360942363739,21.127711452135,261.1542228075242
130.0,20.0,5.813935279846191,1.0532740354537964,20.479289547900517,259.73145670256014
135.0,20.0,6.156646728515625,0.7833142876625061,21.5111437566838,262.74917669808593
140.0,20.0,6.325383186340332,0.56389319896698,22.010913544400605,264.90568141020566
145.0,20.0,6.169111251831055,-0.8882127404212952,21.602810132563764,278.1929960439299
150.0,20.0,6.667440414428711,-1.8467512130737305,23.97963051712892,285.48169574720055
155.0,20.0,6.863255977630615,-1.8507435321807861,24.637972211485675,285.0914004977886
160.0,20.0,7.704911708831787,-1.0470147132873535,26.950896989438938,277.7384804728689
165.0,20.0,7.02372407913208,-0.2089165598154068,24.355204900975608,271.70372708285583
170.0,20.0,5.364920139312744,0.7568761706352234,18.779112106194233,261.9697795208656
175.0,20.0,2.8752408027648926,0.979979395866394,10.52861546934029,251.17915214335216
180.0,20.0,1.7745773792266846,0.4628109633922577,6.3564748792971155,255.3828221463691
185.0,20.0,2.632174015045166,-0.07799417525529861,9.127198228984089,271.6972395743844
190.0,20.0,2.7516183853149414,-0.34212440252304077,9.610628526420063,277.08753735778487
195.0,20.0,1.2459735870361328,0.4212665557861328,4.558739567155404,251.31948567688232
200.0,20.0,-0.12745125591754913,0.7928163409233093,2.7832060364325124,170.86740403374029
205.0,20.0,0.9603891372680664,0.5076704621315002,3.7651944652304494,242.1386611147277
210.0,20.0,3.1863527297973633,0.1930341124534607,11.064241891477238,266.5331712974545
215.0,20.0,3.8508737087249756,0.4633828103542328,13.443528812976643,263.13848285324207
220.0,20.0,4.312687397003174,0.1463196724653244,14.956504485789939,268.0568299025635
225.0,20.0,5.060783386230469,0.4071052670478821,17.597489564294207,265.40085148483263
230.0,20.0,5.935783386230469,0.5693555474281311,20.668030039373726,264.52099725726185
235.0,20.0,6.201480388641357,0.7159433364868164,21.637282734203964,263.41451856571217
240.0,20.0,5.847400665283203,1.0547575950622559,20.594346294779825,259.7749057037612
245.0,20.0,7.1854023933410645,1.1730384826660156,25.234513688749647,260.7280851171653
250.0,20.0,8.857622146606445,1.0703765153884888,30.9241314888479,263.10964928295675
255.0,20.0,12.638639450073242,0.0516759417951107,43.80626926631734,269.7657345254788
260.0,20.0,13.794633865356445,-0.3618369996547699,47.829059749295126,271.50253935340584
