Wavelength (nm),Filter Name,k_eff (NH3),l_eff (NH3),k_eff (CH4),l_eff (CH4),Trans,Tau,NH3 (m-atm),CH4 (m-atm)
620,620CH4,0.033214719692628306,618.5680727101301,0.4282131855219163,618.5680727101301,0.8815870850101098,0.12603149018023166,3794.4469002459523,294.3194988884369
647,647NH3,2.9643695417013123,646.6331157842266,0.0279186582023825,646.6331157842266,0.9628890791472756,0.03781705642730493,12.757200441885846,1354.5441959699097
