id_raw,xcenter_raw,ycenter_raw,aperture_sum_raw,aperture_sum_bkg,net_count_rate,Target,Filter,Date-Obs,SessionID
1,641.0,586.0,2000278503.9825678,24124797.466983847,197203483.86553672,0_Jupiter,647NH3,2022-11-09T02:26:46,20221109UT
1,970.0,785.0,2330596.131372331,2601364.219517814,135508.4549053151,2_Europa,647NH3,2022-11-09T02:26:46,20221109UT
2,1044.0,810.0,3115813.5318774143,2618905.258164961,213372.4060065554,3_Ganymede,647NH3,2022-11-09T02:26:46,20221109UT
3,1165.0,856.0,1638685.4281723446,2575472.1713240086,67288.33639258413,4_Callisto,647NH3,2022-11-09T02:26:46,20221109UT
1,641.0,586.0,2333437409.225964,24715505.883821078,219476398.36432317,0_Jupiter,632OI,2022-11-09T02:26:55,20221109UT
1,970.0,785.0,2511598.067437447,2733302.597520967,141581.86603496043,2_Europa,632OI,2022-11-09T02:26:55,20221109UT
2,1044.0,810.0,3358118.4573418917,2744617.0410258546,221798.76828163775,3_Ganymede,632OI,2022-11-09T02:26:55,20221109UT
3,1165.0,856.0,1729189.4700214132,2705751.4084619423,68050.73255696998,4_Callisto,632OI,2022-11-09T02:26:55,20221109UT
1,641.0,586.0,715443197.7644649,21597210.594707094,69015865.8531637,0_Jupiter,730OII,2022-11-09T02:27:02,20221109UT
1,970.0,785.0,1766263.3402889604,2567173.6537267985,80357.32201414109,2_Europa,730OII,2022-11-09T02:27:02,20221109UT
2,1044.0,810.0,2237912.0380018377,2583678.300713661,126903.26752342148,3_Ganymede,730OII,2022-11-09T02:27:02,20221109UT
3,1165.0,856.0,1363602.589020397,2553475.7447589375,40604.91847357955,4_Callisto,730OII,2022-11-09T02:27:02,20221109UT
1,768.0,564.0,1571899443.9891214,195535000.08971846,134298041.94938412,0_Jupiter,656HIA,2022-11-21T01:32:19,20221121UT
1,569.0,430.0,9828425.569172207,24112682.190154463,78616.97478642836,2_Europa,656HIA,2022-11-21T01:32:19,20221121UT
2,879.0,657.0,10573006.501275536,24277935.450108387,146878.07074848918,3_Ganymede,656HIA,2022-11-21T01:32:19,20221121UT
3,970.0,685.0,10198462.241702408,24170955.11808967,113435.40724187829,1_Io,656HIA,2022-11-21T01:32:19,20221121UT
1,768.0,564.0,1523825025.8841438,24158487.854382493,149554191.8152184,0_Jupiter,632OI,2022-11-21T01:32:35,20221121UT
1,569.0,430.0,1911805.2909075753,2762528.04111861,87585.72754880963,2_Europa,632OI,2022-11-21T01:32:35,20221121UT
2,879.0,657.0,2703342.3307476696,2845265.3545964276,163636.78227740093,3_Ganymede,632OI,2022-11-21T01:32:35,20221121UT
3,970.0,685.0,2276688.917165255,2733997.656839368,125143.97958504921,1_Io,632OI,2022-11-21T01:32:35,20221121UT
1,768.0,564.0,1532407037.7495422,24156722.635362264,150412599.66154596,0_Jupiter,620CH4,2022-11-21T01:32:50,20221121UT
1,569.0,430.0,1953202.8777576326,2771755.6983992383,91379.44908579183,2_Europa,620CH4,2022-11-21T01:32:50,20221121UT
2,879.0,657.0,2774021.5746332314,2849366.819312072,170550.90173912043,3_Ganymede,620CH4,2022-11-21T01:32:50,20221121UT
3,970.0,685.0,2328412.4880531114,2740686.4181230105,130065.50812569824,1_Io,620CH4,2022-11-21T01:32:50,20221121UT
1,768.0,564.0,1468086273.3156385,24310855.307354443,143962478.41753212,0_Jupiter,647NH3,2022-11-21T01:33:06,20221121UT
1,569.0,430.0,1896156.3067361177,2768579.275270651,85793.90785096234,2_Europa,647NH3,2022-11-21T01:33:06,20221121UT
2,879.0,657.0,2678614.5331190648,2855061.3346956726,160796.65326081874,3_Ganymede,647NH3,2022-11-21T01:33:06,20221121UT
3,970.0,685.0,2248082.560753771,2737153.789274277,122164.98897759171,1_Io,647NH3,2022-11-21T01:33:06,20221121UT
1,768.0,564.0,1181667491.3361485,23749590.74511769,115386309.2415035,0_Jupiter,730OII,2022-11-21T01:33:21,20221121UT
1,569.0,430.0,1789681.388300859,2760500.506511417,75449.36983590774,2_Europa,730OII,2022-11-21T01:33:21,20221121UT
2,879.0,657.0,2460491.046656146,2828273.335164902,139988.85459693082,3_Ganymede,730OII,2022-11-21T01:33:21,20221121UT
3,970.0,685.0,2105254.766480885,2725838.4720909074,108306.53394467947,1_Io,730OII,2022-11-21T01:33:21,20221121UT
