Wavelength (nm),Filter Name,Transmission,Tau
620,620CH4,0.8796977301558915,0.12817691897477215
632,632OI,0.9925420875803752,0.007485861697340276
647,647NH3,0.9669137478192705,0.03364598314375205
656,656HIA,1.000217723697531,-0.00021769999916642626
