id_raw,xcenter_raw,ycenter_raw,aperture_sum_raw,aperture_sum_bkg,net_count_rate,Names,Filter,Date-Obs
1,879.586,329.834,1638482910.79,20219128.9277,162026747.932,0_Jupiter,647CNT,2020-09-02T03:26:10
1,1062.392,327.706,2348127.32065,2532062.16354,139860.400932,1_Io,647CNT,2020-09-02T03:26:10
2,1242.608,333.763,1897905.97709,2475055.30565,96976.023747,2_Europa,647CNT,2020-09-02T03:26:10
1,879.586,329.834,1254873185.08,20572263.8736,123633961.402,0_Jupiter,656HIA,2020-09-02T03:29:19
1,1062.392,327.706,1971330.25152,2574220.93723,100599.740006,1_Io,656HIA,2020-09-02T03:29:19
2,1242.608,333.763,1654528.68954,2503934.80755,71555.3136712,2_Europa,656HIA,2020-09-02T03:29:19
