Wavelength (nm),Filter Name,Transmission,Tau
620,620CH4,0.8797079005895143,0.12816535775950125
632,632OI,0.993991012384824,0.006027114232815168
647,647NH3,0.9619735994718481,0.038768272069464156
656,656HIA,0.9976750967989072,0.0023276099846937523
