REC_NO,OBJECT,REGION,DATE,UT,ERR_UT,JD,LONG_1,LONG_2,LONG_3,LONG_SYST,ERR_LONG,SYSTEM,PHASE,LAT,ERR_LAT,INFO,MEAS,CHANNEL,INSTR,MAGN,ORIE,OBSERVER
1,DC3_PROJ,L1,9/17/2022,14:48.0,,2459840.117,47.7,92.3,20.5,47.7,,1,2.1,7.3,,,ada,colo,,,,&Akuts_2
2,DC1_PROJ,L2,9/17/2022,14:48.0,,2459840.117,93.7,138.3,66.5,93.7,,1,2.1,8.7,,,ada,colo,,,,&Akuts_2
3,DC1_PROJ,L2,9/17/2022,14:48.0,,2459840.117,35.7,80.4,8.5,35.7,,1,2.1,9.2,,,ada,colo,,,,&Akuts_2
4,DC3_PROJ,L1,9/17/2022,16:48.5,,2459840.2,170.1,214.1,142.3,170.1,,1,2,6.8,,,ada,colo,,,,&Akuts_2
5,DC3_PROJ,L1,9/17/2022,16:48.5,,2459840.2,157.7,201.7,129.9,157.7,,1,2,7,,,ada,colo,,,,&Akuts_2
6,DC2_PROJ,L2,9/17/2022,16:48.5,,2459840.2,143.4,187.4,115.6,143.4,,1,2,8.2,,,ada,colo,,,,&Akuts_2
7,DC1_PROJ,L1,10/11/2022,12:18.4,,2459864.013,138.2,0.5,295,138.2,,1,-3.3,6.2,,,ada,colo,,,,&Akuts_2
8,DC3_PROJ,L1,10/11/2022,12:18.4,,2459864.013,192.1,54.4,348.9,192.1,,1,-3.3,6.3,,,ada,colo,,,,&Akuts_2
9,DC2_PROJ,L2,10/11/2022,12:18.4,,2459864.013,153.3,15.6,310.1,153.3,,1,-3.3,8.3,,,ada,colo,,,,&Akuts_2
10,DC2_PROJ,L1,10/11/2022,14:18.0,,2459864.096,225.5,87.1,21.6,225.5,,1,-3.3,6.7,,,ada,colo,,,,&Akuts_2
11,DC2_PROJ,L1,10/11/2022,14:18.0,,2459864.096,280.3,141.9,76.5,280.3,,1,-3.3,7.3,,,ada,colo,,,,&Akuts_2
12,DC3_PROJ,L1,10/11/2022,14:18.0,,2459864.096,273,134.6,69.2,273,,1,-3.3,7.4,,,ada,colo,,,,&Akuts_2
13,DC1_PROJ,L1,10/11/2022,14:18.0,,2459864.096,241.6,103.2,37.7,241.6,,1,-3.3,7.6,,,ada,colo,,,,&Akuts_2
14,DC2_PROJ,L1,10/11/2022,14:18.0,,2459864.096,232.8,94.5,29,232.8,,1,-3.3,7.9,,,ada,colo,,,,&Akuts_2
15,DC2_PROJ,L2,10/11/2022,14:18.0,,2459864.096,205.2,66.8,1.4,205.2,,1,-3.3,8.2,,,ada,colo,,,,&Akuts_2
16,DC2_PROJ,L2,10/11/2022,14:18.0,,2459864.096,209.5,71.2,5.7,209.5,,1,-3.3,8.8,,,ada,colo,,,,&Akuts_2
17,DC3_PROJ,L1,10/16/2022,11:53.7,,2459868.996,191.1,15.4,311.2,191.1,,1,-4.3,5.8,,,ada,colo,,,,&Akuts_2
18,DC2_PROJ,L1,10/16/2022,11:53.7,,2459868.996,207.7,31.9,327.8,207.7,,1,-4.3,7.5,,,ada,colo,,,,&Akuts_2
19,DC2_PROJ,L1,10/19/2022,13:46.1,,2459872.074,5.7,166.5,103.1,5.7,,1,-4.9,7.8,,,ada,colo,,,,&Akuts_2
20,DC3_PROJ,L1,10/20/2022,11:42.4,,2459872.988,101.2,255,191.9,101.2,,1,-5.1,5.7,,,ada,ired,,,,&Akuts_2
21,DC2_PROJ,L1,10/20/2022,12:15.5,,2459873.011,142.5,296.2,233.1,142.5,,1,-5.1,5.8,,,ada,colo,,,,&Akuts_2
22,DC2_PROJ,L1,10/20/2022,12:15.5,,2459873.011,106.8,260.5,197.4,106.8,,1,-5.1,6.4,,,ada,colo,,,,&Akuts_2
23,DC1_PROJ,L1,10/20/2022,12:15.5,,2459873.011,129.9,283.6,220.5,129.9,,1,-5.1,7.1,,,ada,colo,,,,&Akuts_2
24,DC2_PROJ,L1,10/20/2022,12:15.5,,2459873.011,179.3,333,269.9,179.3,,1,-5.1,7.7,,,ada,colo,,,,&Akuts_2
25,DC1_PROJ,L1,10/20/2022,12:15.5,,2459873.011,123.6,277.2,214.1,123.6,,1,-5.1,7.8,,,ada,colo,,,,&Akuts_2
26,DC3_PROJ,L2,10/20/2022,12:15.5,,2459873.011,118.8,272.5,209.4,118.8,,1,-5.1,8.4,,,ada,colo,,,,&Akuts_2
27,DC2_PROJ,L1,10/21/2022,12:18.0,,2459874.013,288,74,11.2,288,,1,-5.3,5.3,,,ada,colo,,,,&Akuts_2
28,DC2_PROJ,L1,10/21/2022,13:20.3,,2459874.056,343.4,129.1,66.3,343.4,,1,-5.3,6.4,,,ada,ired,,,,&Akuts_2
29,DC1_PROJ,L1,10/21/2022,13:20.3,,2459874.056,1.2,146.9,84.1,1.2,,1,-5.3,7.4,,,ada,ired,,,,&Akuts_2
30,DC1_PROJ,L1,10/23/2022,11:55.0,,2459875.997,220.7,351.6,289.3,220.7,,1,-5.7,6.1,,,ada,colo,,,,&Akuts_2
31,DC3_PROJ,L1,10/23/2022,11:55.0,,2459875.997,207.4,338.3,276,207.4,,1,-5.7,8,,,ada,colo,,,,&Akuts_2
32,DC1_PROJ,L1,10/23/2022,12:47.1,,2459876.033,254.6,25.2,322.9,254.6,,1,-5.7,6.4,,,ada,colo,,,,&Akuts_2
33,DC2_PROJ,L1,10/23/2022,12:47.1,,2459876.033,287.3,57.9,355.6,287.3,,1,-5.7,6.4,,,ada,colo,,,,&Akuts_2
34,DC3_PROJ,L1,10/23/2022,12:47.1,,2459876.033,233.4,4,301.7,233.4,,1,-5.7,7.3,,,ada,colo,,,,&Akuts_2
35,DC3_PROJ,L1,10/30/2022,11:28.6,,2459882.978,254.1,331.7,271.3,254.1,,1,-7,6.4,,,ada,colo,,,,&Akuts_2
36,DC3_PROJ,L1,10/30/2022,11:28.6,,2459882.978,221.2,298.8,238.3,221.2,,1,-7,7,,,ada,colo,,,,&Akuts_2
37,DC2_PROJ,L1,10/30/2022,11:28.6,,2459882.978,281.5,359.1,298.7,281.5,,1,-7,7.1,,,ada,colo,,,,&Akuts_2
38,DC2_PROJ,L1,10/30/2022,13:33.7,,2459883.065,344.9,61.9,1.4,344.9,,1,-7,7.4,,,ada,colo,,,,&Akuts_2
39,DC1_PROJ,L2,10/30/2022,13:33.7,,2459883.065,320.5,37.4,337,320.5,,1,-7,8.2,,,ada,colo,,,,&Akuts_2
40,DC2_PROJ,L1,11/4/2022,12:45.3,,2459888.031,354.8,33.8,334.7,354.8,,1,-7.8,5.2,,,ada,colo,,,,&Akuts_2
41,DC2_PROJ,L1,11/4/2022,12:45.3,,2459888.031,38.3,77.4,18.3,38.3,,1,-7.8,6.2,,,ada,colo,,,,&Akuts_2
42,DC3_PROJ,L1,11/4/2022,12:45.3,,2459888.031,19.4,58.4,359.3,19.4,,1,-7.8,6.9,,,ada,colo,,,,&Akuts_2
43,DC2_PROJ,L1,11/4/2022,12:45.3,,2459888.031,7.1,46.1,347,7.1,,1,-7.8,7.2,,,ada,colo,,,,&Akuts_2
44,DC1_PROJ,L1,11/4/2022,12:45.3,,2459888.031,344.8,23.9,324.8,344.8,,1,-7.8,7.8,,,ada,colo,,,,&Akuts_2
45,DC2_PROJ,L2,5/27/2023,21:40.4,,2460092.403,90.5,10.3,5.5,90.5,,1,6.5,8.5,,,ada,ired,,,,&Akuts_2
46,DC2_PROJ,L1,5/27/2023,21:45.0,,2460092.406,145.2,64.9,60.2,145.2,,1,6.5,5.5,,,ada,colo,,,,&Akuts_2
47,DC2_PROJ,L1,5/27/2023,21:45.0,,2460092.406,82.6,2.4,357.6,82.6,,1,6.5,5.6,,,ada,colo,,,,&Akuts_2
48,DC2_PROJ,L1,5/27/2023,21:45.0,,2460092.406,119.5,39.3,34.5,119.5,,1,6.5,5.6,,,ada,colo,,,,&Akuts_2
49,DC3_PROJ,L1,6/10/2023,21:15.2,,2460106.386,117,290.1,289.1,117,,1,8.2,6.5,,,ada,colo,,,,&Akuts_2
50,DC2_PROJ,L1,6/10/2023,21:15.2,,2460106.386,138.8,311.9,310.9,138.8,,1,8.2,7.3,,,ada,colo,,,,&Akuts_2
51,DC3_PROJ,L1,6/12/2023,21:09.8,,2460108.382,114.1,271.9,271.4,114.1,,1,8.4,5.6,,,ada,colo,,,,&Akuts_2
52,DC2_PROJ,L1,6/16/2023,21:02.2,,2460112.377,348,115.4,115.9,348,,1,8.9,6.6,,,ada,colo,,,,&Akuts_2
53,DC3_PROJ,L2,6/16/2023,21:02.2,,2460112.377,356.9,124.3,124.9,356.9,,1,8.9,8.2,,,ada,colo,,,,&Akuts_2
54,DC1_PROJ,L1,6/17/2023,21:04.9,,2460113.378,144.1,263.8,264.6,144.1,,1,9,5.6,,,ada,ired,,,,&Akuts_2
55,DC2_PROJ,L1,6/17/2023,21:04.9,,2460113.378,191.8,311.5,312.4,191.8,,1,9,5.8,,,ada,ired,,,,&Akuts_2
56,DC3_PROJ,L1,6/17/2023,21:04.9,,2460113.378,152.2,272,272.8,152.2,,1,9,7.5,,,ada,ired,,,,&Akuts_2
57,DC2_PROJ,L1,6/17/2023,21:47.4,,2460113.408,207,326.5,327.3,207,,1,9,7.2,,,ada,colo,,,,&Akuts_2
58,DC3_PROJ,L2,6/17/2023,21:47.4,,2460113.408,220.9,340.4,341.2,220.9,,1,9,8.8,,,ada,colo,,,,&Akuts_2
59,DC3_PROJ,L1,6/18/2023,20:37.2,,2460114.359,303.9,56.1,57.2,303.9,,1,9.1,5.8,,,ada,ired,,,,&Akuts_2
60,DC2_PROJ,L1,6/18/2023,20:37.2,,2460114.359,345.6,97.9,99,345.6,,1,9.1,7,,,ada,ired,,,,&Akuts_2
61,DC1_PROJ,L1,6/18/2023,20:37.2,,2460114.359,285.9,38.1,39.2,285.9,,1,9.1,7.2,,,ada,ired,,,,&Akuts_2
62,DC2_PROJ,L1,6/18/2023,20:37.2,,2460114.359,319.8,72,73.1,319.8,,1,9.1,7.5,,,ada,ired,,,,&Akuts_2
63,DC1_PROJ,L1,6/18/2023,20:37.2,,2460114.359,262.3,14.5,15.6,262.3,,1,9.1,7.9,,,ada,ired,,,,&Akuts_2
64,DC2_PROJ,L1,6/20/2023,21:12.8,,2460116.384,288.5,25.3,26.9,288.5,,1,9.3,5.7,,,ada,colo,,,,&Akuts_2
65,DC2_PROJ,L1,6/20/2023,21:12.8,,2460116.384,231.8,328.5,330.2,231.8,,1,9.3,5.9,,,ada,colo,,,,&Akuts_2
66,DC1_PROJ,L1,6/20/2023,21:12.8,,2460116.384,260.4,357.2,358.8,260.4,,1,9.3,7.3,,,ada,colo,,,,&Akuts_2
67,DC2_PROJ,L1,6/20/2023,21:12.8,,2460116.384,305.5,42.2,43.9,305.5,,1,9.3,8,,,ada,colo,,,,&Akuts_2
68,DC3_PROJ,L1,6/23/2023,22:17.1,,2460119.429,87.8,161.4,163.8,87.8,,1,9.6,5.4,,,ada,ired,,,,&Akuts_2
69,DC3_PROJ,L1,6/23/2023,22:17.1,,2460119.429,48.9,122.5,124.9,48.9,,1,9.6,6,,,ada,ired,,,,&Akuts_2
70,DC1_PROJ,L1,6/23/2023,22:17.1,,2460119.429,79.9,153.4,155.9,79.9,,1,9.6,7.6,,,ada,ired,,,,&Akuts_2
71,DC3_PROJ,L1,6/25/2023,21:21.5,,2460121.39,309.7,8.3,11.2,309.7,,1,9.8,7.1,,,ada,colo,,,,&Akuts_2
72,DC3_PROJ,L1,6/25/2023,21:38.3,,2460121.402,14.6,73.1,76.1,14.6,,1,9.8,6.1,,,ada,ired,,,,&Akuts_2
73,DC2_PROJ,L1,6/25/2023,21:38.3,,2460121.402,326.5,25,28,326.5,,1,9.8,7.4,,,ada,ired,,,,&Akuts_2
74,DC1_PROJ,L1,6/26/2023,21:38.5,,2460122.402,187.4,238.3,241.5,187.4,,1,9.9,6.9,,,ada,ired,,,,&Akuts_2
75,DC1_PROJ,L1,6/26/2023,21:38.5,,2460122.402,202,252.8,256.1,202,,1,9.9,7.3,,,ada,ired,,,,&Akuts_2
76,DC3_PROJ,L1,6/26/2023,21:38.5,,2460122.402,167.7,218.6,221.8,167.7,,1,9.9,7.8,,,ada,ired,,,,&Akuts_2
77,DC3_PROJ,L1,7/7/2023,20:09.4,,2460133.34,27.7,355.1,1.2,27.7,,1,10.7,4.9,,,ada,ired,,,,&Akuts_2
78,DC3_PROJ,L1,7/7/2023,20:09.4,,2460133.34,3,330.4,336.5,3,,1,10.7,5.5,,,ada,ired,,,,&Akuts_2
79,DC1_PROJ,L1,7/7/2023,20:09.4,,2460133.34,49.8,17.2,23.3,49.8,,1,10.7,7.3,,,ada,ired,,,,&Akuts_2
80,DC3_PROJ,L1,7/7/2023,20:09.4,,2460133.34,63.4,30.8,36.9,63.4,,1,10.7,8,,,ada,ired,,,,&Akuts_2
81,DC2_PROJ,L1,7/10/2023,20:33.4,,2460136.357,210.5,154.8,161.8,210.5,,1,10.9,5.8,,,ada,ired,,,,&Akuts_2
82,DC2_PROJ,L1,7/10/2023,20:33.4,,2460136.357,143.8,88.2,95.1,143.8,,1,10.9,6.9,,,ada,ired,,,,&Akuts_2
83,DC2_PROJ,L1,7/11/2023,21:02.2,,2460137.377,303.3,239.9,247.1,303.3,,1,11,6.3,,,ada,ired,,,,&Akuts_2
84,DC2_PROJ,L1,7/11/2023,21:02.2,,2460137.377,328.7,265.3,272.5,328.7,,1,11,6.4,,,ada,ired,,,,&Akuts_2
85,DC2_PROJ,L1,7/11/2023,21:02.2,,2460137.377,4.6,301.2,308.4,4.6,,1,11,6.4,,,ada,ired,,,,&Akuts_2
86,DC2_PROJ,L1,7/11/2023,21:41.0,,2460137.403,27.8,324.2,331.4,27.8,,1,11,6.6,,,ada,ired,,,,&Akuts_2
87,DC3_PROJ,L1,7/11/2023,21:41.0,,2460137.403,35.9,332.3,339.5,35.9,,1,11,6.8,,,ada,ired,,,,&Akuts_2
88,DC2_PROJ,L1,7/11/2023,21:41.0,,2460137.403,47.2,343.6,350.9,47.2,,1,11,7.5,,,ada,ired,,,,&Akuts_2
89,DC1_PROJ,L1,7/13/2023,21:14.2,,2460139.385,278.6,199.9,207.7,278.6,,1,11.1,6.9,,,ada,ired,,,,&Akuts_2
90,DC3_PROJ,L1,7/16/2023,21:33.6,,2460142.398,59.3,317.6,326.1,59.3,,1,11.3,6.9,,,ada,ired,,,,&Akuts_2
91,DC1_PROJ,L1,7/16/2023,21:33.6,,2460142.398,84.4,342.7,351.2,84.4,,1,11.3,7.1,,,ada,ired,,,,&Akuts_2
92,DC1_PROJ,L1,7/16/2023,21:33.6,,2460142.398,106.1,4.3,12.9,106.1,,1,11.3,7.6,,,ada,ired,,,,&Akuts_2
93,DC3_PROJ,L1,7/16/2023,21:33.6,,2460142.398,67.1,325.4,333.9,67.1,,1,11.3,7.6,,,ada,ired,,,,&Akuts_2
94,DC3_PROJ,L2,7/16/2023,21:33.6,,2460142.398,96.9,355.2,3.7,96.9,,1,11.3,8.1,,,ada,ired,,,,&Akuts_2
95,DC3_PROJ,L1,7/20/2023,21:05.6,,2460146.379,330.1,198,207.6,330.1,,1,11.5,6,,,ada,colo,,,,&Akuts_2
96,DC2_PROJ,L1,7/20/2023,21:05.6,,2460146.379,318.8,186.7,196.3,318.8,,1,11.5,6.2,,,ada,colo,,,,&Akuts_2
97,DC2_PROJ,L1,7/20/2023,21:05.6,,2460146.379,299,166.9,176.5,299,,1,11.5,7,,,ada,colo,,,,&Akuts_2
98,DC1_PROJ,L1,7/20/2023,21:05.6,,2460146.379,2.1,230,239.6,2.1,,1,11.5,7,,,ada,colo,,,,&Akuts_2
99,DC2_PROJ,L1,7/30/2023,21:05.0,,2460156.378,84.4,236,248.3,84.4,,1,11.8,5.3,,,ada,ired,,,,&Akuts_2
100,DC2_PROJ,L1,7/30/2023,21:05.0,,2460156.378,112.3,263.9,276.2,112.3,,1,11.8,6.1,,,ada,ired,,,,&Akuts_2
101,DC2_PROJ,L1,7/30/2023,21:05.0,,2460156.378,133.4,285,297.3,133.4,,1,11.8,6.4,,,ada,ired,,,,&Akuts_2
102,DC1_PROJ,L1,7/30/2023,21:05.0,,2460156.378,147.5,299.1,311.4,147.5,,1,11.8,7.5,,,ada,ired,,,,&Akuts_2
103,DC1_PROJ,L1,8/1/2023,20:17.8,,2460158.346,1.3,137.9,150.7,1.3,,1,11.8,7.5,,,ada,colo,,,,&Akuts_2
104,DC2_PROJ,L1,8/1/2023,20:17.8,,2460158.346,18.7,155.3,168.1,18.7,,1,11.8,7.5,,,ada,colo,,,,&Akuts_2
105,DC1_PROJ,L1,8/1/2023,20:17.8,,2460158.346,54.7,191.3,204,54.7,,1,11.8,7.7,,,ada,colo,,,,&Akuts_2
106,DC3_PROJ,L1,8/3/2023,20:11.6,,2460160.341,317.2,78.5,91.8,317.2,,1,11.8,7.5,,,ada,blue,,,,&Akuts_2
107,DC1_PROJ,L1,8/3/2023,20:40.3,,2460160.361,0.8,122,135.4,0.8,,1,11.8,6.8,,,ada,colo,,,,&Akuts_2
108,DC3_PROJ,L1,8/3/2023,20:40.3,,2460160.361,29.2,150.4,163.7,29.2,,1,11.8,7.7,,,ada,colo,,,,&Akuts_2
109,DC1_PROJ,L1,8/3/2023,20:40.3,,2460160.361,54.7,175.9,189.2,54.7,,1,11.8,7.9,,,ada,colo,,,,&Akuts_2
110,DC2_PROJ,L1,8/3/2023,20:40.3,,2460160.361,333.3,94.6,107.9,333.3,,1,11.8,8,,,ada,colo,,,,&Akuts_2
111,DC3_PROJ,L1,8/4/2023,19:24.4,,2460161.309,109.1,223.1,236.7,109.1,,1,11.8,5.7,,,ada,colo,,,,&Akuts_2
112,DC2_PROJ,L1,8/4/2023,19:24.4,,2460161.309,130.4,244.4,258,130.4,,1,11.8,6.6,,,ada,colo,,,,&Akuts_2
113,DC1_PROJ,L1,8/4/2023,19:24.4,,2460161.309,86.5,200.4,214,86.5,,1,11.8,7,,,ada,colo,,,,&Akuts_2
114,DC2_PROJ,L1,8/4/2023,19:24.4,,2460161.309,112.6,226.6,240.2,112.6,,1,11.8,7,,,ada,colo,,,,&Akuts_2
115,DC1_PROJ,L1,8/4/2023,19:24.4,,2460161.309,149.1,263.1,276.6,149.1,,1,11.8,7.2,,,ada,colo,,,,&Akuts_2
116,DC3_PROJ,L1,8/4/2023,21:06.2,,2460161.379,162.2,275.6,289.2,162.2,,1,11.8,7.2,,,ada,ired,,,,&Akuts_2
117,DC1_PROJ,L2,8/4/2023,21:06.2,,2460161.379,179.8,293.2,306.8,179.8,,1,11.8,8.5,,,ada,ired,,,,&Akuts_2
118,DC1_PROJ,L2,8/4/2023,21:06.2,,2460161.379,198.8,312.2,325.8,198.8,,1,11.8,8.9,,,ada,ired,,,,&Akuts_2
119,DC1_PROJ,L1,8/5/2023,20:36.6,,2460162.359,358.2,104.2,118,358.2,,1,11.8,6.6,,,ada,ired,,,,&Akuts_2
120,DC2_PROJ,L1,8/5/2023,20:36.6,,2460162.359,316.2,62.2,76,316.2,,1,11.8,6.7,,,ada,ired,,,,&Akuts_2
121,DC2_PROJ,L1,8/5/2023,20:36.6,,2460162.359,346,91.9,105.8,346,,1,11.8,7.6,,,ada,ired,,,,&Akuts_2
122,DC3_PROJ,L1,8/5/2023,21:08.3,,2460162.381,15.1,120.9,134.8,15.1,,1,11.8,5.6,,,ada,colo,,,,&Akuts_2
123,DC1_PROJ,L1,8/6/2023,21:45.8,,2460163.407,129.1,227.1,241.2,129.1,,1,11.8,6.3,,,ada,ired,,,,&Akuts_2
124,DC1_PROJ,L1,8/6/2023,21:45.8,,2460163.407,147.7,245.7,259.8,147.7,,1,11.8,7.5,,,ada,ired,,,,&Akuts_2
125,DC1_PROJ,L1,8/6/2023,21:45.8,,2460163.407,199.1,297,311.2,199.1,,1,11.8,8,,,ada,ired,,,,&Akuts_2
126,DC1_PROJ,L2,8/6/2023,21:45.8,,2460163.407,178,275.9,290.1,178,,1,11.8,8.3,,,ada,ired,,,,&Akuts_2
127,DC2_PROJ,L1,8/7/2023,20:25.5,,2460164.351,231.3,322.1,336.5,231.3,,1,11.8,6.4,,,ada,ired,,,,&Akuts_2
128,DC3_PROJ,L1,8/7/2023,21:01.0,,2460164.376,301.7,32.2,46.6,301.7,,1,11.8,6.5,,,ada,colo,,,,&Akuts_2
129,DC2_PROJ,L1,8/7/2023,21:01.0,,2460164.376,315.9,46.5,60.9,315.9,,1,11.8,7,,,ada,colo,,,,&Akuts_2
130,DC3_PROJ,L1,8/7/2023,21:01.0,,2460164.376,287.1,17.7,32.1,287.1,,1,11.8,7.9,,,ada,colo,,,,&Akuts_2
131,DC3_PROJ,L1,8/7/2023,21:01.0,,2460164.376,323,53.6,68,323,,1,11.8,7.9,,,ada,colo,,,,&Akuts_2
132,DC2_PROJ,L1,8/10/2023,20:10.1,,2460167.34,356,63.9,79.1,356,,1,11.8,7.9,,,ada,colo,,,,&Akuts_2
133,DC1_PROJ,L2,8/10/2023,20:10.1,,2460167.34,54.1,122,137.2,54.1,,1,11.8,8.2,,,ada,colo,,,,&Akuts_2
134,DC1_PROJ,L1,8/14/2023,21:16.3,,2460171.386,297.1,334.1,350.4,297.1,,1,11.7,7.6,,,ada,ired,,,,&Akuts_2
135,DC1_PROJ,L1,8/14/2023,21:16.3,,2460171.386,312.9,349.9,6.2,312.9,,1,11.7,7.9,,,ada,ired,,,,&Akuts_2
136,DC1_PROJ,L2,8/18/2023,19:46.2,,2460175.324,151.6,158.7,176,151.6,,1,11.6,8.3,,,ada,colo,,,,&Akuts_2
137,DC2_PROJ,L1,8/22/2023,20:10.7,,2460179.341,81.6,58,76.3,81.6,,1,11.4,5,,,ada,ired,,,,&Akuts_2
138,DC1_PROJ,L1,8/22/2023,20:10.7,,2460179.341,105.3,81.7,100.1,105.3,,1,11.4,7,,,ada,ired,,,,&Akuts_2
139,DC1_PROJ,L1,8/22/2023,21:29.7,,2460179.396,124,99.9,118.3,124,,1,11.4,6.6,,,ada,colo,,,,&Akuts_2
140,DC1_PROJ,L1,8/22/2023,21:29.7,,2460179.396,152.6,128.5,146.9,152.6,,1,11.4,7,,,ada,colo,,,,&Akuts_2
141,DC1_PROJ,L2,8/22/2023,21:29.7,,2460179.396,165.2,141.1,159.5,165.2,,1,11.4,8.2,,,ada,colo,,,,&Akuts_2
142,DC1_PROJ,L1,8/23/2023,20:37.4,,2460180.359,272.7,241.3,260,272.7,,1,11.4,8,,,ada,colo,,,,&Akuts_2
143,DC3_PROJ,L2,8/23/2023,20:37.4,,2460180.359,306.3,274.9,293.6,306.3,,1,11.4,8.3,,,ada,colo,,,,&Akuts_2
144,DC2_PROJ,L1,8/24/2023,19:53.8,,2460181.329,63.2,24.4,43.4,63.2,,1,11.3,5.1,,,ada,colo,,,,&Akuts_2
145,DC2_PROJ,L1,8/24/2023,19:53.8,,2460181.329,78.5,39.7,58.6,78.5,,1,11.3,5.2,,,ada,colo,,,,&Akuts_2
146,DC2_PROJ,L1,8/24/2023,19:53.8,,2460181.329,64.5,25.7,44.6,64.5,,1,11.3,6.2,,,ada,colo,,,,&Akuts_2
147,DC2_PROJ,L1,8/24/2023,19:53.8,,2460181.329,45.3,6.5,25.4,45.3,,1,11.3,6.7,,,ada,colo,,,,&Akuts_2
148,DC2_PROJ,L1,8/24/2023,19:53.8,,2460181.329,17.5,338.7,357.6,17.5,,1,11.3,7,,,ada,colo,,,,&Akuts_2
149,DC2_PROJ,L1,8/25/2023,20:30.8,,2460182.355,187.8,141.2,160.4,187.8,,1,11.2,6.7,,,ada,colo,,,,&Akuts_2
150,DC1_PROJ,L1,8/25/2023,20:30.8,,2460182.355,207.5,160.9,180.1,207.5,,1,11.2,7.5,,,ada,colo,,,,&Akuts_2
151,DC1_PROJ,L1,8/25/2023,20:30.8,,2460182.355,198.4,151.8,171,198.4,,1,11.2,8,,,ada,colo,,,,&Akuts_2
152,DC3_PROJ,L1,8/25/2023,21:18.9,,2460182.388,260.2,213.3,232.5,260.2,,1,11.2,6.4,,,ada,ired,,,,&Akuts_2
153,DC3_PROJ,L1,8/25/2023,21:18.9,,2460182.388,230.6,183.8,202.9,230.6,,1,11.2,6.6,,,ada,ired,,,,&Akuts_2
154,DC1_PROJ,L1,8/25/2023,21:18.9,,2460182.388,271.8,224.9,244.1,271.8,,1,11.2,7.3,,,ada,ired,,,,&Akuts_2
155,DC2_PROJ,L2,8/25/2023,21:18.9,,2460182.388,303.9,257,276.2,303.9,,1,11.2,8.4,,,ada,ired,,,,&Akuts_2
156,DC3_PROJ,L2,8/25/2023,21:18.9,,2460182.388,279.5,232.6,251.8,279.5,,1,11.2,8.8,,,ada,ired,,,,&Akuts_2
157,DC2_PROJ,L1,8/26/2023,20:06.0,,2460183.338,330,275.8,295.3,330,,1,11.2,6.7,,,ada,ired,,,,&Akuts_2
158,DC2_PROJ,L1,8/30/2023,19:15.7,,2460187.303,251.6,167.2,187.7,251.6,,1,10.9,6.3,,,ada,colo,,,,&Akuts_2
159,DC2_PROJ,L1,8/30/2023,19:15.7,,2460187.303,271.9,187.5,208,271.9,,1,10.9,7.2,,,ada,colo,,,,&Akuts_2
160,DC1_PROJ,L2,8/30/2023,19:15.7,,2460187.303,224.6,140.2,160.7,224.6,,1,10.9,8.2,,,ada,colo,,,,&Akuts_2
161,DC3_PROJ,L2,8/30/2023,19:15.7,,2460187.303,234,149.7,170.2,234,,1,10.9,8.2,,,ada,colo,,,,&Akuts_2
162,DC2_PROJ,L1,8/30/2023,20:28.1,,2460187.353,325.7,240.9,261.4,325.7,,1,10.9,6.3,,,ada,colo,,,,&Akuts_2
163,DC3_PROJ,L1,9/1/2023,19:48.0,,2460189.325,251,151.2,172.2,251,,1,10.8,6.2,,,ada,colo,,,,&Akuts_2
164,DC2_PROJ,L1,9/1/2023,19:48.0,,2460189.325,230.9,131.1,152.1,230.9,,1,10.8,6.4,,,ada,colo,,,,&Akuts_2
165,DC2_PROJ,L1,9/1/2023,19:48.0,,2460189.325,271.8,172,193,271.8,,1,10.8,7.2,,,ada,colo,,,,&Akuts_2
166,DC1_PROJ,L2,9/1/2023,19:48.0,,2460189.325,204.2,104.4,125.5,204.2,,1,10.8,8.4,,,ada,colo,,,,&Akuts_2
167,DC3_PROJ,L2,9/1/2023,19:48.0,,2460189.325,236.3,136.5,157.5,236.3,,1,10.8,8.7,,,ada,colo,,,,&Akuts_2
168,DC2_PROJ,L1,9/4/2023,20:10.3,,2460192.34,10.5,247.7,269.6,10.5,,1,10.5,5.5,,,ada,ired,,,,&Akuts_2
169,DC3_PROJ,L1,9/4/2023,20:10.3,,2460192.34,316.3,193.4,215.3,316.3,,1,10.5,6.9,,,ada,ired,,,,&Akuts_2
170,DC1_PROJ,L1,9/4/2023,20:10.3,,2460192.34,22,259.2,281.1,22,,1,10.5,7.2,,,ada,ired,,,,&Akuts_2
171,DC2_PROJ,L1,9/5/2023,18:09.5,,2460193.257,99.7,329.9,352,99.7,,1,10.4,5.9,,,ada,colo,,,,&Akuts_2
172,DC2_PROJ,L2,9/5/2023,18:09.5,,2460193.257,52.7,282.9,305,52.7,,1,10.4,8.7,,,ada,colo,,,,&Akuts_2
173,DC3_PROJ,L1,9/5/2023,20:15.4,,2460193.344,146.3,15.8,37.9,146.3,,1,10.4,7,,,ada,colo,,,,&Akuts_2
174,DC1_PROJ,L1,9/5/2023,20:15.4,,2460193.344,120.4,349.9,12,120.4,,1,10.4,7.2,,,ada,colo,,,,&Akuts_2
175,DC2_PROJ,L1,9/5/2023,20:15.4,,2460193.344,128.6,358.1,20.2,128.6,,1,10.4,7.6,,,ada,colo,,,,&Akuts_2
