REC_NO,OBJECT,REGION,DATE,UT,ERR_UT,JD,LONG_1,LONG_2,LONG_3,LONG_SYST,ERR_LONG,SYSTEM,PHASE,LAT,ERR_LAT,INFO,MEAS,CHANNEL,INSTR,MAGN,ORIE,OBSERVER
2884,DC3_PROJ,L2,8/23/2022,19:18.0,,2459815.304,243.5,117.4,39,243.5,,1,7,8.2,,,ada,colo,,,,&Lorenzi
2885,DC2_PROJ,L1,8/31/2022,18:40.0,,2459823.278,356.1,169.2,92.8,356.1,,1,5.6,5.2,,,ada,colo,,,,&Lorenzi
2886,DC3_PROJ,L1,8/31/2022,18:40.0,,2459823.278,86.8,260,183.6,86.8,,1,5.6,7.7,,,ada,colo,,,,&Lorenzi
2887,DC2_PROJ,L1,8/31/2022,18:40.0,,2459823.278,53.8,226.9,150.6,53.8,,1,5.6,8,,,ada,colo,,,,&Lorenzi
2888,DC3_PROJ,L2,8/31/2022,18:40.0,,2459823.278,17.6,190.7,114.4,17.6,,1,5.6,8.5,,,ada,colo,,,,&Lorenzi
2889,DC2_PROJ,L2,8/31/2022,18:40.0,,2459823.278,31.8,204.9,128.6,31.8,,1,5.6,8.6,,,ada,colo,,,,&Lorenzi
2890,DC2_PROJ,L2,8/31/2022,18:40.0,,2459823.278,20,193.1,116.8,20,,1,5.6,9,,,ada,colo,,,,&Lorenzi
2891,DC2_PROJ,L2,8/31/2022,18:40.0,,2459823.278,57.2,230.4,154,57.2,,1,5.6,9.3,,,ada,colo,,,,&Lorenzi
2892,DC2_PROJ,L1,9/12/2022,18:07.0,,2459835.255,131.2,213,139.8,131.2,,1,3.1,6.8,,,ada,colo,,,,&Lorenzi
2893,DC2_PROJ,L1,9/12/2022,18:07.0,,2459835.255,94.3,176,102.9,94.3,,1,3.1,7,,,ada,colo,,,,&Lorenzi
2894,DC1_PROJ,L1,9/12/2022,18:07.0,,2459835.255,80.9,162.6,89.4,80.9,,1,3.1,7.2,,,ada,colo,,,,&Lorenzi
2895,DC1_PROJ,L2,9/12/2022,18:07.0,,2459835.255,119.4,201.1,128,119.4,,1,3.1,8.3,,,ada,colo,,,,&Lorenzi
2896,DC2_PROJ,L2,9/12/2022,18:07.0,,2459835.255,99.7,181.4,108.3,99.7,,1,3.1,8.6,,,ada,colo,,,,&Lorenzi
2897,DC3_PROJ,L2,9/12/2022,18:07.0,,2459835.255,115.1,196.8,123.7,115.1,,1,3.1,8.8,,,ada,colo,,,,&Lorenzi
2898,DC2_PROJ,L2,9/12/2022,18:07.0,,2459835.255,112.9,194.6,121.5,112.9,,1,3.1,8.9,,,ada,colo,,,,&Lorenzi
2899,DC2_PROJ,L1,9/30/2022,17:10.3,,2459853.215,16,320.7,252.3,16,,1,-0.9,6.6,,,ada,colo,,,,&Lorenzi
2900,DC2_PROJ,L1,9/30/2022,17:10.3,,2459853.215,49.2,353.9,285.5,49.2,,1,-0.9,6.9,,,ada,colo,,,,&Lorenzi
2901,DC3_PROJ,L2,9/30/2022,17:10.3,,2459853.215,58.4,3.1,294.7,58.4,,1,-0.9,8.7,,,ada,colo,,,,&Lorenzi
2902,DC2_PROJ,L1,9/28/2023,19:15.5,,2460216.302,173.8,228.2,256.4,173.8,,1,7.3,6.7,,,ada,colo,,,,&Lorenzi
2903,DC3_PROJ,L1,9/28/2023,19:15.5,,2460216.302,145.5,199.9,228.1,145.5,,1,7.3,7,,,ada,colo,,,,&Lorenzi
2904,DC2_PROJ,L1,9/28/2023,19:15.5,,2460216.302,113.3,167.7,195.9,113.3,,1,7.3,7.6,,,ada,colo,,,,&Lorenzi
2905,DC2_PROJ,L2,9/28/2023,19:15.5,,2460216.302,121,175.3,203.5,121,,1,7.3,8.7,,,ada,colo,,,,&Lorenzi
2906,DC2_PROJ,L1,10/19/2023,18:01.0,,2460237.251,180.7,75.2,109,180.7,,1,3.2,6.7,,,ada,colo,,,,&Lorenzi
2907,DC2_PROJ,L1,10/19/2023,18:01.0,,2460237.251,196.1,90.6,124.4,196.1,,1,3.2,6.9,,,ada,colo,,,,&Lorenzi
2908,DC2_PROJ,L1,10/19/2023,18:01.0,,2460237.251,140.9,35.4,69.1,140.9,,1,3.2,7.2,,,ada,colo,,,,&Lorenzi
2909,DC2_PROJ,L1,6/13/2022,19:31.0,,2459744.313,151.1,206.7,109.4,151.1,,1,11.5,7.4,,,rbu,colo,,,,&MacNeil
2910,DC2_PROJ,L1,6/21/2022,19:55.0,,2459752.33,45.4,39.9,304.7,45.4,,1,11.7,7.1,,,rbu,colo,,,,&MacNeil
2911,DC2_PROJ,L1,6/21/2022,19:55.0,,2459752.33,62.1,56.6,321.4,62.1,,1,11.7,7.3,,,rbu,colo,,,,&MacNeil
2912,DC2_PROJ,L1,6/21/2022,19:55.0,,2459752.33,78.6,73.1,337.9,78.6,,1,11.7,7.6,,,rbu,colo,,,,&MacNeil
2913,DC1_PROJ,L2,10/11/2022,11:06.5,,2459863.963,119.5,342.1,276.6,119.5,,1,-3.3,8.2,,,rbu,ired,,,,&MacNeil
2914,DC1_PROJ,L2,10/11/2022,11:06.5,,2459863.963,161.3,24,318.5,161.3,,1,-3.3,8.6,,,rbu,ired,,,,&MacNeil
2915,DC2_PROJ,L1,11/25/2022,09:29.5,,2459908.895,345.4,225.2,171.7,345.4,,1,-10.4,7.2,,,rbu,colo,,,,&MacNeil
2916,DC1_PROJ,L1,11/25/2022,09:29.5,,2459908.895,283.7,163.6,110,283.7,,1,-10.4,7.5,,,rbu,colo,,,,&MacNeil
2917,DC1_PROJ,L2,11/25/2022,09:29.5,,2459908.895,306.9,186.8,133.2,306.9,,1,-10.4,8.1,,,rbu,colo,,,,&MacNeil
2918,DC1_PROJ,L2,11/25/2022,09:29.5,,2459908.895,1.3,241.2,187.6,1.3,,1,-10.4,8.3,,,rbu,colo,,,,&MacNeil
2919,DC1_PROJ,L1,1/6/2023,18:05.0,,2459951.253,20.7,297.4,255.1,20.7,,1,-11.1,6.8,,,rbu,colo,,,,&MacNeil
2920,DC2_PROJ,L1,1/6/2023,18:05.0,,2459951.253,60.7,337.4,295.1,60.7,,1,-11.1,7.1,,,rbu,colo,,,,&MacNeil
2921,DC2_PROJ,L1,1/8/2023,19:05.0,,2459953.295,61.1,322.2,280.5,61.1,,1,-11,6.7,,,rbu,colo,,,,&MacNeil
2922,DC2_PROJ,L1,1/8/2023,19:05.0,,2459953.295,1.2,262.3,220.5,1.2,,1,-11,6.8,,,rbu,colo,,,,&MacNeil
2923,DC2_PROJ,L2,9/6/2023,16:31.0,,2460194.188,183.5,46.5,68.9,183.5,,1,10.3,8.5,,,rbu,colo,,,,&MacNeil
2924,DC2_PROJ,L2,9/6/2023,16:31.0,,2460194.188,189.5,52.6,74.9,189.5,,1,10.3,8.7,,,rbu,colo,,,,&MacNeil
2925,DC2_PROJ,L2,9/6/2023,16:31.0,,2460194.188,203,66.1,88.4,203,,1,10.3,8.8,,,rbu,colo,,,,&MacNeil
2926,DC2_PROJ,L1,7/14/2022,02:25.9,,2459774.601,160.4,344.9,255.6,160.4,,1,11.5,6.7,,,ada,ired,,,,&Mancini
2927,DC3_PROJ,L1,7/14/2022,02:25.9,,2459774.601,171.7,356.3,267,171.7,,1,11.5,7.5,,,ada,ired,,,,&Mancini
2928,DC3_PROJ,L2,7/14/2022,02:25.9,,2459774.601,114,298.5,209.3,114,,1,11.5,8.1,,,ada,ired,,,,&Mancini
2929,DC2_PROJ,L2,7/14/2022,02:25.9,,2459774.601,122.7,307.2,217.9,122.7,,1,11.5,8.1,,,ada,ired,,,,&Mancini
2930,DC3_PROJ,L2,7/14/2022,02:25.9,,2459774.601,117.7,302.2,212.9,117.7,,1,11.5,8.9,,,ada,ired,,,,&Mancini
2931,DC3_PROJ,L1,7/20/2022,03:06.0,,2459780.629,60.5,199.1,111.4,60.5,,1,11.2,6.7,,,ada,ired,,,,&Mancini
2932,DC2_PROJ,L1,7/20/2022,03:06.0,,2459780.629,23.9,162.5,74.8,23.9,,1,11.2,7.5,,,ada,ired,,,,&Mancini
2933,DC1_PROJ,L1,7/21/2022,01:26.4,,2459781.56,93.8,225.3,137.9,93.8,,1,11.1,6.5,,,ada,colo,,,,&Mancini
2934,DC3_PROJ,L1,7/21/2022,01:26.4,,2459781.56,175.4,306.8,219.4,175.4,,1,11.1,6.9,,,ada,colo,,,,&Mancini
2935,DC3_PROJ,L1,7/21/2022,01:26.4,,2459781.56,122.4,253.8,166.4,122.4,,1,11.1,7.7,,,ada,colo,,,,&Mancini
2936,DC2_PROJ,L1,8/29/2022,22:36.4,,2459821.442,222.4,49.5,332.7,222.4,,1,5.9,7,,,ada,colo,,,,&Mancini
2937,DC3_PROJ,L1,8/29/2022,22:36.4,,2459821.442,251.8,78.9,2.1,251.8,,1,5.9,7.3,,,ada,colo,,,,&Mancini
2938,DC2_PROJ,L1,9/4/2022,23:38.5,,2459827.485,97.8,238.8,163.6,97.8,,1,4.7,6.7,,,ada,ired,,,,&Mancini
2939,DC2_PROJ,L1,9/4/2022,23:38.5,,2459827.485,115.7,256.8,181.5,115.7,,1,4.7,7.1,,,ada,ired,,,,&Mancini
2940,DC1_PROJ,L2,9/4/2022,23:38.5,,2459827.485,154.7,295.7,220.5,154.7,,1,4.7,8.6,,,ada,ired,,,,&Mancini
2941,DC3_PROJ,L1,9/11/2022,22:04.8,,2459834.42,95.6,183.7,110.3,95.6,,1,3.3,6.8,,,ada,colo,,,,&Mancini
2942,DC2_PROJ,L2,9/11/2022,22:04.8,,2459834.42,118.5,206.5,133.2,118.5,,1,3.3,8.7,,,ada,colo,,,,&Mancini
2943,DC2_PROJ,L1,10/4/2022,22:16.5,,2459857.428,137.1,49.7,342.4,137.1,,1,-1.8,6.5,,,ada,colo,,,,&Mancini
2944,DC2_PROJ,L1,10/4/2022,22:16.5,,2459857.428,191.7,104.3,37,191.7,,1,-1.8,6.6,,,ada,colo,,,,&Mancini
2945,DC2_PROJ,L1,10/6/2022,22:15.3,,2459859.427,65.9,323.2,256.5,65.9,,1,-2.3,6.5,,,ada,colo,,,,&Mancini
2946,DC1_PROJ,L1,10/6/2022,22:15.3,,2459859.427,96.4,353.7,287,96.4,,1,-2.3,7.7,,,ada,colo,,,,&Mancini
2947,DC1_PROJ,L1,10/11/2022,21:52.7,,2459864.412,138.5,357.7,292.3,138.5,,1,-3.4,6,,,ada,ired,,,,&Mancini
2948,DC2_PROJ,L2,10/11/2022,21:52.7,,2459864.412,152.1,11.4,306,152.1,,1,-3.4,9.2,,,ada,ired,,,,&Mancini
2949,DC2_PROJ,L1,10/14/2022,19:50.6,,2459867.327,188.5,25.5,320.9,188.5,,1,-4,6.4,,,ada,ired,,,,&Mancini
2950,DC2_PROJ,L2,10/14/2022,19:50.6,,2459867.327,204.5,41.5,336.9,204.5,,1,-4,8.4,,,ada,ired,,,,&Mancini
2951,DC2_PROJ,L1,10/14/2022,21:18.5,,2459867.388,225.7,62.3,357.7,225.7,,1,-4,6.1,,,ada,colo,,,,&Mancini
2952,DC2_PROJ,L1,10/15/2022,21:17.6,,2459868.387,74.7,263.6,199.3,74.7,,1,-4.2,6.8,,,ada,colo,,,,&Mancini
2953,DC2_PROJ,L1,10/15/2022,21:17.6,,2459868.387,36.4,225.4,161,36.4,,1,-4.2,7.5,,,ada,colo,,,,&Mancini
2954,DC1_PROJ,L1,10/15/2022,22:17.9,,2459868.429,93.9,282.5,218.2,93.9,,1,-4.2,7.1,,,ada,ired,,,,&Mancini
2955,DC2_PROJ,L1,10/25/2022,20:57.3,,2459878.373,152.8,265.5,203.8,152.8,,1,-6.2,6.6,,,ada,ired,,,,&Mancini
2956,DC1_PROJ,L1,10/25/2022,20:57.3,,2459878.373,178.9,291.7,230,178.9,,1,-6.2,7.3,,,ada,ired,,,,&Mancini
2957,DC2_PROJ,L1,12/7/2022,18:56.1,,2459921.289,44.1,189.4,139.2,44.1,,1,-11.2,5.6,,,ada,colo,,,,&Mancini
2958,DC2_PROJ,L1,1/6/2023,17:22.3,,2459951.224,23.3,300.2,257.9,23.3,,1,-11.1,5.7,,,ada,colo,,,,&Mancini
2959,DC2_PROJ,L1,1/6/2023,17:22.3,,2459951.224,41.6,318.5,276.2,41.6,,1,-11.1,7.4,,,ada,colo,,,,&Mancini
2960,DC3_PROJ,L1,1/6/2023,17:22.3,,2459951.224,61.1,338,295.7,61.1,,1,-11.1,7.6,,,ada,colo,,,,&Mancini
2961,DC2_PROJ,L1,7/10/2023,02:57.2,,2460135.623,231.4,181.3,188.1,231.4,,1,10.9,6.3,,,ada,ired,,,,&Mancini
2962,DC3_PROJ,L1,7/10/2023,02:57.2,,2460135.623,264.7,214.7,221.4,264.7,,1,10.9,6.6,,,ada,ired,,,,&Mancini
2963,DC1_PROJ,L1,7/10/2023,02:57.2,,2460135.623,277.3,227.2,234,277.3,,1,10.9,7,,,ada,ired,,,,&Mancini
2964,DC2_PROJ,L1,8/14/2023,02:43.0,,2460170.613,335.1,18.1,34.1,335.1,,1,11.7,7.4,,,ada,ired,,,,&Mancini
2965,DC2_PROJ,L2,8/14/2023,02:43.0,,2460170.613,18,61,77,18,,1,11.7,8.4,,,ada,ired,,,,&Mancini
2966,DC2_PROJ,L1,8/15/2023,02:45.6,,2460171.615,126.2,161.5,177.9,126.2,,1,11.7,6.2,,,ada,ired,,,,&Mancini
2967,DC1_PROJ,L1,8/15/2023,02:45.6,,2460171.615,150,185.3,201.7,150,,1,11.7,7.5,,,ada,ired,,,,&Mancini
2968,DC3_PROJ,L2,8/15/2023,02:45.6,,2460171.615,160.2,195.6,211.9,160.2,,1,11.7,8.5,,,ada,ired,,,,&Mancini
2969,DC2_PROJ,L2,8/15/2023,02:45.6,,2460171.615,172.4,207.7,224,172.4,,1,11.7,8.8,,,ada,ired,,,,&Mancini
2970,DC2_PROJ,L1,9/2/2023,02:36.1,,2460189.608,102.6,0.7,21.8,102.6,,1,10.7,5.1,,,ada,colo,,,,&Mancini
2971,DC1_PROJ,L1,9/2/2023,02:36.1,,2460189.608,121.5,19.5,40.6,121.5,,1,10.7,6.8,,,ada,colo,,,,&Mancini
2972,DC1_PROJ,L1,9/2/2023,02:36.1,,2460189.608,147.4,45.5,66.6,147.4,,1,10.7,7.3,,,ada,colo,,,,&Mancini
2973,DC2_PROJ,L2,9/2/2023,02:36.1,,2460189.608,156.8,54.9,76,156.8,,1,10.7,8.2,,,ada,colo,,,,&Mancini
2974,DC2_PROJ,L1,9/15/2023,23:21.4,,2460203.473,30.1,182.4,207.2,30.1,,1,9.3,6.8,,,ada,colo,,,,&Mancini
2975,DC1_PROJ,L2,9/15/2023,23:21.4,,2460203.473,97.7,250,274.8,97.7,,1,9.3,8.8,,,ada,colo,,,,&Mancini
2976,DC2_PROJ,L1,10/13/2023,23:26.4,,2460231.477,158.3,96.9,129.1,158.3,,1,4.5,7,,,ada,colo,,,,&Mancini
2977,DC3_PROJ,L1,10/13/2023,23:26.4,,2460231.477,178.4,116.9,149.2,178.4,,1,4.5,7.5,,,ada,colo,,,,&Mancini
2978,DC3_PROJ,L1,10/13/2023,23:26.4,,2460231.477,173.3,111.9,144.1,173.3,,1,4.5,7.6,,,ada,colo,,,,&Mancini
2979,DC2_PROJ,L1,10/22/2023,21:44.0,,2460240.406,36.4,266.8,301.4,36.4,,1,2.5,7.1,,,ada,colo,,,,&Mancini
2980,DC2_PROJ,L1,10/22/2023,21:44.0,,2460240.406,105.1,335.5,10.1,105.1,,1,2.5,7.1,,,ada,colo,,,,&Mancini
2981,DC1_PROJ,L1,10/22/2023,21:44.0,,2460240.406,78.1,308.5,343.1,78.1,,1,2.5,7.7,,,ada,colo,,,,&Mancini
2982,DC2_PROJ,L2,10/22/2023,21:44.0,,2460240.406,58.2,288.6,323.2,58.2,,1,2.5,8.1,,,ada,colo,,,,&Mancini
2983,DC2_PROJ,L1,10/1/2023,04:20.6,,2460218.681,65.9,102.1,131,65.9,,1,6.9,7.7,,,ada,ired,,,,&Mariani
2984,DC1_PROJ,L2,10/1/2023,04:20.6,,2460218.681,86.3,122.5,151.3,86.3,,1,6.9,8.4,,,ada,ired,,,,&Mariani
2985,DC3_PROJ,L2,10/1/2023,04:20.6,,2460218.681,100.9,137.1,166,100.9,,1,6.9,8.7,,,ada,ired,,,,&Mariani
2986,DC2_PROJ,L2,10/1/2023,04:20.6,,2460218.681,78.1,114.3,143.1,78.1,,1,6.9,9,,,ada,ired,,,,&Mariani
2987,DC3_PROJ,L1,9/12/2022,23:39.0,,2459835.485,277.5,357.5,284.4,277.5,,1,3.1,6.5,,,ada,colo,,,,&Mirabel
2988,DC2_PROJ,L1,9/12/2022,23:39.0,,2459835.485,317.4,37.4,324.3,317.4,,1,3.1,7.2,,,ada,colo,,,,&Mirabel
2989,DC2_PROJ,L1,9/12/2022,23:39.0,,2459835.485,349.1,69,356,349.1,,1,3.1,7.7,,,ada,colo,,,,&Mirabel
2990,DC2_PROJ,L1,9/12/2022,23:39.0,,2459835.485,354.7,74.7,1.6,354.7,,1,3.1,7.8,,,ada,colo,,,,&Mirabel
2991,DC3_PROJ,L1,9/12/2022,23:39.0,,2459835.485,289.7,9.6,296.6,289.7,,1,3.1,8,,,ada,colo,,,,&Mirabel
2992,DC3_PROJ,L1,10/15/2022,21:50.0,,2459868.41,75.9,264.7,200.3,75.9,,1,-4.2,7.1,,,ada,colo,,,,&Mirabel
2993,DC3_PROJ,L1,10/15/2022,21:50.0,,2459868.41,95.1,283.9,219.5,95.1,,1,-4.2,7.1,,,ada,colo,,,,&Mirabel
2994,DC3_PROJ,L1,10/15/2022,21:50.0,,2459868.41,35.9,224.6,160.3,35.9,,1,-4.2,7.4,,,ada,colo,,,,&Mirabel
2995,DC3_PROJ,L1,10/15/2022,21:50.0,,2459868.41,104.2,293,228.6,104.2,,1,-4.2,7.8,,,ada,colo,,,,&Mirabel
2996,DC2_PROJ,L2,10/15/2022,21:50.0,,2459868.41,14.1,202.9,138.5,14.1,,1,-4.2,8.4,,,ada,colo,,,,&Mirabel
2997,DC2_PROJ,L2,10/15/2022,21:50.0,,2459868.41,46.9,235.6,171.3,46.9,,1,-4.2,8.4,,,ada,colo,,,,&Mirabel
2998,DC2_PROJ,L1,10/18/2022,19:35.0,,2459871.316,105.1,271.7,208.1,105.1,,1,-4.8,6.7,,,ada,colo,,,,&Mirabel
2999,DC2_PROJ,L1,10/18/2022,21:10.7,,2459871.382,128.9,295,231.4,128.9,,1,-4.8,6.1,,,ada,colo,,,,&Mirabel
3000,DC2_PROJ,L1,10/18/2022,21:10.7,,2459871.382,132.7,298.8,235.3,132.7,,1,-4.8,6.3,,,ada,colo,,,,&Mirabel
3001,DC3_PROJ,L1,10/18/2022,21:10.7,,2459871.382,184.1,350.2,286.7,184.1,,1,-4.8,7.5,,,ada,colo,,,,&Mirabel
3002,DC3_PROJ,L2,10/18/2022,21:10.7,,2459871.382,156.6,322.7,259.2,156.6,,1,-4.8,9.4,,,ada,colo,,,,&Mirabel
3003,DC2_PROJ,L1,10/18/2022,22:37.0,,2459871.442,247.7,53.3,349.8,247.7,,1,-4.8,6.4,,,ada,colo,,,,&Mirabel
3004,DC1_PROJ,L1,10/18/2022,22:37.0,,2459871.442,219,24.6,321.1,219,,1,-4.8,7.5,,,ada,colo,,,,&Mirabel
3005,DC1_PROJ,L2,10/18/2022,22:37.0,,2459871.442,208.2,13.8,310.3,208.2,,1,-4.8,8.3,,,ada,colo,,,,&Mirabel
3006,DC3_PROJ,L2,10/18/2022,22:37.0,,2459871.442,227.6,33.2,329.7,227.6,,1,-4.8,8.3,,,ada,colo,,,,&Mirabel
3007,DC2_PROJ,L1,10/19/2022,19:12.0,,2459872.3,246,45,341.7,246,,1,-5,6.6,,,ada,colo,,,,&Mirabel
3008,DC3_PROJ,L1,10/19/2022,19:12.0,,2459872.3,281.5,80.5,17.2,281.5,,1,-5,6.9,,,ada,colo,,,,&Mirabel
3009,DC1_PROJ,L1,10/19/2022,19:12.0,,2459872.3,219.2,18.3,315,219.2,,1,-5,7.9,,,ada,colo,,,,&Mirabel
3010,DC1_PROJ,L2,10/19/2022,19:12.0,,2459872.3,208.5,7.6,304.3,208.5,,1,-5,8.1,,,ada,colo,,,,&Mirabel
3011,DC2_PROJ,L1,10/2/2023,02:00.9,,2460219.584,126.5,155.8,184.9,126.5,,1,6.8,6.6,,,ada,colo,,,,&Mirabel
3012,DC2_PROJ,L1,10/2/2023,02:00.9,,2460219.584,167.9,197.2,226.3,167.9,,1,6.8,7.4,,,ada,colo,,,,&Mirabel
3013,DC3_PROJ,L2,10/2/2023,02:00.9,,2460219.584,173.1,202.4,231.5,173.1,,1,6.8,8.8,,,ada,colo,,,,&Mirabel
3014,DC2_PROJ,L1,10/3/2023,00:36.6,,2460220.525,238.4,260.5,289.8,238.4,,1,6.6,7,,,ada,colo,,,,&Mirabel
3015,DC2_PROJ,L1,10/3/2023,01:59.4,,2460220.583,275.7,297.4,326.8,275.7,,1,6.6,7,,,ada,colo,,,,&Mirabel
3016,DC2_PROJ,L1,10/3/2023,01:59.4,,2460220.583,349.9,11.6,41,349.9,,1,6.6,7.6,,,ada,colo,,,,&Mirabel
3017,DC2_PROJ,L1,10/3/2023,01:59.4,,2460220.583,301.3,323,352.3,301.3,,1,6.6,7.6,,,ada,colo,,,,&Mirabel
3018,DC2_PROJ,L1,10/3/2023,01:59.4,,2460220.583,333.4,355.1,24.4,333.4,,1,6.6,7.9,,,ada,colo,,,,&Mirabel
3019,DC3_PROJ,L1,10/3/2023,01:59.4,,2460220.583,328.7,350.4,19.8,328.7,,1,6.6,8,,,ada,colo,,,,&Mirabel
3020,DC3_PROJ,L1,10/8/2023,00:44.4,,2460225.531,2.7,346.7,17.3,2.7,,1,5.6,5.9,,,ada,colo,,,,&Mirabel
3021,DC3_PROJ,L1,10/8/2023,00:44.4,,2460225.531,328.7,312.7,343.3,328.7,,1,5.6,7.6,,,ada,colo,,,,&Mirabel
3022,DC1_PROJ,L1,10/8/2023,01:45.9,,2460225.574,28.5,12.1,42.8,28.5,,1,5.6,7.2,,,ada,colo,,,,&Mirabel
3023,DC2_PROJ,L1,10/8/2023,01:45.9,,2460225.574,64.1,47.7,78.4,64.1,,1,5.6,7.4,,,ada,colo,,,,&Mirabel
3024,DC3_PROJ,L1,10/8/2023,01:45.9,,2460225.574,40,23.6,54.3,40,,1,5.6,7.9,,,ada,colo,,,,&Mirabel
3025,DC3_PROJ,L1,10/8/2023,01:45.9,,2460225.574,33.9,17.5,48.1,33.9,,1,5.6,8,,,ada,colo,,,,&Mirabel
3026,DC3_PROJ,L2,10/8/2023,01:45.9,,2460225.574,30.1,13.7,44.4,30.1,,1,5.6,8.4,,,ada,colo,,,,&Mirabel
3027,DC2_PROJ,L1,10/12/2023,00:14.0,,2460229.51,198.6,152.1,183.9,198.6,,1,4.9,6.6,,,ada,colo,,,,&Mirabel
3028,DC2_PROJ,L1,10/12/2023,00:14.0,,2460229.51,239.3,192.9,224.6,239.3,,1,4.9,7.4,,,ada,colo,,,,&Mirabel
3029,DC2_PROJ,L1,10/12/2023,00:57.3,,2460229.54,273.2,226.5,258.2,273.2,,1,4.9,6.8,,,ada,colo,,,,&Mirabel
3030,DC2_PROJ,L1,10/13/2023,01:38.3,,2460230.568,79.4,24.9,56.9,79.4,,1,4.6,5.2,,,ada,colo,,,,&Mirabel
3031,DC2_PROJ,L1,10/13/2023,01:38.3,,2460230.568,85.5,31,63,85.5,,1,4.6,6.6,,,ada,colo,,,,&Mirabel
3032,DC2_PROJ,L1,10/13/2023,01:38.3,,2460230.568,43.8,349.3,21.3,43.8,,1,4.6,7,,,ada,colo,,,,&Mirabel
3033,DC3_PROJ,L1,10/13/2023,01:38.3,,2460230.568,50.7,356.2,28.2,50.7,,1,4.6,7.6,,,ada,colo,,,,&Mirabel
3034,DC2_PROJ,L1,10/13/2023,01:38.3,,2460230.568,88.7,34.2,66.2,88.7,,1,4.6,8,,,ada,colo,,,,&Mirabel
3035,DC3_PROJ,L1,6/3/2022,19:46.9,,2459734.324,64,195.8,95.8,64,,1,11,7.4,,,ada,ired,,,,&Miyaz_5
3036,DC2_PROJ,L1,6/3/2022,19:46.9,,2459734.324,71.1,202.9,102.9,71.1,,1,11,7.5,,,ada,ired,,,,&Miyaz_5
3037,DC2_PROJ,L1,6/3/2022,19:46.9,,2459734.324,27.6,159.5,59.5,27.6,,1,11,7.6,,,ada,ired,,,,&Miyaz_5
3038,DC2_PROJ,L1,6/3/2022,19:46.9,,2459734.324,83,214.9,114.9,83,,1,11,7.6,,,ada,ired,,,,&Miyaz_5
3039,DC2_PROJ,L2,6/3/2022,19:46.9,,2459734.324,45.4,177.3,77.3,45.4,,1,11,8.4,,,ada,ired,,,,&Miyaz_5
3040,DC3_PROJ,L2,6/3/2022,19:46.9,,2459734.324,88.8,220.7,120.7,88.8,,1,11,8.4,,,ada,ired,,,,&Miyaz_5
3041,DC1_PROJ,L1,6/4/2022,19:28.9,,2459735.312,202.8,327.1,227.4,202.8,,1,11.1,6.4,,,ada,ired,,,,&Miyaz_5
3042,DC2_PROJ,L1,6/4/2022,19:28.9,,2459735.312,181.1,305.4,205.7,181.1,,1,11.1,7.6,,,ada,ired,,,,&Miyaz_5
3043,DC1_PROJ,L1,6/4/2022,19:28.9,,2459735.312,217.5,341.9,242.1,217.5,,1,11.1,7.7,,,ada,ired,,,,&Miyaz_5
3044,DC1_PROJ,L1,6/4/2022,19:28.9,,2459735.312,238.2,2.5,262.8,238.2,,1,11.1,7.8,,,ada,ired,,,,&Miyaz_5
3045,DC2_PROJ,L1,6/4/2022,19:28.9,,2459735.312,169.2,293.6,193.8,169.2,,1,11.1,7.8,,,ada,ired,,,,&Miyaz_5
3046,DC3_PROJ,L2,6/4/2022,19:28.9,,2459735.312,205,329.4,229.6,205,,1,11.1,8.2,,,ada,ired,,,,&Miyaz_5
3047,DC2_PROJ,L1,6/4/2022,20:27.1,,2459735.352,257.8,21.8,282.1,257.8,,1,11.1,7.6,,,ada,colo,,,,&Miyaz_5
3048,DC3_PROJ,L2,6/4/2022,20:27.1,,2459735.352,244.6,8.6,268.9,244.6,,1,11.1,8.2,,,ada,colo,,,,&Miyaz_5
3049,DC2_PROJ,L2,6/4/2022,20:27.1,,2459735.352,264.4,28.4,288.7,264.4,,1,11.1,8.3,,,ada,colo,,,,&Miyaz_5
3050,DC1_PROJ,L1,6/5/2022,19:31.8,,2459736.314,8.5,125.2,25.7,8.5,,1,11.1,7.6,,,ada,ired,,,,&Miyaz_5
3051,DC3_PROJ,L1,6/5/2022,19:31.8,,2459736.314,338.8,95.5,356,338.8,,1,11.1,7.7,,,ada,ired,,,,&Miyaz_5
3052,DC3_PROJ,L2,6/5/2022,19:31.8,,2459736.314,21.5,138.2,38.7,21.5,,1,11.1,8.3,,,ada,ired,,,,&Miyaz_5
3053,DC3_PROJ,L1,6/5/2022,20:01.3,,2459736.334,60.1,176.6,77.2,60.1,,1,11.1,7.9,,,ada,ired,,,,&Miyaz_5
3054,DC2_PROJ,L1,6/13/2022,19:30.6,,2459744.313,233.9,289.5,192.2,233.9,,1,11.5,7.3,,,ada,colo,,,,&Miyaz_5
3055,DC3_PROJ,L1,6/13/2022,19:30.6,,2459744.313,176.2,231.9,134.5,176.2,,1,11.5,7.5,,,ada,colo,,,,&Miyaz_5
3056,DC2_PROJ,L1,6/13/2022,19:30.6,,2459744.313,158.5,214.1,116.8,158.5,,1,11.5,7.6,,,ada,colo,,,,&Miyaz_5
3057,DC2_PROJ,L1,6/13/2022,19:30.6,,2459744.313,193.9,249.6,152.3,193.9,,1,11.5,7.8,,,ada,colo,,,,&Miyaz_5
