Type,Collection,No.,Avg. Time,JD,Lat,Lon,PCld,fNH3
xyfnh3max,20241118-20241118 NEDF A,1,2024-11-18T06:50:06.000,2460632.7847916665,5,29,1956.9442138671875,174.295654296875
xyPcldmax,20241118-20241118 NEDF A,1,2024-11-18T06:50:06.000,2460632.7847916665,-4,25,2028.854736328125,132.06777954101562
xyPcldmax,20241118-20241118 NEDF A,2,2024-11-18T06:50:06.000,2460632.7847916665,9,35,2100.4248046875,151.0745086669922
xyPcldmin,20241118-20241118 NEDF A,1,2024-11-18T06:50:06.000,2460632.7847916665,-6,44,1906.1580810546875,107.1240463256836
