label,avglat,avglon,avgarea,areacoef0,areacoef1,avgfNH3,avgPCld,stdfNH3,stdPCld
1,9.056177785,9.056177785,51.333333333333336,0.439370823243644,-1081101.4836601007,127.86340746825397,1967.9346564087302,5.818840477033124,8.65408934657635
2,7.785998721000001,7.785998721000001,18.333333333333332,0.3462989875709429,-852109.9471890638,127.86340746825397,1967.9346564087302,5.818840477033124,8.65408934657635
3,9.596887721,9.596887721,15.714285714285714,-0.19890748927170374,489460.42134826083,127.86340746825397,1967.9346564087302,5.818840477033124,8.65408934657635
4,8.0022105328,8.0022105328,36.4,0.8344908602607958,-2053385.6750486174,127.86340746825397,1967.9346564087302,5.818840477033124,8.65408934657635
10,8.543298599,8.543298599,6.0,0.09033015672289303,-222268.75095993292,127.86340746825397,1967.9346564087302,5.818840477033124,8.65408934657635
