ROI Label,Mean1,Stdv1,Mean2,Stdv2,Mean AMF
SED C,1945.4687293152638,26.085005157266718,141.63900050061133,22.819026003355333,1.2354327379207308
HS1 C,2122.718782901845,63.08062402683948,140.14482498671836,8.171709316482422,1.125695928536382
NEB Ref,1902.7213086693682,24.031685452777772,78.75307987784734,4.006683917795548,1.132791995448896
Plume C,1634.328989795049,11.320553895471985,130.27962760520674,28.978781802883177,1.2487376616923922
 +NH3 C,1767.627769173742,44.51796127273621,177.09905442107038,69.30404884744443,1.4276244097784536
 +NH3 D,1859.4858493701818,28.829063639765366,153.4398494785915,17.646555293066207,1.1656635986329227
