Type,Collection,No.,Avg. Time,JD,Lat,Lon,PCld,fNH3
xyfnh3min,20241115-20241115 SEB OB,1,2024-11-15T05:41:23.769,2460629.7370806625,-16,333,1838.6346435546875,90.25233459472656
xyPcldmax,20241115-20241115 SEB OB,1,2024-11-15T05:40:30.000,2460629.736458333,-7,331,1977.0123291015625,107.51892852783203
