label,avglat,latdrift,latcoef0,latcoef1,avglon,avgfNH3,avgPCld,stdfNH3,stdPCld
1,9.056177785,0.00368967535145724,0.00368967535145724,-9070.069446829268,,nan,nan,nan,nan
2,7.785998721000001,0.004210795017917503,0.004210795017917503,-10353.60010702166,,126.43846159333333,1983.5544985000004,0.0,0.0
3,9.596887721,-0.021723414958366067,-0.021723414958366067,53463.64484552292,,132.4138348633333,1972.5745800833336,5.9753732699999915,10.979918416666806
4,8.0022105328,0.061651116121155244,0.061651116121155244,-151696.19111640437,,130.86908014317459,1970.3915471507937,5.345645402393013,9.481754647402854
10,8.543298599,-0.20388541086687836,-0.20388541086687836,501707.8712851913,,129.73267753790475,1969.5764482904765,4.434598272317034,8.584813999407778
