Tag,label,jd_time,fits_time,area,eccentricity,centroid_lat,centroid_lon,weighted_centroid_lat_seg,weighted_centroid_lon_seg,seg_intensity_mean,seg_intensity_min,seg_intensity_max,intensity_mean,intensity_min,intensity_max,Threshold,HW,Boxcar,Fit
,8,0,-04713-11-24T12:00:00.000,12,0.81037041,-13,97.16666667,-12.99816848,97.16102858,1724.80806,1702.32008,1749.649298,5.76581289,-5.12342062,14.24891427,,,,
,9,2460703.522,2025-01-28T00:31:12.000,256,0.899062494,-2.74609375,144.1914063,-2.855234023,144.2421346,1671.936952,1494.45869,1749.584147,96.97837223,61.82872415,142.9564215,,,,
4,10,2460703.529,2025-01-28T00:41:39.000,80,0.847461123,8.3,164.1875,8.308083559,164.1783263,1700.369708,1638.085789,1749.377007,109.3639767,75.48941543,140.1910812,,,,
,11,2460703.529,2025-01-28T00:41:39.000,1,0,-14,165,-14,165,1749.245232,1749.245232,1749.245232,75.81633411,75.81633411,75.81633411,,,,
5,12,2460703.551,2025-01-28T01:14:03.600,172,0.919764949,6.953488372,202.3372093,6.953229635,202.3380465,1695.560769,1627.299358,1748.697832,102.8218279,73.8088683,126.5447663,,,,
6,13,2460703.577,2025-01-28T01:50:25.200,59,0.787980424,8.661016949,227.3050847,8.659500148,227.3057606,1714.617219,1661.735689,1748.190614,104.9526198,78.49650333,130.3864219,,,,
7,14,2460703.605,2025-01-28T02:30:45.577,167,0.828535406,9.269461078,251.9580838,9.261855317,251.9617605,1707.870224,1643.566301,1749.861922,92.95381556,65.62941424,121.1897657,,,,
,15,2460703.66,2025-01-28T03:49:47.045,373,0.986676101,8.297587131,302.3270777,8.296306095,302.3710647,1713.412085,1647.369162,1749.903254,94.23710089,56.16295227,131.7528952,,,,
,16,2460703.69,2025-01-28T04:33:39.429,37,0.462937594,-7.675675676,321.2702703,-7.67594065,321.2696658,1738.564144,1721.96193,1749.983979,94.30201725,87.98651903,106.0573847,,,,
,17,2460703.701,2025-01-28T04:50:01.500,90,0.992304337,-12.82222222,337.3222222,-12.81808581,337.3187094,1729.665313,1699.131928,1748.633769,95.32033363,84.30437815,102.6244269,,,,
,18,2460703.709,2025-01-28T05:00:30.000,59,0.905285518,8.372881356,355.3389831,8.372522534,355.3303803,1723.532392,1683.502918,1749.046025,82.62538291,66.54638973,113.6594155,,,,
,19,2460703.709,2025-01-28T05:00:30.000,1,0,-14,359,-14,359,1747.982535,1747.982535,1747.982535,96.88979958,96.88979958,96.88979958,,,,
,1,2460704.573,2025-01-29T01:44:52.000,5,0.816496581,7.2,1.4,7.20010998,1.39986596,1742.921051,1738.835715,1747.999439,103.8039668,96.72736374,110.4052626,,,,
,2,2460704.585,2025-01-29T02:03:06.857,1,0,9,26,9,26,1749.4963,1749.4963,1749.4963,104.6993221,104.6993221,104.6993221,,,,
1,3,2460704.597,2025-01-29T02:19:47.294,45,0.823987648,9.422222222,43.31111111,9.420067562,43.30928073,1734.292804,1707.689244,1749.793007,90.66591154,71.24452859,123.7335835,,,,
,4,2460704.608,2025-01-29T02:35:43.731,3,1,6,53,6,53.000105,1739.102064,1736.258198,1740.797915,160.8054036,156.0402288,165.8023742,,,,
3,5,2460704.706,2025-01-29T04:56:08.118,135,0.945123532,5.696296296,137.8962963,5.696117945,137.8697391,1678.55194,1583.540743,1749.932484,116.0942584,85.70669048,146.4570484,,,,
,6,2460704.718,2025-01-29T05:13:23.412,1,0,-13,149,-13,149,1749.851122,1749.851122,1749.851122,102.9877033,102.9877033,102.9877033,,,,
,7,2460704.726,2025-01-29T05:25:18.000,31,0.989011622,-13.29032258,157.6774194,-13.28571967,157.6646552,1723.033918,1683.983618,1749.457094,99.75436352,94.80025191,104.3108964,,,,
4,8,2460704.734,2025-01-29T05:36:24.000,76,0.879169392,6.315789474,165.9473684,6.319636436,165.9303026,1687.219503,1614.447285,1749.432838,116.1591075,90.88720028,147.9483283,,,,
6,9,2460704.784,2025-01-29T06:49:36.000,487,0.98132712,7.375770021,223.0862423,7.361887943,222.9589849,1694.575295,1565.307815,1749.770144,114.3441168,72.90120783,161.8445166,,,,
,10,2460704.784,2025-01-29T06:49:36.000,1,0,13,231,13,231,1745.127844,1745.127844,1745.127844,83.08315305,83.08315305,83.08315305,,,,
,11,2460704.784,2025-01-29T06:49:36.000,1,0,-1,241,-1,241,1749.418242,1749.418242,1749.418242,148.7829503,148.7829503,148.7829503,,,,
,12,0,-04713-11-24T12:00:00.000,1,0,-2,245,-2,245,1742.503151,1742.503151,1742.503151,144.9371379,144.9371379,144.9371379,,,,
,13,0,-04713-11-24T12:00:00.000,2,1,-0.5,247,-0.501027023,247,1734.4495,1730.886861,1738.012138,146.2379288,143.9761856,148.499672,,,,
,14,0,-04713-11-24T12:00:00.000,9,0.982946374,-13.77777778,306,-13.77619213,306.001531,1727.701023,1709.23743,1746.932871,94.83788778,86.42524043,110.5818994,,,,
,15,2460704.529,2025-01-29T00:41:06.000,2,1,-3.5,309.5,-3.49894543,309.4989454,1727.499538,1723.855999,1731.143077,115.7218008,115.4576173,115.9859843,,,,
,16,2460704.529,2025-01-29T00:41:06.000,1,0,-1,312,-1,312,1740.416208,1740.416208,1740.416208,104.3043091,104.3043091,104.3043091,,,,
,17,2460704.529,2025-01-29T00:41:06.000,1,0,-3,312,-3,312,1747.490016,1747.490016,1747.490016,108.3905912,108.3905912,108.3905912,,,,
,18,2460704.529,2025-01-29T00:41:06.000,2,1,-13.5,313.5,-13.49738168,313.5026183,1726.719632,1717.677436,1735.761828,96.86947823,95.58444887,98.15450759,,,,
,19,2460704.529,2025-01-29T00:41:06.000,2,1,3.5,314.5,3.499517215,314.5004828,1739.600936,1737.92123,1741.280643,113.9466126,112.3323844,115.5608409,,,,
,20,2460704.529,2025-01-29T00:41:06.000,351,0.810910846,8.336182336,317.2222222,8.284773277,317.2741174,1699.284757,1601.97093,1749.602075,101.4191038,57.43229812,143.172507,,,,
,21,2460704.529,2025-01-29T00:41:06.000,5,1,-14,318,-14,318.0039677,1742.649782,1737.219932,1748.928889,99.3107174,95.6195171,104.1301677,,,,
,22,2460704.536,2025-01-29T00:51:24.353,1,0,-14,324,-14,324,1740.759262,1740.759262,1740.759262,92.22619113,92.22619113,92.22619113,,,,
,23,2460704.536,2025-01-29T00:52:03.000,1,0,-14,331,-14,331,1749.597118,1749.597118,1749.597118,93.96183766,93.96183766,93.96183766,,,,
,24,2460704.536,2025-01-29T00:52:03.000,1,0,-14,354,-14,354,1742.822609,1742.822609,1742.822609,84.57290708,84.57290708,84.57290708,,,,
,25,2460704.536,2025-01-29T00:52:03.000,14,0.881174157,11.92857143,355.2857143,11.92837393,355.288412,1739.792025,1713.349594,1747.010906,73.77051741,68.46531667,80.45685018,,,,
,1,2460736.583,2025-03-02T01:59:06.000,89,0.854366052,2.764044944,4.146067416,2.75199505,4.16053529,1722.638271,1664.225594,1749.715242,112.0200768,73.36837535,125.7990516,,,,
,2,2460736.583,2025-03-02T01:59:06.000,2,1,7.5,8,7.502497032,8,1729.980958,1721.341324,1738.620593,102.0427981,98.46280335,105.6227929,,,,
,3,2460736.583,2025-03-02T01:59:06.000,2,1,-4,12.5,-4,12.50097193,1742.392382,1739.005421,1745.779344,118.1252947,116.3603916,119.8901979,,,,
,4,2460736.59,2025-03-02T02:09:33.000,3,1,-14,25,-14,25.00051022,1742.108919,1740.537567,1743.204151,97.94341685,95.16453684,100.8814678,,,,
1,5,2460736.603,2025-03-02T02:28:38.000,193,0.855815696,6.844559585,56.08290155,6.843288069,56.07720462,1704.822782,1638.562612,1749.288315,106.7060028,70.28363151,155.2201101,,,,
2,6,2460736.654,2025-03-02T03:41:22.500,125,0.825545041,9.008,91.408,9.016651811,91.40770542,1711.95802,1649.415301,1749.301207,86.46929004,61.00964652,111.8932919,,,,
3,7,2460736.685,2025-03-02T04:25:57.000,52,0.923051456,8.730769231,136.2692308,8.730939886,136.2711795,1736.002004,1710.623061,1748.00241,85.46008349,66.40172996,124.2227321,,,,
,8,2460736.708,2025-03-02T04:59:00.000,621,0.728025987,1.209339775,179.0128824,1.177761308,178.6226941,1546.064133,1311.899374,1749.099487,26.2249933,-101.1810779,138.9124177,,,,
