label,avglat,latdrift,latcoef0,latcoef1,avglon,avgfNH3,avgPCld,stdfNH3,stdPCld
1,7.6256186840909095,-0.004479388377229857,-0.004479388377229857,11029.894649097341,,nan,nan,nan,nan
2,7.7188623932,0.01924375558703575,0.01924375558703575,-47344.592737645275,,97.59679548454547,1687.5943135454545,0.0,0.0
3,6.359589738090909,0.024685127599831384,0.024685127599831384,-60735.396699612524,,94.72088202227273,1693.805468572727,2.8759134622727345,6.211155027272639
4,7.43961078890909,-0.006281054855998287,-0.006281054855998287,15462.984524860713,,97.81071176151515,1692.3616844424241,4.960646577144439,5.4669909223482565
5,7.622880378333334,0.00491352231089196,0.00491352231089196,-12082.788890252898,,99.47685509727272,1694.9037443090908,5.175336867622169,6.46546188651127
6,8.605345315166668,-0.015565397719197809,-0.015565397719197809,38309.778673027875,,100.7851045811515,1695.4150938139392,5.317269619172215,5.872620470384493
7,9.2918552625,0.0019154921573520177,0.0019154921573520177,-4704.076831185135,,101.32397655540403,1697.1657859560603,5.00130434909907,6.638097684834654
8,8.02361321225,-0.024748518843257516,-0.024748518843257516,60905.56225070609,,99.70821477820346,1697.3757345694805,6.0912945870283135,6.167163493536616
9,8.3709273605,-0.31328626919978186,-0.31328626919978186,770893.0116271758,,99.48570712624053,1697.9288323420456,5.728215569790455,5.951561760044462
