Tag,label,jd_time,fits_time,area,eccentricity,centroid_lat,centroid_lon,weighted_centroid_lat_seg,weighted_centroid_lon_seg,seg_intensity_mean,seg_intensity_min,seg_intensity_max,intensity_mean,intensity_min,intensity_max,Threshold,HW,Boxcar,Fit
,19,2460692.27,2025-01-16T18:29:00.000,1,0,-9,320,-9,320,1950.315009,1950.315009,1950.315009,111.8200175,111.8200175,111.8200175,,,,
,20,2460692.272,2025-01-16T18:31:24.818,14,0.580749641,-3.571428571,322.3571429,-3.571261803,322.3577106,1959.569359,1952.414001,1971.858867,127.3529061,118.6087514,131.6987618,,,,
,1,2460702.57,2025-01-27T01:40:12.000,5,0.816496581,-10.8,34.4,-10.8004573,34.40008631,1954.061369,1951.27685,1958.379284,100.1925455,96.8838561,105.2015192,,,,
,2,2460702.57,2025-01-27T01:40:12.000,1,0,-11,38,-11,38,1951.188026,1951.188026,1951.188026,106.1277001,106.1277001,106.1277001,,,,
,3,2460702.584,2025-01-27T02:01:06.000,1,0,-3,58,-3,58,1953.548974,1953.548974,1953.548974,127.1178564,127.1178564,127.1178564,,,,
,4,2460702.584,2025-01-27T02:01:06.000,3,0.816496581,-2.666666667,60.66666667,-2.667722522,60.6664343,1956.724572,1950.52652,1961.558569,124.8890866,123.5865649,126.5573667,,,,
1,5,2460702.589,2025-01-27T02:07:38.812,50,0.887904511,7.82,65.6,7.821289562,65.60100421,1992.983719,1950.78008,2061.533762,145.248215,122.225268,167.8815991,,,,
,6,2460702.599,2025-01-27T02:22:02.400,890,0.973065104,-6.02247191,90.16292135,-6.016772308,90.20665926,1988.662941,1950.117029,2074.686453,112.6993682,91.94237385,164.8525515,,,,
,7,2460702.661,2025-01-27T03:51:36.000,4,1,15,146.5,15,146.498141,1957.493924,1950.125853,1963.154607,79.56072972,78.26855617,81.44765966,,,,
3,8,2460702.663,2025-01-27T03:55:00.429,3,0.97372313,9.333333333,149,9.33335386,148.9999312,1951.787648,1951.504729,1951.950375,123.9132074,121.7143713,126.912986,,,,
,9,2460702.68,2025-01-27T04:19:04.714,13,0.987280905,14.76923077,160.5384615,14.77077984,160.5410515,1967.055903,1951.425142,1990.298973,75.95758757,71.3986059,79.30184192,,,,
4,10,2460702.709,2025-01-27T05:01:14.093,95,0.330767822,10.50526316,178.8105263,10.49430371,178.8030174,1986.106672,1950.225431,2048.728136,110.2999175,73.81571005,158.2637779,,,,
,11,2460702.71,2025-01-27T05:02:13.773,329,0.993139725,-6.720364742,179.4984802,-6.722412563,179.5260079,1975.418573,1950.043002,2026.727282,122.5287523,101.6335648,144.5883237,,,,
,12,2460702.711,2025-01-27T05:03:10.800,1,0,15,188,15,188,1951.36949,1951.36949,1951.36949,82.63421297,82.63421297,82.63421297,,,,
,13,2460702.764,2025-01-27T06:19:30.706,51,0.839249945,-10.62745098,233.6666667,-10.62602014,233.6670095,1965.594675,1950.204711,1993.434676,107.4015094,101.8294074,112.9901176,,,,
,14,2460702.769,2025-01-27T06:26:54.000,1,0,-12,241,-12,241,1952.633948,1952.633948,1952.633948,100.2010237,100.2010237,100.2010237,,,,
,15,2460702.783,2025-01-27T06:47:50.000,8,0.949735295,14.625,265.875,14.62614095,265.8757263,1957.900811,1950.549428,1970.79825,88.42816532,84.13719944,90.44716632,,,,
,16,2460702.784,2025-01-27T06:49:30.480,1,0,14,271,14,271,1955.52102,1955.52102,1955.52102,90.70658052,90.70658052,90.70658052,,,,
,17,2460702.785,2025-01-27T06:50:27.000,424,0.919108101,-7.964622642,271.8726415,-7.994068725,271.9838324,2009.633117,1950.039534,2129.88185,124.3895304,100.6846002,156.0320812,,,,
,18,2460702.79,2025-01-27T06:58:18.000,19,0.956833285,14.31578947,279.8947368,14.31706756,279.8901896,1969.627021,1951.206133,1996.358865,102.8940873,88.43156293,111.0997796,,,,
,1,2460703.752,2025-01-28T06:03:12.000,4,0.912870929,-10.75,2.25,-10.74994361,2.249345351,1954.276205,1951.936118,1957.494387,121.8624652,119.8186799,123.2669431,,,,
,2,2460703.752,2025-01-28T06:03:12.000,38,0.667679088,-4.026315789,3.815789474,-4.026443947,3.818004246,1981.569411,1950.692069,2026.735001,131.6129365,119.3137939,142.5089078,,,,
,3,2460703.758,2025-01-28T06:10:48.000,118,0.911331934,12.44067797,12.18644068,12.46263713,12.16574795,1995.340539,1951.288823,2064.238908,91.38944183,77.72109346,132.5528123,,,,
,4,2460703.767,2025-01-28T06:24:06.000,1,0,15,29,15,29,1952.459302,1952.459302,1952.459302,78.02030537,78.02030537,78.02030537,,,,
,5,2460703.767,2025-01-28T06:24:06.000,2,1,15,33.5,15,33.50035677,1954.762154,1953.367357,1956.156951,75.11793247,74.63035262,75.60551233,,,,
,6,2460703.767,2025-01-28T06:24:06.000,324,0.995042917,-11.71604938,40.5617284,-11.7288167,40.49023058,1996.896046,1950.103785,2068.63737,112.9288911,84.22617218,134.1468872,,,,
,7,2460703.774,2025-01-28T06:34:33.000,12,0.894125085,-1,47.83333333,-1.000070629,47.83527005,1960.748635,1950.499156,1978.584865,130.1414069,127.6645826,133.1337128,,,,
,8,2460703.774,2025-01-28T06:34:33.000,1,0,15,51,15,51,1958.703184,1958.703184,1958.703184,68.98323315,68.98323315,68.98323315,,,,
1,9,2460703.781,2025-01-28T06:45:00.000,100,0.793621412,11.01,63.64,10.99860078,63.64231564,1984.125796,1950.515579,2045.281837,92.68823006,51.26090781,145.9461127,,,,
,10,2460703.789,2025-01-28T06:55:27.000,1,0,-10,74,-10,74,1954.035118,1954.035118,1954.035118,92.6137661,92.6137661,92.6137661,,,,
,11,2460703.789,2025-01-28T06:55:27.000,1,0,-10,77,-10,77,1955.336456,1955.336456,1955.336456,93.50686416,93.50686416,93.50686416,,,,
,12,2460703.529,2025-01-28T00:41:39.000,2,1,-4,164.5,-4,164.5001058,1952.508868,1952.095545,1952.92219,112.6879243,112.6876303,112.6882183,,,,
,13,2460703.529,2025-01-28T00:41:39.000,1,0,-7,166,-7,166,1955.895991,1955.895991,1955.895991,94.62770147,94.62770147,94.62770147,,,,
,14,2460703.529,2025-01-28T00:41:39.000,1,0,-6,168,-6,168,1954.215108,1954.215108,1954.215108,102.859814,102.859814,102.859814,,,,
4,15,2460703.536,2025-01-28T00:52:08.000,36,0.768420208,9.305555556,178.6666667,9.300677322,178.6626589,1973.474917,1950.265223,2009.882314,107.4330093,81.29432484,129.1736239,,,,
,16,2460703.587,2025-01-28T02:05:24.462,571,0.997298414,-9.942206655,235.7793345,-9.937387334,235.7221924,1975.216767,1950.10628,2030.185614,102.3380227,88.99249288,116.4033037,,,,
,17,2460703.667,2025-01-28T04:00:49.500,29,0.785604276,-3.965517241,305.862069,-3.966385857,305.8609366,1969.251155,1950.029558,1989.931639,121.8681535,116.3514953,127.5808315,,,,
10,18,2460703.701,2025-01-28T04:50:01.500,7,0.919086217,6.285714286,340.7142857,6.286185158,340.7156135,1966.089068,1952.445844,1978.497493,138.5604834,134.8140976,144.2250014,,,,
,19,2460703.701,2025-01-28T04:50:01.500,5,0.816496581,-4.4,341.2,-4.399829542,341.2003126,1957.305297,1953.487925,1964.16776,123.9366821,122.6237056,125.1290854,,,,
,20,2460703.701,2025-01-28T04:50:01.500,1,0,-4,344,-4,344,1964.661898,1964.661898,1964.661898,125.0829568,125.0829568,125.0829568,,,,
,1,2460704.573,2025-01-29T01:44:52.000,10,0.564798175,-2.9,4.7,-2.900195071,4.700996239,1956.622626,1950.240111,1972.62307,116.3361104,108.5334119,121.3123609,,,,
,2,2460704.592,2025-01-29T02:12:27.960,5,1,-1,38,-1,37.99952029,1952.930058,1951.556207,1955.257968,126.8048153,124.5944404,127.7810274,,,,
,3,2460704.602,2025-01-29T02:27:14.400,21,0.957121849,-0.142857143,46.71428571,-0.142451281,46.71351775,1959.968847,1951.521977,1973.092634,132.5328064,128.6616188,136.6781269,,,,
1,4,2460704.617,2025-01-29T02:48:19.200,45,0.899776011,8.2,65.33333333,8.199683524,65.33778203,1998.618883,1950.714853,2050.809232,142.5259182,108.5248822,167.851986,,,,
,5,2460704.633,2025-01-29T03:10:58.800,973,0.989930249,-8.340184995,78.34635149,-8.333413828,78.46489262,1998.741659,1950.094787,2105.041651,111.093298,91.01658481,148.8681298,,,,
,6,2460704.648,2025-01-29T03:33:27.600,2,1,15,90.5,15,90.49933632,1957.808234,1955.209535,1960.406933,66.41989403,66.11749477,66.7222933,,,,
2,7,2460704.678,2025-01-29T04:16:55.395,40,0.939809182,7.55,110.45,7.550092625,110.4495439,1976.742116,1955.198923,2007.280789,143.353453,117.7831527,166.9200093,,,,
,8,2460704.68,2025-01-29T04:19:03.600,8,0.984250984,14.875,114,14.87548663,114.0001369,1958.939168,1951.312888,1967.380451,70.78987929,66.59151668,74.95394514,,,,
,9,2460704.687,2025-01-29T04:29:16.979,1,0,15,121,15,121,1950.121146,1950.121146,1950.121146,65.50836422,65.50836422,65.50836422,,,,
,10,2460704.695,2025-01-29T04:41:11.182,1,0,15,124,15,124,1952.573911,1952.573911,1952.573911,65.57577227,65.57577227,65.57577227,,,,
,11,2460704.711,2025-01-29T05:03:44.400,39,0.995728361,14.58974359,139.7948718,14.59099145,139.8045075,1966.661896,1951.199063,2010.535007,69.35046584,63.5645861,76.60917808,,,,
,12,2460704.726,2025-01-29T05:25:18.000,5,1,15,157,15,156.9999189,1956.845588,1953.81924,1961.84883,69.08695793,67.89709495,70.63255175,,,,
,13,2460704.727,2025-01-29T05:26:18.545,103,0.953773736,-3.281553398,162.3106796,-3.274691251,162.2950227,1971.944633,1950.058148,2021.804807,124.1618526,104.1831303,140.5115264,,,,
,14,2460704.729,2025-01-29T05:29:37.903,8,1,15,164.5,15,164.5004155,1961.962556,1953.205455,1973.969105,70.76698787,69.40030447,73.0008391,,,,
4,15,2460704.752,2025-01-29T06:02:33.000,32,0.796047342,7.71875,180.15625,7.714483099,180.1508547,1984.722782,1953.179714,2027.402964,124.0909395,97.59541136,151.8314773,,,,
,16,2460704.752,2025-01-29T06:02:33.000,1,0,15,182,15,182,1954.489692,1954.489692,1954.489692,71.90854771,71.90854771,71.90854771,,,,
,17,2460704.752,2025-01-29T06:03:35.829,11,1,15,189,15,188.9993057,1960.451847,1951.067587,1968.810493,70.18625388,69.03879676,71.99032257,,,,
,18,2460704.76,2025-01-29T06:14:46.000,35,0.901148251,-8.914285714,195.2857143,-8.914660935,195.2816295,1973.049967,1952.647609,1999.515321,117.0302528,110.5651442,125.6749983,,,,
,19,2460704.76,2025-01-29T06:14:46.000,1,0,15,196,15,196,1951.516416,1951.516416,1951.516416,73.06620561,73.06620561,73.06620561,,,,
,20,2460704.762,2025-01-29T06:16:59.760,6,0.738293935,-8.666666667,203.1666667,-8.666845125,203.1671477,1955.636855,1950.634334,1961.54137,120.4484488,117.9788977,123.5748804,,,,
,21,2460704.77,2025-01-29T06:28:42.000,57,0.970989083,-9.666666667,214.1929825,-9.667074409,214.1923057,1966.798064,1950.054088,1991.499211,123.8568902,116.005836,133.6776137,,,,
,22,2460704.784,2025-01-29T06:49:36.000,8,0.779334669,-10.25,225,-10.25052113,224.9979491,1961.675796,1951.064626,1983.334116,127.0710829,123.5554369,129.3858122,,,,
,23,2460704.784,2025-01-29T06:49:36.000,3,1,-9,229,-8.999461037,229,1955.653076,1952.450848,1958.895457,129.240686,127.5203385,131.8592773,,,,
,24,2460704.784,2025-01-29T06:49:36.000,11,0.879934694,-9.090909091,233.6363636,-9.089842967,233.6323271,1964.584892,1951.35011,1983.735007,127.2424059,121.3474449,131.444312,,,,
,25,2460704.784,2025-01-29T06:49:36.000,1,0,-9,238,-9,238,1953.453671,1953.453671,1953.453671,121.9669785,121.9669785,121.9669785,,,,
,26,2460704.536,2025-01-29T00:52:03.000,85,0.933790803,-0.611764706,349.2941176,-0.612189052,349.2898029,1967.704592,1950.040707,1997.575845,121.6871231,112.9127835,135.5422999,,,,
,1,2460736.59,2025-03-02T02:09:33.000,3,0.97372313,7.333333333,29,7.332476133,29.00296782,1957.98559,1950.623043,1970.383296,118.1946303,115.0159072,120.1085274,,,,
,2,2460736.59,2025-03-02T02:09:33.000,24,0.743900424,6.125,35,6.124390365,34.99974612,1964.399076,1950.088279,1992.466141,119.5875794,103.0318398,126.0597888,,,,
,3,2460736.59,2025-03-02T02:09:33.000,1,0,1,38,1,38,1951.592916,1951.592916,1951.592916,120.247378,120.247378,120.247378,,,,
,4,2460736.59,2025-03-02T02:09:33.000,4,0.985171431,-7.5,40.5,-7.499152759,40.49997426,1953.951135,1950.205606,1957.89788,108.1377041,100.7417601,113.7087209,,,,
,5,2460736.59,2025-03-02T02:09:33.000,9,0.866442384,-8.333333333,43.66666667,-8.333488691,43.66586945,1961.220682,1950.144095,1975.386612,108.2490999,99.42547794,113.2356927,,,,
,6,2460736.614,2025-03-02T02:44:28.500,29,0.919326233,-8.620689655,70.20689655,-8.618800809,70.20662133,1962.849266,1951.356669,1981.513552,115.505702,110.708823,118.5156504,,,,
,7,2460736.654,2025-03-02T03:41:22.500,27,0.845917054,-10.51851852,94.7037037,-10.51756831,94.70276049,1964.64153,1950.128651,1981.118264,110.6054027,102.9749415,114.6631016,,,,
,8,2460736.677,2025-03-02T04:15:09.600,423,0.917877316,-7.853427896,125.2718676,-7.873206727,125.2446108,1989.598347,1950.335782,2067.575052,113.8130115,94.40567643,143.3444595,,,,
3,9,2460736.694,2025-03-02T04:39:51.750,4,0.924176372,8,156.5,7.999991156,156.4995912,1956.217416,1954.221354,1960.687798,165.3775144,158.8183365,169.916945,,,,
