Type,Collection,No.,Avg. Time,JD,Lat,Lon,PCld,fNH3
xyfnh3max,20241129-20241129 SEB OB,1,2024-11-29T07:39:51.000,2460643.8193402775,-18,323,1781.59130859375,104.80503845214844
xyfnh3max,20241129-20241129 SEB OB,2,2024-11-29T07:39:51.000,2460643.8193402775,-4,324,1990.23388671875,125.13361358642578
xyfnh3max,20241129-20241129 SEB OB,3,2024-11-29T07:39:51.000,2460643.8193402775,-12,325,1984.627197265625,107.96453094482422
xyfnh3min,20241129-20241129 SEB OB,1,2024-11-29T07:30:12.231,2460643.8126415596,-8,313,1859.4000244140625,95.16797637939453
xyfnh3min,20241129-20241129 SEB OB,2,2024-11-29T07:31:04.320,2460643.813244445,-16,314,1809.7210693359375,97.87621307373047
xyfnh3min,20241129-20241129 SEB OB,3,2024-11-29T07:33:02.087,2460643.814607488,-21,316,1661.3228759765625,99.5871353149414
xyPcldmax,20241129-20241129 SEB OB,1,2024-11-29T07:29:24.000,2460643.8120833333,-11,312,1950.7633056640625,102.35540008544922
xyPcldmax,20241129-20241129 SEB OB,2,2024-11-29T07:39:51.000,2460643.8193402775,-11,324,1999.8687744140625,107.25359344482422
xyPcldmax,20241129-20241129 SEB OB,3,2024-11-29T07:40:27.882,2460643.8197671566,-5,326,2016.56494140625,120.77017974853516
