Index,Time_FITS,Time_JD,Pixel_Row,Pixel_Col,Latitude,Longitude,Value_NH3,Value_PCloud,Value_RGB
0,N/A,0.0,9,25,-9,315,92.90416173817735,1750.3451263906243,0.6065663660681525
