Type,Collection,No.,Avg. Time,JD,Lat,Lon,PCld,fNH3
xyfnh3max,20241205-20241205 NEDF A,1,N/A,0.0,5,32,1814.3297119140625,165.58030700683594
xyPcldmax,20241205-20241205 NEDF A,1,N/A,0.0,-4,27,1978.3363037109375,122.94493865966797
xyPcldmax,20241205-20241205 NEDF A,2,N/A,0.0,-7,38,2032.49462890625,112.38180541992188
xyPcldmax,20241205-20241205 NEDF A,3,N/A,0.0,8,39,1919.5792236328125,138.57838439941406
xyPcldmax,20241205-20241205 NEDF A,4,N/A,0.0,-5,46,1994.550048828125,119.08149719238281
xyPcldmin,20241205-20241205 NEDF A,1,N/A,0.0,7,16,1547.10791015625,99.87836456298828
xyPcldmin,20241205-20241205 NEDF A,2,N/A,0.0,-7,19,1837.2650146484375,105.96334838867188
xyPcldmin,20241205-20241205 NEDF A,3,N/A,0.0,11,30,1760.99951171875,103.78945922851562
