Type,Collection,No.,Avg. Time,JD,Lat,Lon,PCld,fNH3
xyfnh3max,20241202-20241202 NEDF 235,1,N/A,0.0,0,221,1776.531005859375,135.60458374023438
xyfnh3max,20241202-20241202 NEDF 235,2,N/A,0.0,4,234,1806.3466796875,140.9333953857422
xyfnh3max,20241202-20241202 NEDF 235,3,N/A,0.0,3,242,1815.386474609375,138.7158966064453
xyPcldmax,20241202-20241202 NEDF 235,1,N/A,0.0,-6,223,1891.2081298828125,119.27682495117188
xyPcldmax,20241202-20241202 NEDF 235,2,N/A,0.0,11,242,1835.492431640625,90.67424774169922
xyPcldmin,20241202-20241202 NEDF 235,1,N/A,0.0,6,223,1616.7645263671875,121.7725830078125
xyPcldmin,20241202-20241202 NEDF 235,2,N/A,0.0,-4,233,1809.1353759765625,125.56742858886719
