ROI Label,Mean1,Stdv1,Mean2,Stdv2,Mean AMF
SED C,1947.2537857874245,34.60684453682612,128.88868735352145,7.964149148512295,1.0660460999228056
HS1 C,2141.3301640901427,42.93359206591285,140.29523124586632,4.835313574626333,1.065298335024967
NEB Ref,1854.3468792650517,9.476947918314899,78.71076092647164,3.6892968190163753,1.0978788192736537
Plume C,1653.2233464127464,23.82050111095343,111.09615631914892,6.878840052399224,1.059691992666838
 +NH3 C,1804.5443426391332,25.014519421034848,140.15689645468584,4.3089540261778225,1.0895818209180277
 +NH3 D,1802.4909060669238,48.5297724578251,159.26963849669542,26.89809852382174,1.355379820187313
