label,avglat,avglon,avgfNH3,avgstr,strcoef0,strcoef1,avgPCld,stdfNH3,stdPCld
1,9.056177785,9.056177785,127.86340746825397,1983.5544985000004,0.19507440147047303,-478032.9316124972,1967.9346564087302,5.818840477033124,8.65408934657635
2,7.785998721000001,7.785998721000001,127.86340746825397,1961.5946616666668,0.21044046294543559,-515863.395529202,1967.9346564087302,5.818840477033124,8.65408934657635
3,9.596887721,9.596887721,127.86340746825397,1966.0254812857142,-0.10283076309288086,254998.09030345763,1967.9346564087302,5.818840477033124,8.65408934657635
4,8.0022105328,8.0022105328,127.86340746825397,1975.202203,0.2746276971032649,-673798.0177402006,1967.9346564087302,5.818840477033124,8.65408934657635
10,8.543298599,8.543298599,127.86340746825397,1959.7256969999999,0.5748042997159224,-1412456.9785936836,1967.9346564087302,5.818840477033124,8.65408934657635
