label,avglat,avglon,sys3speed,drift,coef0,coef1,avgfNH3,avgPCld,stdfNH3,stdPCld
1,9.056177785,56.962504508333325,98.96770402330459,0.4449373294527524,0.44493666223331163,-1094791.6262249432,127.86340746825397,1967.9346564087302,5.818840477033124,8.65408934657635
2,7.785998721000001,101.3292108,99.69207726680324,0.4118540203223087,0.41185636674339426,-1013342.169648271,127.86340746825397,1967.9346564087302,5.818840477033124,8.65408934657635
3,9.596887721,139.16995048571428,101.69553743964748,0.2457426751159303,0.24574369162877388,-604553.7433335219,127.86340746825397,1967.9346564087302,5.818840477033124,8.65408934657635
4,8.0022105328,179.01562968000002,106.17295402442345,-0.04307734813726345,-0.04307739168707231,106179.05857575341,127.86340746825397,1967.9346564087302,5.818840477033124,8.65408934657635
10,8.543298599,337.25775335000003,100.97180907254172,0.31234242030247455,0.31234904927534435,-768257.7459421712,127.86340746825397,1967.9346564087302,5.818840477033124,8.65408934657635
