label,jd_time,fits_time,area,eccentricity,centroid_lat,centroid_lon,weighted_centroid_lat_seg,weighted_centroid_lon_seg,seg_intensity_mean,seg_intensity_min,seg_intensity_max,intensity_mean,intensity_min,intensity_max
1,2460704.616888889,2025-01-29T02:48:19.200,211.0,0.9068160245716983,4.4739336492890995,58.39810426540282,4.544111638805182,58.46241480848312,152.30694557342616,135.01135747038848,179.1090681939255,1882.7997389605503,1736.2581983066793,2050.809231594795
2,2460704.6645817547,2025-01-29T03:56:59.864,224.0,0.8944222939754047,3.0,106.28571428571428,3.0783855451519138,106.36211808808679,149.01773190872626,135.13353285942927,171.19398758299565,1927.0597005832715,1778.3541482281398,2092.3444417578016
3,2460704.7190999454,2025-01-29T05:15:30.235,91.0,0.92243309909949,3.1098901098901095,150.45054945054946,3.128100418567204,150.42579264000685,139.84393373252183,135.09069392891828,147.21237773778603,1829.9269435580347,1629.158736703338,2011.4293945054444
4,2460704.7445044187,2025-01-29T05:52:05.182,102.0,0.8548445688615427,3.186274509803921,176.22549019607843,3.2054138985902654,176.26173923237013,145.4374248502987,135.0588657241971,159.47680047677284,1855.4674651205555,1625.1140248771053,2025.5660534245642
5,2460704.7699305555,2025-01-29T06:28:42.000,1.0,0,-4.0,209.0,-4.0,209.0,135.9210758590438,135.9210758590438,135.9210758590438,1862.4280966988506,1862.4280966988506,1862.4280966988506
6,2460704.770784314,2025-01-29T06:29:55.765,158.0,0.7962924884816723,0.10126582278481067,214.79746835443038,0.11951656124116994,214.80386990261638,139.85552469524075,135.01593238861747,149.35781247485838,1786.9148139650079,1667.5622704893494,1911.181824460487
7,2460704.7717447914,2025-01-29T06:31:18.750,1.0,0,-7.0,216.0,-7.0,216.0,135.02598420003847,135.02598420003847,135.02598420003847,1918.590814192223,1918.590814192223,1918.590814192223
8,2460704.7844444443,2025-01-29T06:49:36.000,1.0,0,-8.0,234.0,-8.0,234.0,136.06807637550764,136.06807637550764,136.06807637550764,1925.3925663943069,1925.3925663943069,1925.3925663943069
9,2460704.7844444443,2025-01-29T06:49:36.000,2.0,1.0,-6.0,235.5,-6.0,235.4941033171363,137.14312259225943,135.52574359053034,138.76050159398852,1882.5306396620113,1876.2389221028332,1888.8223572211891
10,2460704.7844444443,2025-01-29T06:49:36.000,202.0,0.8550679485817826,0.8960396039603964,237.56435643564356,0.9604796597351068,237.73931000520736,144.23175842177133,135.0031116894429,161.84451664991647,1762.1853491585,1619.7287407727522,1914.5571667244615
11,0.0,-04713-11-24T12:00:00.000,1.0,0,5.0,303.0,5.0,303.0,135.68013845660101,135.68013845660101,135.68013845660101,1700.8341566644285,1700.8341566644285,1700.8341566644285
12,0.0,-04713-11-24T12:00:00.000,3.0,1.0,0.0,303.0,0.005251116212219742,303.0,136.4801366436936,135.70744092292176,137.94149409134317,1789.726046261562,1764.054894341241,1812.9186591849293
13,0.0,-04713-11-24T12:00:00.000,1.0,0,3.0,306.0,3.0,306.0,135.34872034851554,135.34872034851554,135.34872034851554,1743.6724078895445,1743.6724078895445,1743.6724078895445
14,2460704.5361458333,2025-01-29T00:52:03.000,128.0,0.8728853408876225,3.265625,335.2109375,3.284807442229429,335.1969707503189,140.9048224531593,135.0025680972807,150.44661920737084,1843.5624248463841,1680.1379761628878,1962.0184588702382
