Type,Collection,No.,Avg. Time,JD,Lat,Lon,PCld,fNH3
xyfnh3max,20241202-20241202 SEB OB,1,2024-12-02T04:37:36.000,2460646.6927777776,-12,331,1997.2677001953125,112.86547088623047
xyfnh3min,20241202-20241202 SEB OB,1,2024-12-02T04:28:59.647,2460646.686801471,-13,324,1852.72509765625,94.8951187133789
xyfnh3min,20241202-20241202 SEB OB,2,2024-12-02T04:31:04.125,2460646.6882421873,-23,326,1610.7803955078125,91.13760375976562
xyPcldmax,20241202-20241202 SEB OB,1,2024-12-02T04:27:09.000,2460646.6855208334,-11,322,1890.6806640625,101.30513000488281
xyPcldmax,20241202-20241202 SEB OB,2,2024-12-02T04:37:36.000,2460646.6927777776,-11,333,2020.8511962890625,109.83248138427734
xyPcldmax,20241202-20241202 SEB OB,3,2024-12-02T04:37:36.000,2460646.6927777776,-5,335,2017.1273193359375,118.00115203857422
xyPcldmin,20241202-20241202 SEB OB,1,2024-12-02T04:27:09.000,2460646.6855208334,-9,315,1750.3450927734375,92.90415954589844
