"REC_NO","OBJECT","REGION","DATE","UT","ERR_UT","JD","LONG_1","LONG_2","LONG_3","LONG_SYST","ERR_LONG","SYSTEM","PHASE","LAT","ERR_LAT","INFO","MEAS","CHANNEL","INSTR","MAGN","ORIE","OBSERVER"
732,"DC2_BAR","L2","2022/07/13","20:07.2",,2459774.33833,255.3,81.9,352.5,255.3,,1,+11.5,+8.2,,"","ada","colo","",,"","&Miyaz_5"
733,"DC3_PROJ","L2","2022/07/13","20:07.2",,2459774.33833,262.5,89.1,359.7,262.5,,1,+11.5,+8.2,,"","ada","colo","",,"","&Miyaz_5"
734,"DC3_PROJ","L2","2022/07/13","20:07.2",,2459774.33833,270.4,96.9,7.6,270.4,,1,+11.5,+8.5,,"","ada","colo","",,"","&Miyaz_5"
735,"DC2_PROJ","L1","2022/07/14","02:25.9",,2459774.60132,160.4,344.9,255.6,160.4,,1,+11.5,+6.7,,"","ada","ired","",,"","&Mancini"
736,"DC2_PROJ","L2","2022/07/14","02:25.9",,2459774.60132,122.7,307.2,217.9,122.7,,1,+11.5,+8.1,,"","ada","ired","",,"","&Mancini"
737,"DC3_PROJ","L2","2022/07/14","02:25.9",,2459774.60132,114.0,298.5,209.3,114.0,,1,+11.5,+8.1,,"","ada","ired","",,"","&Mancini"
738,"DC1_SPOT","L1","2022/07/14","02:25.9",,2459774.60132,102.2,286.8,197.5,102.2,,1,+11.5,+7.6,,"","ada","ired","",,"","&Mancini"
739,"DC3_PROJ","L2","2022/07/14","02:25.9",,2459774.60132,117.7,302.2,212.9,117.7,,1,+11.5,+8.9,,"","ada","ired","",,"","&Mancini"
740,"DC3_PROJ","L1","2022/07/14","02:25.9",,2459774.60132,171.7,356.3,267.0,171.7,,1,+11.5,+7.5,,"","ada","ired","",,"","&Mancini"
741,"DC2_PROJ","L1","2022/07/14","02:45.0",,2459774.61458,163.0,347.4,258.1,163.0,,1,+11.5,+6.0,,"","ada","colo","",,"","&Cicogna"
742,"DC2_PROJ","L1","2022/07/14","02:45.0",,2459774.61458,188.6,13.0,283.8,188.6,,1,+11.5,+6.3,,"","ada","colo","",,"","&Cicogna"
743,"DC3_PROJ","L2","2022/07/14","02:45.0",,2459774.61458,180.8,5.2,275.9,180.8,,1,+11.5,+8.3,,"","ada","colo","",,"","&Cicogna"
744,"DC3_PROJ","L1","2022/07/14","03:11.0",,2459774.63264,171.3,355.6,266.4,171.3,,1,+11.5,+7.9,,"","ada","colo","",,"","&Uri"
745,"DC1_PROJ","L1","2022/07/14","03:11.0",,2459774.63264,207.7,32.0,302.7,207.7,,1,+11.5,+6.4,,"","ada","colo","",,"","&Uri"
746,"DC2_PROJ","L1","2022/07/14","03:11.0",,2459774.63264,137.4,321.7,232.5,137.4,,1,+11.5,+7.5,,"","ada","colo","",,"","&Uri"
747,"DC2_PROJ","L1","2022/07/14","03:11.0",,2459774.63264,158.8,343.1,253.8,158.8,,1,+11.5,+7.2,,"","ada","colo","",,"","&Uri"
748,"DC2_PROJ","L1","2022/07/14","03:33.0",,2459774.64792,159.8,344.0,254.7,159.8,,1,+11.5,+7.1,,"","ada","colo","",,"","&Dellave"
749,"DC3_PROJ","L1","2022/07/14","03:33.0",,2459774.64792,172.1,356.3,267.0,172.1,,1,+11.5,+8.0,,"","ada","colo","",,"","&Dellave"
750,"DC2_PROJ","L1","2022/07/14","03:33.0",,2459774.64792,217.6,41.8,312.5,217.6,,1,+11.5,+7.6,,"","ada","colo","",,"","&Dellave"
751,"DC2_PROJ","L1","2022/07/14","18:17.7",,2459775.26229,349.5,169.0,79.8,349.5,,1,+11.5,+8.0,,"","ada","colo","",,"","&Miyaz_5"
752,"DC3_PROJ","L2","2022/07/14","18:17.7",,2459775.26229,353.7,173.2,84.1,353.7,,1,+11.5,+8.7,,"","ada","colo","",,"","&Miyaz_5"
