Index,Time_FITS,Time_JD,Pixel_Row,Pixel_Col,Latitude,Longitude,Value_NH3,Value_PCloud,Value_RGB
0,N/A,0.0,19,31,-4,224,121.41371147323957,1942.6519146545386,0.5490196287631989
1,N/A,0.0,16,18,-1,237,130.82075614717255,1985.389482426529,0.47993966937065125
2,N/A,0.0,7,16,8,239,127.60375957930707,1996.3459193155863,0.34329624675415665
3,N/A,0.0,14,4,1,251,127.82122041143131,1965.2250180221283,0.5018255761985121
