label,jd_time,fits_time,area,eccentricity,centroid_lat,centroid_lon,weighted_centroid_lat_seg,weighted_centroid_lon_seg,seg_intensity_mean,seg_intensity_min,seg_intensity_max,intensity_mean,intensity_min,intensity_max
1,0.0,-04713-11-24T12:00:00.000,1.0,0,-3.0,185.0,-3.0,185.0,1744.1295235732139,1744.1295235732139,1744.1295235732139,114.567927294087,114.567927294087,114.567927294087
2,2460632.637013889,2024-11-18T03:17:18.000,161.0,0.61304119042248,8.683229813664596,190.77018633540374,8.677686140710048,190.77653873700396,1715.8297069334008,1660.6521382447443,1749.8078413369774,92.8319275061816,53.5803620251463,128.73026684296303
3,2460632.651550926,2024-11-18T03:38:14.000,25.0,0.8777953691655298,9.52,218.28,9.52081340420332,218.27575544362142,1735.179074507893,1716.5765686308723,1749.2299705409403,105.13681022822563,89.20477583696365,121.24056506337747
4,2460632.6647319123,2024-11-18T03:57:12.837,1.0,0,9.0,242.0,9.0,242.0,1747.8489074874412,1747.8489074874412,1747.8489074874412,97.29551832158435,97.29551832158435,97.29551832158435
5,2460632.6729765795,2024-11-18T04:09:05.176,213.0,0.9376775119283672,8.704225352112676,257.48826291079814,8.710952049157878,257.4355842134463,1700.6956839301206,1624.340514560598,1749.9166045105583,94.9562201005373,66.54725020090405,136.26699696099
6,2460632.7261805553,2024-11-18T05:25:42.000,241.0,0.9794494196775093,8.751037344398341,302.15767634854774,8.758741168577295,302.0646473094199,1715.9754557554256,1642.369072202309,1749.8634653491995,100.65036234596462,77.89254802809535,135.19601725153103
7,2460632.758572154,2024-11-18T06:12:20.634,98.0,0.8353472118376192,10.561224489795919,338.4795918367347,10.554689303540682,338.48140332607045,1718.7427686571202,1669.302861329445,1749.9452449187154,85.24542031810259,68.97951354367545,116.20330180674407
8,2460632.764987374,2024-11-18T06:21:34.909,1.0,0,11.0,350.0,11.0,350.0,1749.8652045258482,1749.8652045258482,1749.8652045258482,98.2747307175946,98.2747307175946,98.2747307175946
9,2460632.7702777777,2024-11-18T06:29:12.000,13.0,0.9482476696425494,12.461538461538462,354.6923076923077,12.462648087395317,354.69381534571545,1746.2045397059169,1739.4784708271748,1749.9115112842808,82.63268023322581,72.78859259618953,104.27521848849563
10,2460632.7702777777,2024-11-18T06:29:12.000,1.0,0,11.0,357.0,11.0,357.0,1737.6314161971604,1737.6314161971604,1737.6314161971604,85.93533566456318,85.93533566456318,85.93533566456318
11,2460632.7702777777,2024-11-18T06:29:12.000,1.0,0,10.0,359.0,10.0,359.0,1746.990984935417,1746.990984935417,1746.990984935417,88.5919521029096,88.5919521029096,88.5919521029096
