ROI Label,Mean1,Stdv1,Mean2,Stdv2,Mean AMF
NEDF1,1837.1478124194246,41.1330957631793,99.49366153841225,10.022941000883986,1.13171544255562
Fest1,1824.3519659685148,37.82561421944685,115.18198000059174,9.123856768693642,1.1687265026188303
Fest2,2057.622392797905,59.59311609645278,126.58947392891417,3.3743012973982625,1.1334712604769632
Plume1,1752.7185462724628,30.33296045038771,81.60196664797593,5.720966865123806,1.054126437190504
 +NH3,1828.2128748387593,23.08784945670946,122.38872466777542,4.438209863223113,1.1098650241921337
